Line;Date;Time;PD0 (V);PD1 (V);PD2 (V);PD3 (V);PD4 (V);PD5 (degC)
39;2023/10/11;14:55:08;4017;12;11;11;11;12
40;2023/10/11;14:55:18;4017;12;11;11;11;12
41;2023/10/11;14:55:28;4017;12;11;11;11;12
42;2023/10/11;14:55:38;4017;12;11;11;11;12
43;2023/10/11;14:55:48;4017;12;11;11;11;12
44;2023/10/11;14:55:58;4017;12;11;11;11;12
45;2023/10/11;14:56:08;4017;12;11;11;11;12
46;2023/10/11;14:56:18;4017;12;11;11;11;12
47;2023/10/11;14:56:28;4017;12;11;11;11;12
48;2023/10/11;14:56:38;4017;12;11;11;11;12
49;2023/10/11;14:56:48;4017;12;11;11;11;12
50;2023/10/11;14:56:58;4017;12;11;11;11;12
51;2023/10/11;14:57:08;4017;12;11;11;11;12
52;2023/10/11;14:57:18;4017;12;11;11;11;12
53;2023/10/11;14:57:28;4017;12;11;11;11;12
54;2023/10/11;14:57:38;4017;12;11;11;11;12
55;2023/10/11;14:57:48;4017;12;11;11;11;12
56;2023/10/11;14:57:58;4017;12;11;11;11;12
57;2023/10/11;14:58:08;4017;12;11;11;11;12
58;2023/10/11;14:58:18;4017;12;11;11;11;12
59;2023/10/11;14:58:28;4017;12;11;11;11;12
60;2023/10/11;14:58:38;4017;12;11;11;11;12
61;2023/10/11;14:58:48;4017;12;11;11;11;12
62;2023/10/11;14:58:58;4017;12;11;11;11;12
63;2023/10/11;14:59:08;4017;12;11;11;11;12
64;2023/10/11;14:59:18;4017;12;11;11;11;12
65;2023/10/11;14:59:28;4017;12;11;11;11;12
66;2023/10/11;14:59:38;4017;12;11;11;11;12
67;2023/10/11;14:59:48;4017;12;11;11;11;12
68;2023/10/11;14:59:58;4017;12;11;11;11;12
69;2023/10/11;15:00:08;4017;12;11;11;11;12
70;2023/10/11;15:00:18;4017;12;11;11;11;12
71;2023/10/11;15:00:28;4017;12;11;11;11;12
72;2023/10/11;15:00:38;4017;12;11;11;11;12
73;2023/10/11;15:00:48;4017;12;11;11;11;12
74;2023/10/11;15:00:58;4017;12;11;11;11;12
75;2023/10/11;15:01:08;4017;12;11;11;11;12
76;2023/10/11;15:01:18;4017;12;11;11;11;12
77;2023/10/11;15:01:28;4017;12;11;11;11;12
78;2023/10/11;15:01:38;4017;12;11;11;11;12
79;2023/10/11;15:01:48;4017;12;11;11;11;12
80;2023/10/11;15:01:58;4017;12;11;11;11;12
81;2023/10/11;15:02:08;4017;12;11;11;11;12
82;2023/10/11;15:02:18;4017;12;11;11;11;12
83;2023/10/11;15:02:28;4017;12;11;11;11;12
84;2023/10/11;15:02:38;4017;12;11;11;11;12
85;2023/10/11;15:02:48;4017;12;11;11;11;12
86;2023/10/11;15:02:58;4017;12;11;11;11;12
87;2023/10/11;15:03:08;4017;12;11;11;11;12
88;2023/10/11;15:03:18;4017;12;11;11;11;12
89;2023/10/11;15:03:28;4017;12;11;11;11;12
90;2023/10/11;15:03:38;4017;12;11;11;11;12
91;2023/10/11;15:03:48;4017;12;11;11;11;12
92;2023/10/11;15:03:58;4017;12;11;11;11;12
93;2023/10/11;15:04:08;4017;12;11;11;11;12
94;2023/10/11;15:04:18;4017;12;11;11;11;12
95;2023/10/11;15:04:28;4017;12;11;11;11;12
96;2023/10/11;15:04:38;4017;12;11;11;11;12
97;2023/10/11;15:04:48;4017;12;11;11;11;12
98;2023/10/11;15:04:58;4017;12;11;11;11;12
99;2023/10/11;15:05:08;4017;12;11;11;11;12
100;2023/10/11;15:05:18;4017;12;11;11;11;12
101;2023/10/11;15:05:28;4017;12;11;11;11;12
102;2023/10/11;15:05:38;4017;12;11;11;11;12
103;2023/10/11;15:05:48;4017;12;11;11;11;12
104;2023/10/11;15:05:58;4017;12;11;11;11;12
105;2023/10/11;15:06:08;4017;12;11;11;11;12
106;2023/10/11;15:06:18;4017;12;11;11;11;12
107;2023/10/11;15:06:28;4017;12;11;11;11;12
108;2023/10/11;15:06:38;4017;12;11;11;11;12
109;2023/10/11;15:06:48;4017;12;11;11;11;12
110;2023/10/11;15:06:58;4017;12;11;11;11;12
111;2023/10/11;15:07:08;4017;12;11;11;11;12
112;2023/10/11;15:07:18;4017;12;11;11;11;12
113;2023/10/11;15:07:28;4017;12;11;11;11;12
114;2023/10/11;15:07:38;4017;12;11;11;11;12
115;2023/10/11;15:07:48;4017;12;11;11;11;12
116;2023/10/11;15:07:58;4017;12;11;11;11;12
117;2023/10/11;15:08:08;4017;12;11;11;11;12
118;2023/10/11;15:08:18;4017;12;11;11;11;12
119;2023/10/11;15:08:28;4017;12;11;11;11;12
120;2023/10/11;15:08:38;4017;12;11;11;11;12
121;2023/10/11;15:08:48;4017;12;11;11;11;12
122;2023/10/11;15:08:58;4017;12;11;11;11;12
123;2023/10/11;15:09:08;4017;12;11;11;11;12
124;2023/10/11;15:09:18;4017;12;11;11;11;12
125;2023/10/11;15:09:28;4017;12;11;11;11;12
126;2023/10/11;15:09:38;4017;12;11;11;11;12
127;2023/10/11;15:09:48;4017;12;11;11;11;12
128;2023/10/11;15:09:58;4017;12;11;11;11;12
129;2023/10/11;15:10:08;4017;12;11;11;11;12
130;2023/10/11;15:10:18;4017;12;11;11;11;12
131;2023/10/11;15:10:28;4017;12;11;11;11;12
132;2023/10/11;15:10:38;4017;12;11;11;11;12
133;2023/10/11;15:10:48;4017;12;11;11;11;12
134;2023/10/11;15:10:58;4017;12;11;11;11;12
135;2023/10/11;15:11:08;4017;12;11;11;11;12
136;2023/10/11;15:11:18;4017;12;11;11;11;12
137;2023/10/11;15:11:28;4017;12;11;11;11;12
138;2023/10/11;15:11:38;4017;12;11;11;11;12
139;2023/10/11;15:11:48;4017;12;11;11;11;12
140;2023/10/11;15:11:58;4017;12;11;11;11;12
141;2023/10/11;15:12:08;4017;12;11;11;11;12
142;2023/10/11;15:12:18;4017;12;11;11;11;12
143;2023/10/11;15:12:28;4017;12;11;11;11;12
144;2023/10/11;15:12:38;4017;12;11;11;11;12
145;2023/10/11;15:12:48;4017;12;11;11;11;12
146;2023/10/11;15:12:58;4017;12;11;11;11;12
147;2023/10/11;15:13:08;4017;12;11;11;11;12
148;2023/10/11;15:13:18;4017;12;11;11;11;12
149;2023/10/11;15:13:28;4017;12;11;11;11;12
150;2023/10/11;15:13:38;4017;12;11;11;11;12
151;2023/10/11;15:13:48;4017;12;11;11;11;12
152;2023/10/11;15:13:58;4017;12;11;11;11;12
153;2023/10/11;15:14:08;4017;12;11;11;11;12
154;2023/10/11;15:14:18;4017;12;11;11;11;12
155;2023/10/11;15:14:28;4017;12;11;11;11;12
156;2023/10/11;15:14:38;4017;12;11;11;11;12
157;2023/10/11;15:14:48;4017;12;11;11;11;12
158;2023/10/11;15:14:58;4017;12;11;11;11;12
159;2023/10/11;15:15:08;4017;12;11;11;11;12
160;2023/10/11;15:15:18;4017;12;11;11;11;12
161;2023/10/11;15:15:28;4017;12;11;11;11;12
162;2023/10/11;15:15:38;4017;12;11;11;11;12
163;2023/10/11;15:15:48;4017;12;11;11;11;12
164;2023/10/11;15:15:58;4017;12;11;11;11;12
165;2023/10/11;15:16:08;4017;12;11;11;11;12
166;2023/10/11;15:16:18;4017;12;11;11;11;12
167;2023/10/11;15:16:28;4017;12;11;11;11;12
168;2023/10/11;15:16:38;4017;12;11;11;11;12
169;2023/10/11;15:16:48;4017;12;11;11;11;12
170;2023/10/11;15:16:58;4017;12;11;11;11;12
171;2023/10/11;15:17:08;4017;12;11;11;11;12
172;2023/10/11;15:17:18;4017;12;11;11;11;12
173;2023/10/11;15:17:28;4017;12;11;11;11;12
174;2023/10/11;15:17:38;4017;12;11;11;11;12
175;2023/10/11;15:17:48;4017;12;11;11;11;12
176;2023/10/11;15:17:58;4017;12;11;11;11;12
177;2023/10/11;15:18:08;4017;12;11;11;11;12
178;2023/10/11;15:18:18;4017;12;11;11;11;12
179;2023/10/11;15:18:28;4017;12;11;11;11;12
180;2023/10/11;15:18:38;4017;12;11;11;11;12
181;2023/10/11;15:18:48;4017;12;11;11;11;12
182;2023/10/11;15:18:58;4017;12;11;11;11;12
183;2023/10/11;15:19:08;4017;12;11;11;11;12
184;2023/10/11;15:19:18;4017;12;11;11;11;12
185;2023/10/11;15:19:28;4017;12;11;11;11;12
186;2023/10/11;15:19:38;4017;12;11;11;11;12
187;2023/10/11;15:19:48;4017;12;11;11;11;12
188;2023/10/11;15:19:58;4017;12;11;11;11;12
189;2023/10/11;15:20:08;4017;12;11;11;11;12
190;2023/10/11;15:20:18;4017;12;11;11;11;12
191;2023/10/11;15:20:28;4017;12;11;11;11;12
192;2023/10/11;15:20:38;4017;12;11;11;11;12
193;2023/10/11;15:20:48;4017;12;11;11;11;12
194;2023/10/11;15:20:58;4017;12;11;11;11;12
195;2023/10/11;15:21:08;4017;12;11;11;11;12
196;2023/10/11;15:21:18;4017;12;11;11;11;12
197;2023/10/11;15:21:28;4017;12;11;11;11;12
198;2023/10/11;15:21:38;4017;12;11;11;11;12
199;2023/10/11;15:21:48;4017;12;11;11;11;12
200;2023/10/11;15:21:58;4017;12;11;11;11;12
201;2023/10/11;15:22:08;4017;12;11;11;11;12
202;2023/10/11;15:22:18;4017;12;11;11;11;12
203;2023/10/11;15:22:28;4017;12;11;11;11;12
204;2023/10/11;15:22:38;4017;12;11;11;11;12
205;2023/10/11;15:22:48;4017;12;11;11;11;12
206;2023/10/11;15:22:58;4017;12;11;11;11;12
207;2023/10/11;15:23:08;4017;12;11;11;11;12
208;2023/10/11;15:23:18;4017;12;11;11;11;12
209;2023/10/11;15:23:28;4017;12;11;11;11;12
210;2023/10/11;15:23:38;4017;12;11;11;11;12
211;2023/10/11;15:23:48;4017;12;11;11;11;12
212;2023/10/11;15:23:58;4017;12;11;11;11;12
213;2023/10/11;15:24:08;4017;12;11;11;11;12
214;2023/10/11;15:24:18;4017;12;11;11;11;12
215;2023/10/11;15:24:28;4017;12;11;11;11;12
216;2023/10/11;15:24:38;4017;12;11;11;11;12
217;2023/10/11;15:24:48;4017;12;11;11;11;12
218;2023/10/11;15:24:58;4017;12;11;11;11;12
219;2023/10/11;15:25:08;4017;12;11;11;11;12
220;2023/10/11;15:25:18;4017;12;11;11;11;12
221;2023/10/11;15:25:28;4017;12;11;11;11;12
222;2023/10/11;15:25:38;4017;12;11;11;11;12
223;2023/10/11;15:25:48;4017;12;11;11;11;12
224;2023/10/11;15:25:58;4017;12;11;11;11;12
225;2023/10/11;15:26:08;4017;12;11;11;11;12
226;2023/10/11;15:26:18;4017;12;11;11;11;12
227;2023/10/11;15:26:28;4017;12;11;11;11;12
228;2023/10/11;15:26:38;4017;12;11;11;11;12
229;2023/10/11;15:26:48;4017;12;11;11;11;12
230;2023/10/11;15:26:58;4017;12;11;11;11;12
231;2023/10/11;15:27:08;4017;12;11;11;11;12
232;2023/10/11;15:27:18;4017;12;11;11;11;12
233;2023/10/11;15:27:28;4017;12;11;11;11;12
234;2023/10/11;15:27:38;4017;12;11;11;11;12
235;2023/10/11;15:27:48;4017;12;11;11;11;12
236;2023/10/11;15:27:58;4017;12;11;11;11;12
237;2023/10/11;15:28:08;4017;12;11;11;11;12
238;2023/10/11;15:28:18;4017;12;11;11;11;12
239;2023/10/11;15:28:28;4017;12;11;11;11;12
240;2023/10/11;15:28:38;4017;12;11;11;11;12
241;2023/10/11;15:28:48;4017;12;11;11;11;12
242;2023/10/11;15:28:58;4017;12;11;11;11;12
243;2023/10/11;15:29:08;4017;12;11;11;11;12
244;2023/10/11;15:29:18;4017;12;11;11;11;12
245;2023/10/11;15:29:28;4017;12;11;11;11;12
246;2023/10/11;15:29:38;4017;12;11;11;11;12
247;2023/10/11;15:29:48;4017;12;11;11;11;12
248;2023/10/11;15:29:58;4017;12;11;11;11;12
249;2023/10/11;15:30:08;4017;12;11;11;11;12
250;2023/10/11;15:30:18;4017;12;11;11;11;12
251;2023/10/11;15:30:28;4017;12;11;11;11;12
252;2023/10/11;15:30:38;4017;12;11;11;11;12
253;2023/10/11;15:30:48;4017;12;11;11;11;12
254;2023/10/11;15:30:58;4017;12;11;11;11;12
255;2023/10/11;15:31:08;4017;12;11;11;11;12
256;2023/10/11;15:31:18;4017;12;11;11;11;12
257;2023/10/11;15:31:28;4017;12;11;11;11;12
258;2023/10/11;15:31:38;4017;12;11;11;11;12
259;2023/10/11;15:31:48;4017;12;11;11;11;12
260;2023/10/11;15:31:58;4017;12;11;11;11;12
261;2023/10/11;15:32:08;4017;12;11;11;11;12
262;2023/10/11;15:32:18;4017;12;11;11;11;12
263;2023/10/11;15:32:28;4017;12;11;11;11;12
264;2023/10/11;15:32:38;4017;12;11;11;11;12
265;2023/10/11;15:32:48;4017;12;11;11;11;12
266;2023/10/11;15:32:58;4017;12;11;11;11;12
267;2023/10/11;15:33:08;4017;12;11;11;11;12
268;2023/10/11;15:33:18;4017;12;11;11;11;12
269;2023/10/11;15:33:28;4017;12;11;11;11;12
270;2023/10/11;15:33:38;4017;12;11;11;11;12
271;2023/10/11;15:33:48;4017;12;11;11;11;12
272;2023/10/11;15:33:58;4017;12;11;11;11;12
273;2023/10/11;15:34:08;4017;12;11;11;11;12
274;2023/10/11;15:34:18;4017;12;11;11;11;12
275;2023/10/11;15:34:28;4017;12;11;11;11;12
276;2023/10/11;15:34:38;4017;12;11;11;11;12
277;2023/10/11;15:34:48;4017;12;11;11;11;12
278;2023/10/11;15:34:58;4017;12;11;11;11;12
279;2023/10/11;15:35:08;4017;12;11;11;11;12
280;2023/10/11;15:35:18;4017;12;11;11;11;12
281;2023/10/11;15:35:28;4017;12;11;11;11;12
282;2023/10/11;15:35:38;4017;12;11;11;11;12
283;2023/10/11;15:35:48;4017;12;11;11;11;12
284;2023/10/11;15:35:58;4017;12;11;11;11;12
285;2023/10/11;15:36:08;4017;12;11;11;11;12
286;2023/10/11;15:36:18;4017;12;11;11;11;12
287;2023/10/11;15:36:28;4017;12;11;11;11;12
