Line; Date; Time; T INA SPECTRO (degC); T INA OSCAR (degC); T INA MOTORS (degC); T INA BATT (degC); T INA DC_BUS (degC); T INA Q7 (degC); T INA 5V (degC); T INA 3V3 (degC)
553; 2023/10/10; 18:11:42; 30,8125; 30,125; 34,0234375; 34,0234375; 34,3203125; 34,0546875; 34,1796875; 30,0703125
554; 2023/10/10; 18:11:52; 30,8125; 30,125; 33,9921875; 34,0390625; 34,3359375; 34,046875; 34,1796875; 30,0703125
555; 2023/10/10; 18:12:02; 30,8046875; 30,1328125; 34,0; 34,0390625; 34,328125; 34,0625; 34,203125; 30,0703125
556; 2023/10/10; 18:12:12; 30,828125; 30,125; 34,0234375; 34,0234375; 34,3359375; 34,046875; 34,1484375; 30,078125
557; 2023/10/10; 18:12:22; 30,8203125; 30,1328125; 34,0; 34,0390625; 34,34375; 34,0625; 34,1640625; 30,0703125
558; 2023/10/10; 18:12:32; 30,8046875; 30,1484375; 34,0; 34,0234375; 34,34375; 34,046875; 34,171875; 30,0625
559; 2023/10/10; 18:12:42; 30,8046875; 30,1484375; 34,0; 34,0234375; 34,3359375; 34,0546875; 34,1875; 30,0859375
560; 2023/10/10; 18:12:52; 30,8203125; 30,1328125; 33,984375; 34,0234375; 34,3359375; 34,046875; 34,1796875; 30,0546875
561; 2023/10/10; 18:13:02; 30,8125; 30,1328125; 34,0234375; 34,03125; 34,3359375; 34,0390625; 34,171875; 30,078125
562; 2023/10/10; 18:13:12; 30,8125; 30,1328125; 34,0; 34,03125; 34,328125; 34,0625; 34,203125; 30,078125
563; 2023/10/10; 18:13:22; 30,796875; 30,125; 33,9921875; 34,015625; 34,34375; 34,0546875; 34,1875; 30,0625
564; 2023/10/10; 18:13:32; 30,8046875; 30,1328125; 33,984375; 34,0234375; 34,3359375; 34,0546875; 34,203125; 30,0625
565; 2023/10/10; 18:13:42; 30,8203125; 30,140625; 33,984375; 34,0234375; 34,3359375; 34,078125; 34,1640625; 30,0703125
566; 2023/10/10; 18:13:52; 30,8203125; 30,1484375; 34,015625; 34,015625; 34,3359375; 34,0625; 34,1640625; 30,0703125
567; 2023/10/10; 18:14:02; 30,8203125; 30,1328125; 34,015625; 34,0234375; 34,3359375; 34,0625; 34,2109375; 30,078125
568; 2023/10/10; 18:14:12; 30,8125; 30,15625; 34,0; 34,0234375; 34,328125; 34,0546875; 34,1796875; 30,09375
569; 2023/10/10; 18:14:22; 30,8125; 30,1328125; 34,015625; 34,03125; 34,3359375; 34,046875; 34,1796875; 30,0859375
570; 2023/10/10; 18:14:32; 30,859375; 30,1484375; 33,9921875; 34,015625; 34,3359375; 34,046875; 34,171875; 30,078125
571; 2023/10/10; 18:14:42; 30,8046875; 30,1484375; 34,015625; 34,0234375; 34,3359375; 34,0703125; 34,1796875; 30,0703125
572; 2023/10/10; 18:14:52; 30,8359375; 30,125; 33,984375; 34,03125; 34,3359375; 34,046875; 34,203125; 30,0703125
573; 2023/10/10; 18:15:02; 30,8046875; 30,125; 34,0078125; 34,03125; 34,3359375; 34,046875; 34,1796875; 30,0703125
574; 2023/10/10; 18:15:12; 30,8125; 30,1640625; 34,015625; 34,03125; 34,3359375; 34,0625; 34,1875; 30,0625
575; 2023/10/10; 18:15:22; 30,8203125; 30,140625; 34,0078125; 34,015625; 34,3359375; 34,0546875; 34,1875; 30,0625
576; 2023/10/10; 18:15:32; 30,8359375; 30,1484375; 34,0; 34,0234375; 34,34375; 34,046875; 34,1875; 30,0703125
577; 2023/10/10; 18:15:42; 30,8203125; 30,1484375; 34,015625; 34,03125; 34,3359375; 34,0703125; 34,1953125; 30,0859375
578; 2023/10/10; 18:15:52; 30,8125; 30,125; 34,0; 34,0234375; 34,34375; 34,046875; 34,1796875; 30,078125
579; 2023/10/10; 18:16:02; 30,8125; 30,1484375; 33,9921875; 34,0234375; 34,3359375; 34,0546875; 34,203125; 30,0703125
580; 2023/10/10; 18:16:12; 30,8203125; 30,1484375; 34,03125; 34,03125; 34,3359375; 34,0625; 34,1796875; 30,0703125
581; 2023/10/10; 18:16:22; 30,859375; 30,1640625; 34,0; 34,03125; 34,3359375; 34,0703125; 34,1640625; 30,0859375
582; 2023/10/10; 18:16:32; 30,8203125; 30,15625; 34,0; 34,0234375; 34,34375; 34,0703125; 34,1796875; 30,078125
583; 2023/10/10; 18:16:42; 30,8359375; 30,15625; 34,0078125; 34,015625; 34,3359375; 34,0546875; 34,1640625; 30,078125
584; 2023/10/10; 18:16:52; 30,8359375; 30,1640625; 34,015625; 34,03125; 34,3359375; 34,0703125; 34,1953125; 30,0859375
585; 2023/10/10; 18:17:02; 30,8515625; 30,140625; 33,984375; 34,03125; 34,34375; 34,046875; 34,1953125; 30,078125
586; 2023/10/10; 18:17:12; 30,8046875; 30,125; 34,0; 34,03125; 34,34375; 34,0546875; 34,1875; 30,078125
587; 2023/10/10; 18:17:22; 30,8046875; 30,1328125; 34,015625; 34,0234375; 34,3359375; 34,0625; 34,2109375; 30,0859375
588; 2023/10/10; 18:17:32; 30,8203125; 30,1640625; 34,0078125; 34,03125; 34,3515625; 34,0625; 34,1875; 30,078125
589; 2023/10/10; 18:17:42; 30,8203125; 30,1640625; 33,9921875; 34,0546875; 34,34375; 34,0546875; 34,1640625; 30,09375
590; 2023/10/10; 18:17:52; 30,8046875; 30,1328125; 34,0078125; 34,0390625; 34,3359375; 34,0546875; 34,2109375; 30,0859375
591; 2023/10/10; 18:18:02; 30,8046875; 30,1328125; 34,015625; 34,03125; 34,3359375; 34,0703125; 34,2109375; 30,0703125
592; 2023/10/10; 18:18:12; 30,8515625; 30,1484375; 34,015625; 34,0390625; 34,3359375; 34,0546875; 34,2109375; 30,0859375
593; 2023/10/10; 18:18:22; 30,8046875; 30,15625; 34,0; 34,0234375; 34,34375; 34,0546875; 34,2109375; 30,0703125
594; 2023/10/10; 18:18:32; 30,8203125; 30,1640625; 33,9921875; 34,03125; 34,34375; 34,0625; 34,2109375; 30,0703125
595; 2023/10/10; 18:18:42; 30,8203125; 30,15625; 34,03125; 34,03125; 34,3359375; 34,0625; 34,203125; 30,078125
596; 2023/10/10; 18:18:52; 30,8203125; 30,1640625; 34,0234375; 34,03125; 34,34375; 34,0546875; 34,2109375; 30,078125
597; 2023/10/10; 18:19:02; 30,8046875; 30,171875; 34,0234375; 34,015625; 34,34375; 34,0546875; 34,1953125; 30,0859375
598; 2023/10/10; 18:19:12; 30,8515625; 30,1640625; 34,0234375; 34,03125; 34,34375; 34,0625; 34,1875; 30,0703125
599; 2023/10/10; 18:19:22; 30,8125; 30,15625; 34,0078125; 34,03125; 34,34375; 34,0625; 34,1953125; 30,0703125
600; 2023/10/10; 18:19:32; 30,8515625; 30,1640625; 34,0390625; 34,0390625; 34,34375; 34,09375; 34,1953125; 30,09375
601; 2023/10/10; 18:19:42; 30,828125; 30,1640625; 34,0078125; 34,0390625; 34,34375; 34,0546875; 34,1953125; 30,09375
602; 2023/10/10; 18:19:52; 30,8515625; 30,15625; 34,0390625; 34,03125; 34,3515625; 34,0703125; 34,2109375; 30,0859375
603; 2023/10/10; 18:20:02; 30,8203125; 30,15625; 34,0234375; 34,0390625; 34,34375; 34,0703125; 34,1875; 30,0859375
604; 2023/10/10; 18:20:12; 30,84375; 30,15625; 34,0; 34,046875; 34,3515625; 34,0625; 34,2109375; 30,0859375
605; 2023/10/10; 18:20:22; 30,828125; 30,1640625; 34,015625; 34,0390625; 34,3515625; 34,0625; 34,21875; 30,09375
606; 2023/10/10; 18:20:32; 30,8203125; 30,1484375; 34,0390625; 34,046875; 34,3515625; 34,0625; 34,21875; 30,0703125
607; 2023/10/10; 18:20:42; 30,828125; 30,15625; 34,0234375; 34,0390625; 34,3515625; 34,0625; 34,21875; 30,09375
608; 2023/10/10; 18:20:52; 30,8515625; 30,1640625; 34,0234375; 34,0625; 34,3515625; 34,0703125; 34,2109375; 30,09375
609; 2023/10/10; 18:21:02; 30,8515625; 30,1484375; 33,9921875; 34,0234375; 34,3515625; 34,0625; 34,203125; 30,0859375
610; 2023/10/10; 18:21:12; 30,84375; 30,1640625; 34,015625; 34,0546875; 34,34375; 34,0625; 34,21875; 30,0859375
611; 2023/10/10; 18:21:22; 30,828125; 30,15625; 34,0234375; 34,0390625; 34,3515625; 34,0625; 34,2265625; 30,09375
612; 2023/10/10; 18:21:32; 30,828125; 30,1640625; 34,0234375; 34,0390625; 34,3515625; 34,0625; 34,1875; 30,1015625
613; 2023/10/10; 18:21:42; 30,8046875; 30,15625; 34,0234375; 34,0546875; 34,3515625; 34,078125; 34,203125; 30,09375
614; 2023/10/10; 18:21:52; 30,8203125; 30,15625; 34,0078125; 34,0625; 34,34375; 34,0703125; 34,1953125; 30,09375
615; 2023/10/10; 18:22:02; 30,8125; 30,171875; 34,015625; 34,03125; 34,3359375; 34,0625; 34,1953125; 30,09375
616; 2023/10/10; 18:22:12; 30,8203125; 30,1640625; 34,0078125; 34,0390625; 34,3515625; 34,0703125; 34,2109375; 30,0703125
617; 2023/10/10; 18:22:22; 30,84375; 30,1640625; 34,0234375; 34,046875; 34,3515625; 34,0625; 34,1875; 30,09375
618; 2023/10/10; 18:22:32; 30,8515625; 30,171875; 34,0234375; 34,046875; 34,359375; 34,0625; 34,2109375; 30,0859375
619; 2023/10/10; 18:22:42; 30,8203125; 30,1640625; 34,015625; 34,0546875; 34,359375; 34,0703125; 34,21875; 30,09375
620; 2023/10/10; 18:22:52; 30,8515625; 30,1640625; 33,9921875; 34,046875; 34,3515625; 34,09375; 34,1953125; 30,1015625
621; 2023/10/10; 18:23:02; 30,8203125; 30,1640625; 34,015625; 34,0390625; 34,359375; 34,0703125; 34,2109375; 30,09375
622; 2023/10/10; 18:23:12; 30,8515625; 30,1640625; 34,0078125; 34,0390625; 34,3515625; 34,0859375; 34,2109375; 30,09375
623; 2023/10/10; 18:23:22; 30,828125; 30,171875; 34,0234375; 34,0390625; 34,34375; 34,078125; 34,1953125; 30,09375
624; 2023/10/10; 18:23:32; 30,859375; 30,1640625; 34,0078125; 34,0234375; 34,3515625; 34,0703125; 34,1953125; 30,09375
625; 2023/10/10; 18:23:42; 30,8203125; 30,171875; 34,015625; 34,0390625; 34,359375; 34,0625; 34,1796875; 30,1015625
626; 2023/10/10; 18:23:52; 30,8203125; 30,1640625; 34,015625; 34,046875; 34,3515625; 34,0703125; 34,1953125; 30,09375
627; 2023/10/10; 18:24:02; 30,859375; 30,1640625; 34,046875; 34,0390625; 34,3515625; 34,0703125; 34,203125; 30,09375
628; 2023/10/10; 18:24:12; 30,8515625; 30,171875; 34,0078125; 34,0625; 34,3515625; 34,09375; 34,1953125; 30,09375
629; 2023/10/10; 18:24:22; 30,8359375; 30,171875; 34,0078125; 34,0625; 34,3515625; 34,09375; 34,2109375; 30,1015625
630; 2023/10/10; 18:24:32; 30,8671875; 30,171875; 34,0234375; 34,0625; 34,34375; 34,09375; 34,1953125; 30,1015625
631; 2023/10/10; 18:24:42; 30,8125; 30,1796875; 34,015625; 34,0546875; 34,359375; 34,0625; 34,2109375; 30,09375
632; 2023/10/10; 18:24:52; 30,859375; 30,171875; 34,046875; 34,046875; 34,359375; 34,0625; 34,203125; 30,1015625
633; 2023/10/10; 18:25:02; 30,8359375; 30,171875; 34,015625; 34,0390625; 34,359375; 34,0703125; 34,21875; 30,109375
634; 2023/10/10; 18:25:12; 30,828125; 30,15625; 34,0390625; 34,0625; 34,359375; 34,09375; 34,21875; 30,09375
635; 2023/10/10; 18:25:22; 30,828125; 30,171875; 34,015625; 34,0390625; 34,359375; 34,0703125; 34,2109375; 30,1015625
636; 2023/10/10; 18:25:32; 30,8515625; 30,171875; 34,046875; 34,0625; 34,359375; 34,0703125; 34,21875; 30,1015625
637; 2023/10/10; 18:25:42; 30,8125; 30,171875; 34,015625; 34,0546875; 34,359375; 34,0703125; 34,2265625; 30,1015625
638; 2023/10/10; 18:25:52; 30,8671875; 30,171875; 34,0234375; 34,0546875; 34,359375; 34,1015625; 34,21875; 30,109375
639; 2023/10/10; 18:26:02; 30,84375; 30,1796875; 34,015625; 34,0625; 34,359375; 34,1015625; 34,2109375; 30,1015625
640; 2023/10/10; 18:26:12; 30,859375; 30,1796875; 34,046875; 34,0703125; 34,3671875; 34,0703125; 34,2109375; 30,109375
641; 2023/10/10; 18:26:22; 30,8359375; 30,1796875; 34,0234375; 34,0390625; 34,3671875; 34,109375; 34,21875; 30,1015625
642; 2023/10/10; 18:26:32; 30,8359375; 30,171875; 34,0546875; 34,0625; 34,3515625; 34,078125; 34,21875; 30,109375
643; 2023/10/10; 18:26:42; 30,8515625; 30,1796875; 34,0390625; 34,0625; 34,375; 34,1015625; 34,203125; 30,1171875
644; 2023/10/10; 18:26:52; 30,84375; 30,1796875; 34,015625; 34,0703125; 34,359375; 34,0859375; 34,21875; 30,109375
645; 2023/10/10; 18:27:02; 30,828125; 30,1875; 34,0390625; 34,0625; 34,3671875; 34,1015625; 34,21875; 30,1015625
646; 2023/10/10; 18:27:12; 30,8359375; 30,171875; 34,046875; 34,0625; 34,359375; 34,1015625; 34,21875; 30,109375
647; 2023/10/10; 18:27:22; 30,84375; 30,1796875; 34,0234375; 34,046875; 34,359375; 34,109375; 34,21875; 30,1171875
648; 2023/10/10; 18:27:32; 30,8671875; 30,171875; 34,046875; 34,0703125; 34,359375; 34,0859375; 34,2265625; 30,109375
649; 2023/10/10; 18:27:42; 30,8671875; 30,171875; 34,03125; 34,0625; 34,375; 34,0859375; 34,1875; 30,09375
650; 2023/10/10; 18:27:52; 30,84375; 30,1796875; 34,03125; 34,0625; 34,359375; 34,1015625; 34,2265625; 30,1171875
651; 2023/10/10; 18:28:02; 30,828125; 30,1796875; 34,0234375; 34,0703125; 34,359375; 34,0703125; 34,203125; 30,109375
652; 2023/10/10; 18:28:12; 30,8359375; 30,1796875; 34,03125; 34,0703125; 34,3515625; 34,1015625; 34,21875; 30,1015625
653; 2023/10/10; 18:28:22; 30,8515625; 30,1796875; 34,03125; 34,078125; 34,359375; 34,1015625; 34,21875; 30,1015625
654; 2023/10/10; 18:28:32; 30,875; 30,171875; 34,0234375; 34,0703125; 34,3671875; 34,109375; 34,21875; 30,109375
655; 2023/10/10; 18:28:42; 30,84375; 30,1796875; 34,03125; 34,0703125; 34,3671875; 34,1015625; 34,21875; 30,1015625
656; 2023/10/10; 18:28:52; 30,828125; 30,1875; 34,0390625; 34,0703125; 34,3671875; 34,1015625; 34,234375; 30,1015625
657; 2023/10/10; 18:29:02; 30,84375; 30,1796875; 34,03125; 34,0703125; 34,3671875; 34,09375; 34,21875; 30,109375
658; 2023/10/10; 18:29:12; 30,8359375; 30,1796875; 34,046875; 34,0703125; 34,3671875; 34,1015625; 34,21875; 30,109375
659; 2023/10/10; 18:29:22; 30,84375; 30,1875; 34,0390625; 34,0703125; 34,3671875; 34,1015625; 34,2265625; 30,109375
660; 2023/10/10; 18:29:32; 30,8359375; 30,1875; 34,03125; 34,078125; 34,359375; 34,109375; 34,234375; 30,109375
661; 2023/10/10; 18:29:42; 30,8359375; 30,1875; 34,0234375; 34,0703125; 34,375; 34,1015625; 34,234375; 30,1171875
662; 2023/10/10; 18:29:52; 30,8359375; 30,171875; 34,0234375; 34,0859375; 34,3671875; 34,1015625; 34,2265625; 30,109375
663; 2023/10/10; 18:30:02; 30,828125; 30,1796875; 34,015625; 34,0703125; 34,3671875; 34,1015625; 34,2265625; 30,1171875
664; 2023/10/10; 18:30:12; 30,8359375; 30,1796875; 34,0390625; 34,078125; 34,3671875; 34,1015625; 34,2265625; 30,125
665; 2023/10/10; 18:30:22; 30,8515625; 30,1796875; 34,0234375; 34,0703125; 34,3671875; 34,109375; 34,21875; 30,1171875
666; 2023/10/10; 18:30:32; 30,8671875; 30,1796875; 34,0703125; 34,0703125; 34,3671875; 34,1015625; 34,21875; 30,1328125
667; 2023/10/10; 18:30:42; 30,859375; 30,1875; 34,046875; 34,0859375; 34,3671875; 34,1015625; 34,21875; 30,1171875
668; 2023/10/10; 18:30:52; 30,8359375; 30,1875; 34,03125; 34,0859375; 34,3671875; 34,1015625; 34,2109375; 30,125
669; 2023/10/10; 18:31:02; 30,8359375; 30,1875; 34,03125; 34,0703125; 34,359375; 34,1015625; 34,234375; 30,109375
670; 2023/10/10; 18:31:12; 30,8359375; 30,1875; 34,03125; 34,0703125; 34,375; 34,1171875; 34,234375; 30,1171875
671; 2023/10/10; 18:31:22; 30,8515625; 30,1875; 34,046875; 34,0859375; 34,3671875; 34,1171875; 34,234375; 30,1328125
672; 2023/10/10; 18:31:32; 30,84375; 30,1875; 34,03125; 34,078125; 34,3671875; 34,1015625; 34,2265625; 30,125
673; 2023/10/10; 18:31:42; 30,8515625; 30,1875; 34,03125; 34,078125; 34,375; 34,109375; 34,2265625; 30,1171875
674; 2023/10/10; 18:31:52; 30,8515625; 30,1875; 34,046875; 34,078125; 34,375; 34,1171875; 34,234375; 30,125
675; 2023/10/10; 18:32:02; 30,859375; 30,1875; 34,03125; 34,078125; 34,3671875; 34,1171875; 34,234375; 30,109375
676; 2023/10/10; 18:32:12; 30,84375; 30,1875; 34,0234375; 34,078125; 34,3828125; 34,109375; 34,2421875; 30,125
677; 2023/10/10; 18:32:22; 30,8515625; 30,1875; 34,0234375; 34,078125; 34,375; 34,109375; 34,234375; 30,125
678; 2023/10/10; 18:32:32; 30,84375; 30,1953125; 34,0390625; 34,0859375; 34,375; 34,109375; 34,2265625; 30,1171875
679; 2023/10/10; 18:32:42; 30,859375; 30,1875; 34,0546875; 34,0859375; 34,375; 34,109375; 34,2265625; 30,1171875
680; 2023/10/10; 18:32:52; 30,859375; 30,1953125; 34,0546875; 34,09375; 34,375; 34,1171875; 34,2265625; 30,1328125
681; 2023/10/10; 18:33:02; 30,8984375; 30,1875; 34,03125; 34,0859375; 34,375; 34,109375; 34,234375; 30,125
682; 2023/10/10; 18:33:12; 30,8515625; 30,1953125; 34,0234375; 34,1015625; 34,3828125; 34,125; 34,2265625; 30,125
683; 2023/10/10; 18:33:22; 30,859375; 30,1875; 34,0625; 34,09375; 34,375; 34,1171875; 34,234375; 30,125
684; 2023/10/10; 18:33:32; 30,859375; 30,1875; 34,046875; 34,09375; 34,375; 34,109375; 34,2265625; 30,1171875
685; 2023/10/10; 18:33:42; 30,8671875; 30,1953125; 34,046875; 34,109375; 34,390625; 34,1171875; 34,234375; 30,1328125
686; 2023/10/10; 18:33:52; 30,875; 30,1953125; 34,0390625; 34,09375; 34,375; 34,125; 34,234375; 30,140625
687; 2023/10/10; 18:34:02; 30,8515625; 30,1953125; 34,0390625; 34,078125; 34,3671875; 34,1171875; 34,234375; 30,1328125
688; 2023/10/10; 18:34:12; 30,84375; 30,1953125; 34,03125; 34,09375; 34,375; 34,1171875; 34,234375; 30,140625
689; 2023/10/10; 18:34:22; 30,859375; 30,1875; 34,0234375; 34,0859375; 34,390625; 34,1171875; 34,2421875; 30,1484375
690; 2023/10/10; 18:34:32; 30,8671875; 30,1953125; 34,046875; 34,09375; 34,375; 34,1171875; 34,234375; 30,140625
691; 2023/10/10; 18:34:42; 30,875; 30,1875; 34,03125; 34,0859375; 34,3828125; 34,1171875; 34,234375; 30,1328125
692; 2023/10/10; 18:34:52; 30,84375; 30,203125; 34,046875; 34,109375; 34,3828125; 34,1171875; 34,2421875; 30,1328125
693; 2023/10/10; 18:35:02; 30,8671875; 30,1953125; 34,0390625; 34,125; 34,3828125; 34,1171875; 34,2421875; 30,1328125
694; 2023/10/10; 18:35:12; 30,8671875; 30,203125; 34,03125; 34,109375; 34,3671875; 34,1171875; 34,2421875; 30,140625
695; 2023/10/10; 18:35:22; 30,859375; 30,1953125; 34,0390625; 34,109375; 34,3828125; 34,1171875; 34,2421875; 30,1484375
696; 2023/10/10; 18:35:32; 30,859375; 30,1953125; 34,0703125; 34,109375; 34,3828125; 34,125; 34,2578125; 30,140625
697; 2023/10/10; 18:35:42; 30,890625; 30,203125; 34,078125; 34,09375; 34,375; 34,1171875; 34,25; 30,1640625
698; 2023/10/10; 18:35:52; 30,890625; 30,203125; 34,046875; 34,1171875; 34,375; 34,1171875; 34,25; 30,140625
699; 2023/10/10; 18:36:02; 30,84375; 30,1953125; 34,0546875; 34,109375; 34,3828125; 34,125; 34,2578125; 30,1484375
700; 2023/10/10; 18:36:12; 30,8515625; 30,1953125; 34,078125; 34,125; 34,3828125; 34,125; 34,2421875; 30,1484375
701; 2023/10/10; 18:36:22; 30,8515625; 30,1875; 34,0546875; 34,09375; 34,3828125; 34,125; 34,2578125; 30,140625
702; 2023/10/10; 18:36:32; 30,890625; 30,203125; 34,046875; 34,09375; 34,3828125; 34,125; 34,25; 30,140625
703; 2023/10/10; 18:36:42; 30,875; 30,1953125; 34,0390625; 34,1328125; 34,390625; 34,1171875; 34,2578125; 30,140625
704; 2023/10/10; 18:36:52; 30,8671875; 30,203125; 34,078125; 34,109375; 34,390625; 34,1171875; 34,25; 30,1484375
705; 2023/10/10; 18:37:02; 30,8515625; 30,1953125; 34,0390625; 34,1171875; 34,3828125; 34,125; 34,2578125; 30,171875
706; 2023/10/10; 18:37:12; 30,84375; 30,203125; 34,0703125; 34,109375; 34,3828125; 34,140625; 34,25; 30,1328125
707; 2023/10/10; 18:37:22; 30,859375; 30,203125; 34,0546875; 34,1015625; 34,3984375; 34,140625; 34,2578125; 30,140625
708; 2023/10/10; 18:37:32; 30,8671875; 30,203125; 34,0625; 34,109375; 34,3984375; 34,125; 34,265625; 30,15625
709; 2023/10/10; 18:37:42; 30,8828125; 30,2109375; 34,0390625; 34,125; 34,390625; 34,125; 34,25; 30,1640625
710; 2023/10/10; 18:37:52; 30,875; 30,203125; 34,046875; 34,109375; 34,390625; 34,1328125; 34,2578125; 30,1640625
711; 2023/10/10; 18:38:02; 30,8671875; 30,2109375; 34,0546875; 34,140625; 34,390625; 34,1328125; 34,265625; 30,171875
712; 2023/10/10; 18:38:12; 30,8984375; 30,203125; 34,0546875; 34,125; 34,3828125; 34,125; 34,2578125; 30,171875
713; 2023/10/10; 18:38:22; 30,8671875; 30,203125; 34,0625; 34,109375; 34,390625; 34,1328125; 34,2578125; 30,15625
714; 2023/10/10; 18:38:32; 30,859375; 30,203125; 34,0546875; 34,1328125; 34,390625; 34,125; 34,265625; 30,140625
715; 2023/10/10; 18:38:42; 30,8671875; 30,2109375; 34,0625; 34,140625; 34,3984375; 34,1328125; 34,2734375; 30,1484375
716; 2023/10/10; 18:38:52; 30,859375; 30,2109375; 34,0625; 34,1328125; 34,3984375; 34,1484375; 34,265625; 30,1484375
717; 2023/10/10; 18:39:02; 30,8984375; 30,2109375; 34,0625; 34,1484375; 34,390625; 34,140625; 34,2578125; 30,1640625
718; 2023/10/10; 18:39:12; 30,890625; 30,2109375; 34,0859375; 34,15625; 34,390625; 34,140625; 34,2734375; 30,15625
719; 2023/10/10; 18:39:22; 30,8984375; 30,203125; 34,078125; 34,15625; 34,40625; 34,15625; 34,2734375; 30,1484375
720; 2023/10/10; 18:39:32; 30,875; 30,2109375; 34,0625; 34,1328125; 34,3984375; 34,140625; 34,265625; 30,1796875
721; 2023/10/10; 18:39:42; 30,9140625; 30,203125; 34,0703125; 34,1328125; 34,3984375; 34,15625; 34,28125; 30,1640625
722; 2023/10/10; 18:39:52; 30,875; 30,2109375; 34,078125; 34,1484375; 34,3984375; 34,1484375; 34,2734375; 30,1796875
723; 2023/10/10; 18:40:02; 30,8984375; 30,2109375; 34,078125; 34,1484375; 34,3984375; 34,15625; 34,265625; 30,1796875
724; 2023/10/10; 18:40:12; 30,8828125; 30,21875; 34,078125; 34,140625; 34,3984375; 34,1484375; 34,265625; 30,171875
725; 2023/10/10; 18:40:22; 30,90625; 30,21875; 34,0859375; 34,1484375; 34,3984375; 34,1484375; 34,2890625; 30,171875
726; 2023/10/10; 18:40:32; 30,8828125; 30,21875; 34,078125; 34,1484375; 34,3984375; 34,15625; 34,296875; 30,1796875
727; 2023/10/10; 18:40:42; 30,90625; 30,21875; 34,0703125; 34,140625; 34,40625; 34,15625; 34,2734375; 30,171875
728; 2023/10/10; 18:40:52; 30,90625; 30,21875; 34,078125; 34,1484375; 34,40625; 34,15625; 34,28125; 30,1796875
729; 2023/10/10; 18:41:02; 30,921875; 30,2109375; 34,0703125; 34,1484375; 34,3984375; 34,15625; 34,2734375; 30,171875
730; 2023/10/10; 18:41:12; 30,8828125; 30,21875; 34,0703125; 34,1484375; 34,4140625; 34,1484375; 34,265625; 30,1796875
731; 2023/10/10; 18:41:22; 30,890625; 30,21875; 34,078125; 34,140625; 34,40625; 34,15625; 34,28125; 30,1796875
732; 2023/10/10; 18:41:32; 30,8984375; 30,21875; 34,0625; 34,1640625; 34,40625; 34,15625; 34,3046875; 30,171875
733; 2023/10/10; 18:41:42; 30,890625; 30,21875; 34,0625; 34,15625; 34,4140625; 34,15625; 34,2890625; 30,1796875
734; 2023/10/10; 18:41:52; 30,890625; 30,2109375; 34,0703125; 34,15625; 34,4140625; 34,15625; 34,28125; 30,1796875
735; 2023/10/10; 18:42:02; 30,8984375; 30,21875; 34,09375; 34,15625; 34,4140625; 34,1484375; 34,28125; 30,1796875
736; 2023/10/10; 18:42:12; 30,8828125; 30,21875; 34,0625; 34,1484375; 34,40625; 34,15625; 34,28125; 30,1796875
737; 2023/10/10; 18:42:22; 30,9140625; 30,2265625; 34,1015625; 34,1640625; 34,4140625; 34,1640625; 34,28125; 30,171875
738; 2023/10/10; 18:42:32; 30,890625; 30,2265625; 34,078125; 34,15625; 34,4140625; 34,15625; 34,28125; 30,1796875
739; 2023/10/10; 18:42:42; 30,90625; 30,21875; 34,0859375; 34,1640625; 34,4140625; 34,171875; 34,3046875; 30,171875
740; 2023/10/10; 18:42:52; 30,9140625; 30,2265625; 34,09375; 34,15625; 34,4140625; 34,15625; 34,28125; 30,1875
741; 2023/10/10; 18:43:02; 30,90625; 30,21875; 34,0625; 34,1640625; 34,40625; 34,1640625; 34,3046875; 30,1796875
742; 2023/10/10; 18:43:12; 30,875; 30,2265625; 34,078125; 34,15625; 34,4140625; 34,1640625; 34,2890625; 30,1875
743; 2023/10/10; 18:43:22; 30,8984375; 30,2265625; 34,078125; 34,1640625; 34,4140625; 34,171875; 34,2890625; 30,1796875
744; 2023/10/10; 18:43:32; 30,921875; 30,234375; 34,0859375; 34,15625; 34,4140625; 34,1640625; 34,3046875; 30,1875
745; 2023/10/10; 18:43:42; 30,8984375; 30,234375; 34,078125; 34,1640625; 34,421875; 34,171875; 34,3046875; 30,1875
746; 2023/10/10; 18:43:52; 30,8828125; 30,2265625; 34,0625; 34,1640625; 34,421875; 34,1640625; 34,3125; 30,1796875
747; 2023/10/10; 18:44:02; 30,8984375; 30,2265625; 34,0859375; 34,1640625; 34,4140625; 34,1640625; 34,2890625; 30,1875
748; 2023/10/10; 18:44:12; 30,921875; 30,2265625; 34,0859375; 34,1640625; 34,4140625; 34,1640625; 34,2890625; 30,1875
749; 2023/10/10; 18:44:22; 30,8671875; 30,2265625; 34,0859375; 34,1640625; 34,40625; 34,171875; 34,3125; 30,1875
750; 2023/10/10; 18:44:32; 30,9140625; 30,2265625; 34,109375; 34,1640625; 34,4140625; 34,1796875; 34,3203125; 30,1875
751; 2023/10/10; 18:44:42; 30,8984375; 30,2265625; 34,0859375; 34,1640625; 34,421875; 34,171875; 34,3046875; 30,1875
752; 2023/10/10; 18:44:52; 30,90625; 30,234375; 34,109375; 34,171875; 34,4296875; 34,1640625; 34,3125; 30,1875
753; 2023/10/10; 18:45:02; 30,90625; 30,2265625; 34,1171875; 34,1640625; 34,421875; 34,171875; 34,3046875; 30,1953125
754; 2023/10/10; 18:45:12; 30,90625; 30,234375; 34,1171875; 34,171875; 34,421875; 34,171875; 34,3125; 30,1875
