Line; Date; Time; I INA SPECTRO (mA); I INA OSCAR (mA); I INA MOTORS (mA); I INA BATT (mA); I INA DC_BUS (mA); I INA Q7 (mA); I INA 5V (mA); I INA 3V3 (mA)
307; 2023/10/10; 17:30:42; 0; 62; 0; 0; 2530; 47; 22; 7
308; 2023/10/10; 17:30:52; 0; 62; 0; 0; 2532; 48; 22; 7
309; 2023/10/10; 17:31:02; 1048574; 62; 0; 0; 2360; 43; 22; 6
310; 2023/10/10; 17:31:12; 1; 62; 0; 0; 2533; 47; 22; 7
311; 2023/10/10; 17:31:22; 1; 62; 0; 0; 2527; 48; 22; 7
312; 2023/10/10; 17:31:32; 0; 62; 0; 0; 2532; 46; 22; 7
313; 2023/10/10; 17:31:42; 1048575; 62; 0; 0; 2527; 45; 22; 7
314; 2023/10/10; 17:31:52; 0; 62; 0; 0; 2469; 44; 22; 6
315; 2023/10/10; 17:32:02; 1048575; 62; 0; 0; 2597; 47; 22; 7
316; 2023/10/10; 17:32:12; 0; 62; 0; 0; 2687; 46; 22; 7
317; 2023/10/10; 17:32:22; 0; 62; 0; 0; 2610; 48; 22; 7
318; 2023/10/10; 17:32:32; 1048575; 62; 0; 0; 2728; 48; 22; 7
319; 2023/10/10; 17:32:42; 0; 62; 0; 0; 2576; 42; 22; 6
320; 2023/10/10; 17:32:52; 0; 62; 0; 0; 2705; 49; 22; 7
321; 2023/10/10; 17:33:02; 0; 62; 0; 0; 2664; 48; 22; 7
322; 2023/10/10; 17:33:12; 1048575; 62; 0; 0; 2697; 44; 22; 7
323; 2023/10/10; 17:33:22; 0; 52; 0; 0; 2642; 48; 22; 7
324; 2023/10/10; 17:33:32; 0; 52; 0; 0; 2313; 45; 22; 6
325; 2023/10/10; 17:33:42; 1048575; 52; 0; 0; 2462; 46; 22; 7
326; 2023/10/10; 17:33:52; 1048575; 63; 0; 0; 2534; 45; 22; 7
327; 2023/10/10; 17:34:02; 0; 63; 0; 0; 2552; 48; 22; 7
328; 2023/10/10; 17:34:12; 0; 62; 0; 0; 2532; 46; 22; 7
329; 2023/10/10; 17:34:22; 1048575; 62; 0; 0; 2371; 41; 22; 6
330; 2023/10/10; 17:34:32; 1048575; 62; 0; 0; 2545; 48; 22; 7
331; 2023/10/10; 17:34:42; 0; 62; 0; 0; 2525; 46; 22; 7
332; 2023/10/10; 17:34:52; 0; 62; 0; 0; 2515; 45; 22; 7
333; 2023/10/10; 17:35:02; 0; 62; 0; 0; 2538; 48; 22; 7
334; 2023/10/10; 17:35:12; 0; 62; 0; 0; 2418; 43; 22; 6
335; 2023/10/10; 17:35:22; 0; 62; 0; 0; 2589; 45; 22; 7
336; 2023/10/10; 17:35:32; 1048575; 62; 0; 0; 2633; 48; 22; 7
337; 2023/10/10; 17:35:42; 1048575; 62; 0; 0; 2689; 48; 22; 7
338; 2023/10/10; 17:35:52; 0; 62; 0; 0; 2684; 45; 22; 7
339; 2023/10/10; 17:36:02; 1048575; 62; 0; 0; 2521; 43; 22; 6
340; 2023/10/10; 17:36:12; 1048575; 62; 0; 0; 2700; 48; 22; 7
341; 2023/10/10; 17:36:22; 1048575; 62; 0; 0; 2687; 47; 22; 7
342; 2023/10/10; 17:36:32; 0; 62; 0; 0; 2691; 47; 22; 7
343; 2023/10/10; 17:36:42; 1048574; 62; 0; 0; 2731; 50; 22; 7
344; 2023/10/10; 17:36:52; 0; 62; 0; 0; 2371; 43; 22; 6
345; 2023/10/10; 17:37:02; 0; 62; 0; 0; 2535; 48; 22; 7
346; 2023/10/10; 17:37:12; 1048575; 62; 0; 0; 2548; 49; 22; 7
347; 2023/10/10; 17:37:22; 1048575; 62; 0; 0; 2552; 46; 22; 7
348; 2023/10/10; 17:37:32; 1048575; 62; 0; 0; 2664; 48; 22; 7
349; 2023/10/10; 17:37:42; 1048575; 62; 0; 0; 2358; 43; 22; 6
350; 2023/10/10; 17:37:52; 0; 62; 0; 0; 2513; 47; 22; 7
351; 2023/10/10; 17:38:02; 0; 52; 0; 0; 2485; 45; 22; 7
352; 2023/10/10; 17:38:12; 0; 52; 0; 0; 2498; 48; 22; 7
353; 2023/10/10; 17:38:22; 1048575; 52; 0; 0; 2501; 47; 22; 7
354; 2023/10/10; 17:38:32; 1048575; 62; 0; 0; 2451; 41; 22; 6
355; 2023/10/10; 17:38:42; 0; 63; 0; 0; 2529; 48; 22; 7
356; 2023/10/10; 17:38:52; 0; 62; 0; 0; 2570; 46; 22; 7
357; 2023/10/10; 17:39:02; 0; 63; 0; 0; 2568; 45; 22; 7
358; 2023/10/10; 17:39:12; 1048575; 62; 0; 0; 2673; 47; 22; 7
359; 2023/10/10; 17:39:22; 0; 62; 0; 0; 2515; 44; 22; 6
360; 2023/10/10; 17:39:32; 1; 62; 0; 0; 2692; 45; 22; 7
361; 2023/10/10; 17:39:42; 1048575; 62; 0; 0; 2695; 47; 22; 7
362; 2023/10/10; 17:39:52; 0; 62; 0; 0; 2697; 47; 22; 7
363; 2023/10/10; 17:40:02; 1048575; 62; 0; 0; 2507; 48; 22; 7
364; 2023/10/10; 17:40:12; 0; 62; 0; 0; 2383; 41; 22; 6
365; 2023/10/10; 17:40:22; 0; 62; 0; 0; 2670; 48; 22; 7
366; 2023/10/10; 17:40:32; 0; 62; 0; 0; 2573; 46; 22; 7
367; 2023/10/10; 17:40:42; 1048575; 62; 0; 0; 2640; 46; 22; 7
368; 2023/10/10; 17:40:52; 1048575; 62; 0; 0; 2584; 49; 22; 7
369; 2023/10/10; 17:41:02; 1048575; 62; 0; 0; 2385; 45; 22; 6
370; 2023/10/10; 17:41:12; 1048575; 62; 0; 0; 2513; 44; 22; 7
371; 2023/10/10; 17:41:22; 1048575; 62; 0; 0; 2522; 49; 22; 7
372; 2023/10/10; 17:41:32; 1048575; 62; 0; 0; 2508; 47; 22; 7
373; 2023/10/10; 17:41:42; 1048575; 62; 0; 0; 2528; 45; 22; 7
374; 2023/10/10; 17:41:52; 0; 62; 0; 0; 2397; 43; 22; 6
375; 2023/10/10; 17:42:02; 1048575; 62; 0; 0; 2527; 46; 22; 7
376; 2023/10/10; 17:42:12; 1048575; 62; 0; 0; 2521; 45; 22; 7
377; 2023/10/10; 17:42:22; 0; 62; 0; 0; 2541; 47; 22; 7
378; 2023/10/10; 17:42:32; 0; 62; 0; 0; 2609; 48; 22; 7
379; 2023/10/10; 17:42:42; 0; 52; 0; 0; 2483; 42; 22; 6
380; 2023/10/10; 17:42:52; 0; 52; 0; 0; 2617; 46; 22; 7
381; 2023/10/10; 17:43:02; 1048575; 52; 0; 0; 2645; 48; 22; 7
382; 2023/10/10; 17:43:12; 1048575; 63; 0; 0; 2656; 45; 22; 7
383; 2023/10/10; 17:43:22; 0; 63; 0; 0; 2704; 47; 22; 7
384; 2023/10/10; 17:43:32; 1048575; 62; 0; 0; 2511; 44; 22; 6
385; 2023/10/10; 17:43:42; 0; 62; 0; 0; 2685; 45; 22; 7
386; 2023/10/10; 17:43:52; 1048575; 62; 0; 0; 2689; 45; 22; 7
387; 2023/10/10; 17:44:02; 0; 62; 0; 0; 2680; 48; 22; 7
388; 2023/10/10; 17:44:12; 0; 62; 0; 0; 2666; 46; 22; 7
389; 2023/10/10; 17:44:22; 1048575; 62; 0; 0; 2356; 41; 22; 6
390; 2023/10/10; 17:44:32; 1048575; 62; 0; 0; 2530; 48; 22; 7
391; 2023/10/10; 17:44:42; 1048575; 62; 0; 0; 2565; 48; 22; 7
392; 2023/10/10; 17:44:52; 1; 62; 0; 0; 2586; 46; 22; 7
393; 2023/10/10; 17:45:02; 1048575; 62; 0; 0; 2573; 47; 22; 7
394; 2023/10/10; 17:45:12; 1; 62; 0; 0; 2415; 46; 22; 6
395; 2023/10/10; 17:45:22; 0; 62; 0; 0; 2536; 46; 22; 7
396; 2023/10/10; 17:45:32; 1048575; 62; 0; 0; 2506; 49; 22; 7
397; 2023/10/10; 17:45:42; 1048575; 62; 0; 0; 2533; 48; 22; 7
398; 2023/10/10; 17:45:52; 0; 62; 0; 0; 2530; 45; 22; 7
399; 2023/10/10; 17:46:02; 0; 62; 0; 0; 2398; 41; 22; 6
400; 2023/10/10; 17:46:12; 0; 62; 0; 0; 2551; 48; 22; 7
401; 2023/10/10; 17:46:22; 1048575; 62; 0; 0; 2528; 45; 22; 7
402; 2023/10/10; 17:46:32; 0; 62; 0; 0; 2573; 49; 22; 7
403; 2023/10/10; 17:46:42; 0; 62; 0; 0; 2565; 48; 22; 7
404; 2023/10/10; 17:46:52; 0; 62; 0; 0; 2479; 43; 22; 6
405; 2023/10/10; 17:47:02; 0; 62; 0; 0; 2606; 44; 22; 7
406; 2023/10/10; 17:47:12; 0; 62; 0; 0; 2605; 48; 22; 7
407; 2023/10/10; 17:47:22; 1048575; 52; 0; 0; 2551; 45; 22; 7
408; 2023/10/10; 17:47:32; 0; 52; 0; 0; 2543; 47; 22; 7
409; 2023/10/10; 17:47:42; 1; 52; 0; 0; 2469; 44; 22; 6
410; 2023/10/10; 17:47:52; 1048575; 62; 0; 0; 2685; 46; 22; 7
411; 2023/10/10; 17:48:02; 0; 62; 0; 0; 2690; 45; 22; 7
412; 2023/10/10; 17:48:12; 1048574; 62; 0; 0; 2693; 48; 22; 7
413; 2023/10/10; 17:48:22; 1048575; 62; 0; 0; 2702; 46; 22; 7
414; 2023/10/10; 17:48:32; 0; 62; 0; 0; 2357; 41; 22; 6
415; 2023/10/10; 17:48:42; 1048575; 62; 0; 0; 2675; 48; 22; 7
416; 2023/10/10; 17:48:52; 1048575; 62; 0; 0; 2639; 48; 22; 7
417; 2023/10/10; 17:49:02; 0; 62; 0; 0; 2664; 45; 22; 7
418; 2023/10/10; 17:49:12; 0; 62; 0; 0; 2589; 47; 22; 7
419; 2023/10/10; 17:49:22; 0; 62; 0; 0; 2579; 41; 22; 6
420; 2023/10/10; 17:49:32; 0; 62; 0; 0; 2545; 46; 22; 7
421; 2023/10/10; 17:49:42; 0; 62; 0; 0; 2678; 48; 22; 7
422; 2023/10/10; 17:49:52; 0; 62; 0; 0; 2528; 49; 22; 7
423; 2023/10/10; 17:50:02; 1048575; 62; 0; 0; 2725; 44; 22; 7
424; 2023/10/10; 17:50:12; 0; 62; 0; 0; 2351; 41; 22; 6
425; 2023/10/10; 17:50:22; 0; 62; 0; 0; 2683; 46; 22; 7
426; 2023/10/10; 17:50:32; 0; 62; 0; 0; 2506; 45; 22; 7
427; 2023/10/10; 17:50:42; 1048575; 62; 0; 0; 2525; 45; 22; 7
428; 2023/10/10; 17:50:52; 1048575; 62; 0; 0; 2520; 48; 22; 7
429; 2023/10/10; 17:51:02; 1048575; 62; 0; 0; 2510; 45; 22; 7
430; 2023/10/10; 17:51:12; 1048575; 62; 0; 0; 2529; 45; 22; 7
431; 2023/10/10; 17:51:22; 0; 62; 0; 0; 2482; 42; 22; 6
432; 2023/10/10; 17:51:32; 0; 62; 0; 0; 2537; 46; 22; 7
433; 2023/10/10; 17:51:42; 0; 62; 0; 0; 2520; 44; 22; 7
434; 2023/10/10; 17:51:52; 1048575; 62; 0; 0; 2534; 47; 22; 7
435; 2023/10/10; 17:52:02; 1048575; 52; 0; 0; 2482; 47; 22; 7
436; 2023/10/10; 17:52:12; 1048575; 52; 0; 0; 2502; 45; 22; 7
437; 2023/10/10; 17:52:22; 0; 52; 0; 0; 2619; 45; 22; 7
438; 2023/10/10; 17:52:32; 1048574; 63; 0; 0; 2464; 45; 22; 6
439; 2023/10/10; 17:52:42; 0; 62; 0; 0; 2511; 44; 22; 7
440; 2023/10/10; 17:52:52; 1048575; 62; 0; 0; 2570; 47; 22; 7
441; 2023/10/10; 17:53:02; 1048575; 62; 0; 0; 2590; 48; 22; 7
442; 2023/10/10; 17:53:12; 0; 62; 0; 0; 2578; 44; 22; 7
443; 2023/10/10; 17:53:22; 0; 62; 0; 0; 2592; 47; 22; 7
444; 2023/10/10; 17:53:32; 1048575; 62; 0; 0; 2625; 47; 22; 7
445; 2023/10/10; 17:53:42; 1048575; 62; 0; 0; 2568; 43; 22; 6
446; 2023/10/10; 17:53:52; 0; 62; 0; 0; 2704; 47; 22; 7
447; 2023/10/10; 17:54:02; 1048575; 62; 0; 0; 2761; 49; 22; 7
448; 2023/10/10; 17:54:12; 0; 62; 0; 0; 2729; 45; 22; 7
449; 2023/10/10; 17:54:22; 1048575; 62; 0; 0; 2649; 48; 22; 7
450; 2023/10/10; 17:54:32; 1048575; 62; 0; 0; 2601; 47; 22; 7
451; 2023/10/10; 17:54:42; 0; 62; 0; 0; 2626; 45; 22; 7
452; 2023/10/10; 17:54:52; 1048575; 62; 0; 0; 2515; 41; 22; 6
453; 2023/10/10; 17:55:02; 0; 62; 0; 0; 2695; 48; 22; 7
454; 2023/10/10; 17:55:12; 0; 62; 0; 0; 2680; 45; 22; 7
455; 2023/10/10; 17:55:22; 0; 62; 0; 0; 2679; 45; 22; 7
456; 2023/10/10; 17:55:32; 0; 62; 0; 0; 2678; 48; 22; 7
457; 2023/10/10; 17:55:42; 0; 62; 0; 0; 2685; 45; 22; 7
458; 2023/10/10; 17:55:52; 1048575; 62; 0; 0; 2661; 44; 22; 7
459; 2023/10/10; 17:56:02; 0; 62; 0; 0; 2352; 43; 22; 6
460; 2023/10/10; 17:56:12; 0; 62; 0; 0; 2665; 45; 22; 7
461; 2023/10/10; 17:56:22; 1048575; 62; 0; 0; 2669; 47; 22; 7
462; 2023/10/10; 17:56:32; 0; 62; 0; 0; 2506; 47; 22; 7
463; 2023/10/10; 17:56:42; 1048575; 52; 0; 0; 2480; 46; 22; 7
464; 2023/10/10; 17:56:52; 0; 52; 0; 0; 2482; 45; 22; 7
465; 2023/10/10; 17:57:02; 0; 52; 0; 0; 2461; 48; 22; 7
466; 2023/10/10; 17:57:12; 0; 52; 0; 0; 2463; 42; 22; 6
467; 2023/10/10; 17:57:22; 1048575; 63; 0; 0; 2528; 45; 22; 7
468; 2023/10/10; 17:57:32; 0; 63; 0; 0; 2545; 48; 22; 7
469; 2023/10/10; 17:57:42; 0; 62; 0; 0; 2572; 46; 22; 7
470; 2023/10/10; 17:57:52; 0; 62; 0; 0; 2588; 46; 22; 7
471; 2023/10/10; 17:58:02; 0; 62; 0; 0; 2588; 48; 22; 7
472; 2023/10/10; 17:58:12; 0; 62; 0; 0; 2582; 48; 22; 7
473; 2023/10/10; 17:58:22; 0; 62; 0; 0; 2401; 41; 22; 6
474; 2023/10/10; 17:58:32; 0; 62; 0; 0; 2540; 48; 22; 7
475; 2023/10/10; 17:58:42; 1048575; 62; 0; 0; 2540; 46; 22; 7
476; 2023/10/10; 17:58:52; 1048575; 62; 0; 0; 2523; 44; 22; 7
477; 2023/10/10; 17:59:02; 0; 62; 0; 0; 2549; 48; 22; 7
478; 2023/10/10; 17:59:12; 0; 62; 0; 0; 2550; 47; 22; 7
479; 2023/10/10; 17:59:22; 1048575; 62; 0; 0; 2537; 44; 22; 7
480; 2023/10/10; 17:59:32; 1048575; 62; 0; 0; 2452; 41; 22; 6
481; 2023/10/10; 17:59:42; 1; 62; 0; 0; 2570; 47; 22; 7
482; 2023/10/10; 17:59:52; 1048575; 62; 0; 0; 2537; 45; 22; 7
483; 2023/10/10; 18:00:02; 1048575; 62; 0; 0; 2550; 48; 22; 7
484; 2023/10/10; 18:00:12; 0; 62; 0; 0; 2516; 46; 22; 7
485; 2023/10/10; 18:00:22; 0; 62; 0; 0; 2542; 44; 22; 7
486; 2023/10/10; 18:00:32; 0; 62; 0; 0; 2529; 48; 22; 7
487; 2023/10/10; 18:00:42; 0; 62; 0; 0; 2527; 44; 22; 6
488; 2023/10/10; 18:00:52; 1048575; 62; 0; 0; 2625; 45; 22; 7
489; 2023/10/10; 18:01:02; 0; 62; 0; 0; 2587; 48; 22; 7
490; 2023/10/10; 18:01:12; 1048575; 62; 0; 0; 2631; 48; 22; 7
491; 2023/10/10; 18:01:22; 1048574; 62; 0; 0; 2630; 45; 22; 7
492; 2023/10/10; 18:01:32; 1; 52; 0; 0; 2640; 45; 22; 7
493; 2023/10/10; 18:01:42; 0; 52; 0; 0; 2644; 48; 22; 7
494; 2023/10/10; 18:01:52; 1048575; 52; 0; 0; 2453; 44; 22; 6
495; 2023/10/10; 18:02:02; 0; 63; 0; 0; 2691; 46; 22; 7
496; 2023/10/10; 18:02:12; 0; 62; 0; 0; 2668; 48; 22; 7
497; 2023/10/10; 18:02:22; 1048575; 62; 0; 0; 2700; 47; 22; 7
498; 2023/10/10; 18:02:32; 0; 62; 0; 0; 2712; 45; 22; 7
499; 2023/10/10; 18:02:42; 1048575; 62; 0; 0; 2762; 50; 22; 7
500; 2023/10/10; 18:02:52; 0; 62; 0; 0; 2730; 46; 22; 7
501; 2023/10/10; 18:03:02; 0; 62; 0; 0; 2354; 41; 22; 6
502; 2023/10/10; 18:03:12; 0; 62; 0; 0; 2527; 48; 22; 7
503; 2023/10/10; 18:03:22; 0; 62; 0; 0; 2660; 46; 22; 7
504; 2023/10/10; 18:03:32; 1048575; 62; 0; 0; 2648; 45; 22; 7
505; 2023/10/10; 18:03:42; 1048575; 62; 0; 0; 2647; 48; 22; 7
506; 2023/10/10; 18:03:52; 1048575; 62; 0; 0; 2504; 47; 22; 7
507; 2023/10/10; 18:04:02; 1048575; 62; 0; 0; 2644; 45; 22; 7
508; 2023/10/10; 18:04:12; 0; 62; 0; 0; 2354; 43; 22; 6
509; 2023/10/10; 18:04:22; 1048575; 62; 0; 0; 2522; 48; 22; 7
510; 2023/10/10; 18:04:32; 0; 62; 0; 0; 2503; 45; 22; 7
511; 2023/10/10; 18:04:42; 0; 62; 0; 0; 2539; 47; 22; 7
512; 2023/10/10; 18:04:52; 1048575; 62; 0; 0; 2525; 47; 22; 7
513; 2023/10/10; 18:05:02; 1048575; 62; 0; 0; 2525; 45; 22; 7
514; 2023/10/10; 18:05:12; 1048575; 62; 0; 0; 2507; 47; 22; 7
515; 2023/10/10; 18:05:22; 1048575; 62; 0; 0; 2354; 44; 22; 6
516; 2023/10/10; 18:05:32; 0; 62; 0; 0; 2524; 45; 22; 7
517; 2023/10/10; 18:05:42; 1048574; 62; 0; 0; 2510; 46; 22; 7
518; 2023/10/10; 18:05:52; 0; 62; 0; 0; 2517; 48; 22; 7
519; 2023/10/10; 18:06:02; 0; 62; 0; 0; 2654; 45; 22; 7
520; 2023/10/10; 18:06:12; 1048575; 52; 0; 0; 2524; 46; 22; 7
521; 2023/10/10; 18:06:22; 1048575; 52; 0; 0; 2544; 48; 22; 7
522; 2023/10/10; 18:06:32; 1048575; 52; 0; 0; 2374; 43; 22; 6
523; 2023/10/10; 18:06:42; 0; 63; 0; 0; 2597; 46; 22; 7
524; 2023/10/10; 18:06:52; 1048575; 63; 0; 0; 2546; 49; 22; 7
525; 2023/10/10; 18:07:02; 1048575; 62; 0; 0; 2524; 47; 22; 7
526; 2023/10/10; 18:07:12; 0; 62; 0; 0; 2526; 45; 22; 7
527; 2023/10/10; 18:07:22; 0; 62; 0; 0; 2540; 49; 22; 7
528; 2023/10/10; 18:07:32; 1048575; 62; 0; 0; 2537; 47; 22; 7
529; 2023/10/10; 18:07:42; 0; 62; 0; 0; 2416; 41; 22; 6
530; 2023/10/10; 18:07:52; 1048575; 62; 0; 0; 2525; 48; 22; 7
531; 2023/10/10; 18:08:02; 0; 62; 0; 0; 2535; 47; 22; 7
532; 2023/10/10; 18:08:12; 0; 62; 0; 0; 2554; 45; 22; 7
533; 2023/10/10; 18:08:22; 1048574; 62; 0; 0; 2543; 48; 22; 7
534; 2023/10/10; 18:08:32; 0; 62; 0; 0; 2536; 46; 22; 7
535; 2023/10/10; 18:08:42; 0; 62; 0; 0; 2597; 44; 22; 7
536; 2023/10/10; 18:08:52; 0; 62; 0; 0; 2493; 41; 22; 6
537; 2023/10/10; 18:09:02; 1048575; 62; 0; 0; 2521; 45; 22; 7
538; 2023/10/10; 18:09:12; 1048575; 62; 0; 0; 2584; 45; 22; 7
539; 2023/10/10; 18:09:22; 1048575; 62; 0; 0; 2623; 47; 22; 7
540; 2023/10/10; 18:09:32; 0; 62; 0; 0; 2611; 46; 22; 7
541; 2023/10/10; 18:09:42; 1048575; 62; 0; 0; 2648; 45; 22; 7
542; 2023/10/10; 18:09:52; 1048575; 62; 0; 0; 2699; 47; 22; 7
543; 2023/10/10; 18:10:02; 0; 62; 0; 0; 2497; 44; 22; 6
544; 2023/10/10; 18:10:12; 1048575; 62; 0; 0; 2685; 45; 22; 7
545; 2023/10/10; 18:10:22; 0; 62; 0; 0; 2664; 47; 22; 7
546; 2023/10/10; 18:10:32; 1048575; 62; 0; 0; 2662; 46; 22; 7
547; 2023/10/10; 18:10:42; 1048575; 62; 0; 0; 2676; 46; 22; 7
548; 2023/10/10; 18:10:52; 0; 52; 0; 0; 2627; 48; 22; 7
549; 2023/10/10; 18:11:02; 0; 52; 0; 0; 2617; 48; 22; 7
550; 2023/10/10; 18:11:12; 1048575; 52; 0; 0; 2320; 42; 22; 6
551; 2023/10/10; 18:11:22; 0; 62; 0; 0; 2763; 49; 22; 7
552; 2023/10/10; 18:11:32; 1048575; 62; 0; 0; 2732; 45; 22; 7
553; 2023/10/10; 18:11:42; 0; 62; 0; 0; 2722; 44; 22; 7
554; 2023/10/10; 18:11:52; 0; 62; 0; 0; 2523; 48; 22; 7
555; 2023/10/10; 18:12:02; 1048575; 62; 0; 0; 2655; 45; 22; 7
556; 2023/10/10; 18:12:12; 0; 62; 0; 0; 2670; 47; 22; 7
557; 2023/10/10; 18:12:22; 0; 62; 0; 0; 2354; 44; 22; 6
558; 2023/10/10; 18:12:32; 1048575; 62; 0; 0; 2637; 45; 22; 7
559; 2023/10/10; 18:12:42; 0; 62; 0; 0; 2526; 45; 22; 7
560; 2023/10/10; 18:12:52; 0; 62; 0; 0; 2522; 48; 22; 7
561; 2023/10/10; 18:13:02; 0; 62; 0; 0; 2502; 45; 22; 7
562; 2023/10/10; 18:13:12; 0; 62; 0; 0; 2527; 44; 22; 7
563; 2023/10/10; 18:13:22; 0; 62; 0; 0; 2514; 48; 22; 7
564; 2023/10/10; 18:13:32; 1048575; 62; 0; 0; 2354; 42; 22; 6
565; 2023/10/10; 18:13:42; 1048575; 62; 0; 0; 2522; 47; 22; 7
566; 2023/10/10; 18:13:52; 0; 62; 0; 0; 2525; 48; 22; 7
567; 2023/10/10; 18:14:02; 1048575; 62; 0; 0; 2525; 45; 22; 7
568; 2023/10/10; 18:14:12; 1048575; 62; 0; 0; 2523; 47; 22; 7
569; 2023/10/10; 18:14:22; 0; 62; 0; 0; 2673; 45; 22; 7
570; 2023/10/10; 18:14:32; 1048575; 62; 0; 0; 2520; 44; 22; 7
571; 2023/10/10; 18:14:42; 1048575; 62; 0; 0; 2391; 41; 22; 6
572; 2023/10/10; 18:14:52; 0; 62; 0; 0; 2519; 48; 22; 7
573; 2023/10/10; 18:15:02; 0; 62; 0; 0; 2512; 44; 22; 7
574; 2023/10/10; 18:15:12; 0; 62; 0; 0; 2570; 46; 22; 7
575; 2023/10/10; 18:15:22; 1048575; 62; 0; 0; 2612; 48; 22; 7
576; 2023/10/10; 18:15:32; 0; 52; 0; 0; 2586; 46; 22; 7
577; 2023/10/10; 18:15:42; 0; 52; 0; 0; 2618; 49; 22; 7
578; 2023/10/10; 18:15:52; 0; 52; 0; 0; 2507; 46; 22; 6
579; 2023/10/10; 18:16:02; 1048575; 63; 0; 0; 2678; 45; 22; 7
580; 2023/10/10; 18:16:12; 0; 62; 0; 0; 2696; 45; 22; 7
581; 2023/10/10; 18:16:22; 1048575; 63; 0; 0; 2671; 48; 22; 7
582; 2023/10/10; 18:16:32; 1048575; 62; 0; 0; 2687; 45; 22; 7
583; 2023/10/10; 18:16:42; 1; 62; 0; 0; 2684; 47; 22; 7
584; 2023/10/10; 18:16:52; 0; 62; 0; 0; 2697; 48; 22; 7
585; 2023/10/10; 18:17:02; 0; 62; 0; 0; 2354; 44; 22; 6
586; 2023/10/10; 18:17:12; 0; 62; 0; 0; 2646; 44; 22; 7
587; 2023/10/10; 18:17:22; 0; 62; 0; 0; 2504; 48; 22; 7
588; 2023/10/10; 18:17:32; 1048575; 62; 0; 0; 2635; 46; 22; 7
589; 2023/10/10; 18:17:42; 0; 62; 0; 0; 2543; 44; 22; 7
590; 2023/10/10; 18:17:52; 1048575; 62; 0; 0; 2511; 48; 22; 7
591; 2023/10/10; 18:18:02; 1; 62; 0; 0; 2521; 45; 22; 7
592; 2023/10/10; 18:18:12; 0; 62; 0; 0; 2354; 41; 22; 6
593; 2023/10/10; 18:18:22; 0; 62; 0; 0; 2543; 48; 22; 7
594; 2023/10/10; 18:18:32; 0; 62; 0; 0; 2520; 46; 22; 7
595; 2023/10/10; 18:18:42; 1048575; 62; 0; 0; 2543; 45; 22; 7
596; 2023/10/10; 18:18:52; 0; 62; 0; 0; 2505; 47; 22; 7
597; 2023/10/10; 18:19:02; 0; 62; 0; 0; 2543; 47; 22; 7
598; 2023/10/10; 18:19:12; 1; 62; 0; 0; 2525; 45; 22; 7
599; 2023/10/10; 18:19:22; 1048575; 62; 0; 0; 2395; 44; 22; 6
600; 2023/10/10; 18:19:32; 1048575; 62; 0; 0; 2569; 48; 22; 7
601; 2023/10/10; 18:19:42; 1048575; 62; 0; 0; 2571; 46; 22; 7
602; 2023/10/10; 18:19:52; 1048575; 62; 0; 0; 2607; 48; 22; 7
603; 2023/10/10; 18:20:02; 1048575; 62; 0; 0; 2615; 49; 22; 7
604; 2023/10/10; 18:20:12; 1048575; 52; 0; 0; 2496; 45; 22; 7
605; 2023/10/10; 18:20:22; 0; 52; 0; 0; 2521; 48; 22; 7
606; 2023/10/10; 18:20:32; 0; 52; 0; 0; 2381; 44; 22; 6
607; 2023/10/10; 18:20:42; 1048575; 63; 0; 0; 2529; 44; 22; 7
608; 2023/10/10; 18:20:52; 0; 63; 0; 0; 2634; 47; 22; 7
609; 2023/10/10; 18:21:02; 0; 63; 0; 0; 2669; 48; 22; 7
610; 2023/10/10; 18:21:12; 1048575; 63; 0; 0; 2692; 45; 22; 7
611; 2023/10/10; 18:21:22; 1; 62; 0; 0; 2644; 47; 22; 7
612; 2023/10/10; 18:21:32; 1048575; 63; 0; 0; 2705; 48; 22; 7
613; 2023/10/10; 18:21:42; 1048575; 62; 0; 0; 2515; 41; 22; 6
614; 2023/10/10; 18:21:52; 1048575; 62; 0; 0; 2690; 47; 22; 7
615; 2023/10/10; 18:22:02; 0; 62; 0; 0; 2671; 48; 22; 7
616; 2023/10/10; 18:22:12; 0; 62; 0; 0; 2672; 45; 22; 7
617; 2023/10/10; 18:22:22; 0; 62; 0; 0; 2693; 47; 22; 7
618; 2023/10/10; 18:22:32; 1048575; 62; 0; 0; 2661; 48; 22; 7
619; 2023/10/10; 18:22:42; 0; 62; 0; 0; 2699; 46; 22; 7
620; 2023/10/10; 18:22:52; 1048575; 62; 0; 0; 2512; 41; 22; 6
621; 2023/10/10; 18:23:02; 1048575; 62; 0; 0; 2693; 48; 22; 7
622; 2023/10/10; 18:23:12; 0; 62; 0; 0; 2684; 45; 22; 7
623; 2023/10/10; 18:23:22; 0; 62; 0; 0; 2657; 46; 22; 7
624; 2023/10/10; 18:23:32; 1048575; 62; 0; 0; 2627; 48; 22; 7
625; 2023/10/10; 18:23:42; 0; 63; 0; 0; 2591; 46; 22; 7
626; 2023/10/10; 18:23:52; 1048575; 62; 0; 0; 2574; 46; 22; 7
627; 2023/10/10; 18:24:02; 1048575; 62; 0; 0; 2399; 44; 22; 6
628; 2023/10/10; 18:24:12; 0; 62; 0; 0; 2511; 48; 22; 7
629; 2023/10/10; 18:24:22; 0; 62; 0; 0; 2528; 45; 22; 7
630; 2023/10/10; 18:24:32; 0; 62; 0; 0; 2525; 49; 22; 7
