Line; Date; Time; I INA SPECTRO (mA); I INA OSCAR (mA); I INA MOTORS (mA); I INA BATT (mA); I INA DC_BUS (mA); I INA Q7 (mA); I INA 5V (mA); I INA 3V3 (mA)
631; 2023/10/10; 18:24:42; 0; 62; 0; 0; 2512; 48; 22; 7
632; 2023/10/10; 18:24:52; 0; 62; 0; 0; 2543; 45; 22; 7
633; 2023/10/10; 18:25:02; 0; 52; 0; 0; 2486; 47; 22; 7
634; 2023/10/10; 18:25:12; 0; 52; 0; 0; 2338; 44; 22; 6
635; 2023/10/10; 18:25:22; 0; 52; 0; 0; 2502; 45; 22; 7
636; 2023/10/10; 18:25:32; 1048575; 63; 0; 0; 2568; 47; 22; 7
637; 2023/10/10; 18:25:42; 0; 63; 0; 0; 2562; 48; 22; 7
638; 2023/10/10; 18:25:52; 0; 62; 0; 0; 2552; 45; 22; 7
639; 2023/10/10; 18:26:02; 1048575; 63; 0; 0; 2538; 46; 22; 7
640; 2023/10/10; 18:26:12; 0; 62; 0; 0; 2549; 48; 22; 7
641; 2023/10/10; 18:26:22; 0; 62; 0; 0; 2471; 43; 22; 6
642; 2023/10/10; 18:26:32; 0; 62; 0; 0; 2554; 45; 22; 7
643; 2023/10/10; 18:26:42; 1048575; 62; 0; 0; 2576; 48; 22; 7
644; 2023/10/10; 18:26:52; 1048575; 62; 0; 0; 2637; 46; 22; 7
645; 2023/10/10; 18:27:02; 1048575; 62; 0; 0; 2640; 44; 22; 7
646; 2023/10/10; 18:27:12; 0; 62; 0; 0; 2626; 48; 22; 7
647; 2023/10/10; 18:27:22; 0; 62; 0; 0; 2650; 45; 22; 7
648; 2023/10/10; 18:27:32; 0; 62; 0; 0; 2504; 41; 22; 6
649; 2023/10/10; 18:27:42; 0; 62; 0; 0; 2697; 48; 22; 7
650; 2023/10/10; 18:27:52; 1048575; 62; 0; 0; 2697; 44; 22; 7
651; 2023/10/10; 18:28:02; 0; 62; 0; 0; 2676; 46; 22; 7
652; 2023/10/10; 18:28:12; 0; 62; 0; 0; 2691; 49; 22; 7
653; 2023/10/10; 18:28:22; 0; 62; 0; 0; 2729; 47; 22; 7
654; 2023/10/10; 18:28:32; 1048575; 62; 0; 0; 2748; 45; 22; 7
655; 2023/10/10; 18:28:42; 0; 62; 0; 0; 2360; 45; 22; 6
656; 2023/10/10; 18:28:52; 1048575; 62; 0; 0; 2707; 46; 22; 7
657; 2023/10/10; 18:29:02; 0; 62; 0; 0; 2700; 48; 22; 7
658; 2023/10/10; 18:29:12; 1048575; 62; 0; 0; 2660; 48; 22; 7
659; 2023/10/10; 18:29:22; 0; 62; 0; 0; 2638; 46; 22; 7
660; 2023/10/10; 18:29:32; 0; 56; 0; 0; 2685; 48; 22; 7
661; 2023/10/10; 18:29:42; 1048575; 52; 0; 0; 2482; 48; 22; 7
662; 2023/10/10; 18:29:52; 0; 52; 0; 0; 2463; 41; 22; 6
663; 2023/10/10; 18:30:02; 1048575; 54; 0; 0; 2482; 45; 22; 7
664; 2023/10/10; 18:30:12; 0; 63; 0; 0; 2510; 48; 22; 7
665; 2023/10/10; 18:30:22; 0; 62; 0; 0; 2525; 46; 22; 7
666; 2023/10/10; 18:30:32; 1048575; 62; 0; 0; 2525; 45; 22; 7
667; 2023/10/10; 18:30:42; 0; 62; 0; 0; 2527; 48; 22; 7
668; 2023/10/10; 18:30:52; 1; 62; 0; 0; 2505; 47; 22; 7
669; 2023/10/10; 18:31:02; 1048575; 62; 0; 0; 2372; 41; 22; 6
670; 2023/10/10; 18:31:12; 0; 62; 0; 0; 2523; 48; 22; 7
671; 2023/10/10; 18:31:22; 0; 62; 0; 0; 2527; 47; 22; 7
672; 2023/10/10; 18:31:32; 0; 62; 0; 0; 2543; 44; 22; 7
673; 2023/10/10; 18:31:42; 1048575; 62; 0; 0; 2585; 47; 22; 7
674; 2023/10/10; 18:31:52; 1048575; 62; 0; 0; 2569; 48; 22; 7
675; 2023/10/10; 18:32:02; 0; 62; 0; 0; 2559; 45; 22; 7
676; 2023/10/10; 18:32:12; 0; 62; 0; 0; 2407; 43; 22; 6
677; 2023/10/10; 18:32:22; 0; 62; 0; 0; 2673; 48; 22; 7
678; 2023/10/10; 18:32:32; 1048575; 62; 0; 0; 2639; 46; 22; 7
679; 2023/10/10; 18:32:42; 1048575; 62; 0; 0; 2710; 44; 22; 7
680; 2023/10/10; 18:32:52; 1048575; 62; 0; 0; 2629; 48; 22; 7
681; 2023/10/10; 18:33:02; 1048575; 62; 0; 0; 2540; 47; 22; 7
682; 2023/10/10; 18:33:12; 0; 62; 0; 0; 2673; 45; 22; 7
683; 2023/10/10; 18:33:22; 0; 62; 0; 0; 2502; 44; 22; 6
684; 2023/10/10; 18:33:32; 1048575; 62; 0; 0; 2685; 45; 22; 7
685; 2023/10/10; 18:33:42; 0; 62; 0; 0; 2694; 44; 22; 7
686; 2023/10/10; 18:33:52; 1048575; 62; 0; 0; 2694; 48; 22; 7
687; 2023/10/10; 18:34:02; 1; 62; 0; 0; 2667; 46; 22; 7
688; 2023/10/10; 18:34:12; 1048575; 62; 0; 0; 2654; 47; 22; 7
689; 2023/10/10; 18:34:22; 1048575; 52; 0; 0; 2636; 48; 22; 7
690; 2023/10/10; 18:34:32; 1048575; 52; 0; 0; 2335; 41; 22; 6
691; 2023/10/10; 18:34:42; 1048575; 52; 0; 0; 2617; 44; 22; 7
692; 2023/10/10; 18:34:52; 1048575; 63; 0; 0; 2677; 47; 22; 7
693; 2023/10/10; 18:35:02; 1; 63; 0; 0; 2665; 47; 22; 7
694; 2023/10/10; 18:35:12; 1048575; 62; 0; 0; 2667; 45; 22; 7
695; 2023/10/10; 18:35:22; 1048575; 62; 0; 0; 2681; 47; 22; 7
696; 2023/10/10; 18:35:32; 1048575; 62; 0; 0; 2686; 47; 22; 7
697; 2023/10/10; 18:35:42; 0; 62; 0; 0; 2502; 41; 22; 6
698; 2023/10/10; 18:35:52; 0; 62; 0; 0; 2673; 47; 22; 7
699; 2023/10/10; 18:36:02; 0; 62; 0; 0; 2650; 48; 22; 7
700; 2023/10/10; 18:36:12; 1048575; 62; 0; 0; 2686; 45; 22; 7
701; 2023/10/10; 18:36:22; 1048575; 62; 0; 0; 2698; 48; 22; 7
702; 2023/10/10; 18:36:32; 0; 62; 0; 0; 2675; 48; 22; 7
703; 2023/10/10; 18:36:42; 0; 62; 0; 0; 2679; 47; 22; 7
704; 2023/10/10; 18:36:52; 0; 62; 0; 0; 2373; 42; 22; 6
705; 2023/10/10; 18:37:02; 0; 62; 0; 0; 2733; 49; 22; 7
706; 2023/10/10; 18:37:12; 1048575; 62; 0; 0; 2730; 46; 22; 7
707; 2023/10/10; 18:37:22; 1048575; 62; 0; 0; 2729; 44; 22; 7
708; 2023/10/10; 18:37:32; 1048575; 62; 0; 0; 2691; 48; 22; 7
709; 2023/10/10; 18:37:42; 1048575; 62; 0; 0; 2661; 46; 22; 7
710; 2023/10/10; 18:37:52; 0; 62; 0; 0; 2646; 44; 22; 7
711; 2023/10/10; 18:38:02; 0; 62; 0; 0; 2359; 43; 22; 6
712; 2023/10/10; 18:38:12; 0; 62; 0; 0; 2528; 46; 22; 7
713; 2023/10/10; 18:38:22; 1048575; 62; 0; 0; 2511; 45; 22; 7
714; 2023/10/10; 18:38:32; 1048575; 62; 0; 0; 2520; 47; 22; 7
715; 2023/10/10; 18:38:42; 1048575; 62; 0; 0; 2662; 45; 22; 7
716; 2023/10/10; 18:38:52; 0; 62; 0; 0; 2528; 44; 22; 7
717; 2023/10/10; 18:39:02; 1048575; 52; 0; 0; 2487; 48; 22; 7
718; 2023/10/10; 18:39:12; 0; 52; 0; 0; 2414; 44; 22; 6
719; 2023/10/10; 18:39:22; 0; 52; 0; 0; 2464; 44; 22; 7
720; 2023/10/10; 18:39:32; 0; 63; 0; 0; 2533; 47; 22; 7
721; 2023/10/10; 18:39:42; 0; 63; 0; 0; 2525; 47; 22; 7
722; 2023/10/10; 18:39:52; 1048575; 63; 0; 0; 2546; 45; 22; 7
723; 2023/10/10; 18:40:02; 1048575; 62; 0; 0; 2566; 47; 22; 7
724; 2023/10/10; 18:40:12; 1048575; 62; 0; 0; 2583; 48; 22; 7
725; 2023/10/10; 18:40:22; 0; 62; 0; 0; 2449; 41; 22; 6
726; 2023/10/10; 18:40:32; 0; 62; 0; 0; 2700; 44; 22; 7
727; 2023/10/10; 18:40:42; 0; 62; 0; 0; 2641; 48; 22; 7
728; 2023/10/10; 18:40:52; 1048575; 62; 0; 0; 2705; 46; 22; 7
729; 2023/10/10; 18:41:02; 0; 62; 0; 0; 2689; 46; 22; 7
730; 2023/10/10; 18:41:12; 1048575; 62; 0; 0; 2729; 49; 22; 7
731; 2023/10/10; 18:41:22; 1048574; 62; 0; 0; 2746; 47; 22; 7
732; 2023/10/10; 18:41:32; 0; 62; 0; 0; 2356; 41; 22; 6
733; 2023/10/10; 18:41:42; 1048575; 62; 0; 0; 2525; 49; 22; 7
734; 2023/10/10; 18:41:52; 1048575; 62; 0; 0; 2737; 45; 22; 7
735; 2023/10/10; 18:42:02; 1048575; 62; 0; 0; 2679; 45; 22; 7
736; 2023/10/10; 18:42:12; 0; 62; 0; 0; 2651; 48; 22; 7
737; 2023/10/10; 18:42:22; 0; 62; 0; 0; 2523; 47; 22; 7
738; 2023/10/10; 18:42:32; 1048575; 62; 0; 0; 2515; 44; 22; 7
739; 2023/10/10; 18:42:42; 1048575; 62; 0; 0; 2376; 44; 22; 6
740; 2023/10/10; 18:42:52; 1048575; 62; 0; 0; 2531; 46; 22; 7
741; 2023/10/10; 18:43:02; 1048575; 62; 0; 0; 2545; 45; 22; 7
742; 2023/10/10; 18:43:12; 1048575; 62; 0; 0; 2537; 48; 22; 7
743; 2023/10/10; 18:43:22; 1; 62; 0; 0; 2587; 47; 22; 7
744; 2023/10/10; 18:43:32; 0; 62; 0; 0; 2607; 45; 22; 7
745; 2023/10/10; 18:43:42; 0; 62; 0; 0; 2627; 48; 22; 7
746; 2023/10/10; 18:43:52; 1048575; 52; 0; 0; 2315; 41; 22; 6
747; 2023/10/10; 18:44:02; 1048575; 52; 0; 0; 2630; 45; 22; 7
748; 2023/10/10; 18:44:12; 1048575; 52; 0; 0; 2653; 48; 22; 7
749; 2023/10/10; 18:44:22; 1048575; 63; 0; 0; 2685; 46; 22; 7
750; 2023/10/10; 18:44:32; 1048575; 63; 0; 0; 2532; 44; 22; 7
751; 2023/10/10; 18:44:42; 1048575; 63; 0; 0; 2658; 48; 22; 7
752; 2023/10/10; 18:44:52; 1048575; 63; 0; 0; 2578; 46; 22; 7
753; 2023/10/10; 18:45:02; 1048575; 62; 0; 0; 2439; 42; 22; 6
754; 2023/10/10; 18:45:12; 1048574; 62; 0; 0; 2595; 48; 22; 7
755; 2023/10/10; 18:45:22; 0; 62; 0; 0; 2594; 47; 22; 7
756; 2023/10/10; 18:45:32; 1048575; 62; 0; 0; 2595; 46; 22; 7
757; 2023/10/10; 18:45:42; 0; 62; 0; 0; 2543; 49; 22; 7
758; 2023/10/10; 18:45:52; 0; 62; 0; 0; 2509; 46; 22; 7
759; 2023/10/10; 18:46:02; 1048575; 62; 0; 0; 2528; 45; 22; 7
760; 2023/10/10; 18:46:12; 0; 62; 0; 0; 2391; 44; 22; 6
761; 2023/10/10; 18:46:22; 1048575; 62; 0; 0; 2516; 47; 22; 7
762; 2023/10/10; 18:46:32; 1048575; 62; 0; 0; 2509; 45; 22; 7
763; 2023/10/10; 18:46:42; 1048575; 62; 0; 0; 2528; 48; 22; 7
764; 2023/10/10; 18:46:52; 1048575; 62; 0; 0; 2531; 44; 22; 7
765; 2023/10/10; 18:47:02; 0; 62; 0; 0; 2525; 45; 22; 7
766; 2023/10/10; 18:47:12; 0; 62; 0; 0; 2550; 48; 22; 7
767; 2023/10/10; 18:47:22; 0; 62; 0; 0; 2418; 43; 22; 6
768; 2023/10/10; 18:47:32; 1048575; 62; 0; 0; 2598; 44; 22; 7
769; 2023/10/10; 18:47:42; 0; 62; 0; 0; 2630; 48; 22; 7
770; 2023/10/10; 18:47:52; 1048575; 62; 0; 0; 2667; 46; 22; 7
771; 2023/10/10; 18:48:02; 1048575; 62; 0; 0; 2665; 44; 22; 7
772; 2023/10/10; 18:48:12; 1048575; 62; 0; 0; 2638; 48; 22; 7
773; 2023/10/10; 18:48:22; 1048575; 62; 0; 0; 2670; 47; 22; 7
774; 2023/10/10; 18:48:32; 0; 52; 0; 0; 2316; 41; 22; 6
775; 2023/10/10; 18:48:42; 0; 52; 0; 0; 2623; 48; 22; 7
776; 2023/10/10; 18:48:52; 0; 52; 0; 0; 2599; 47; 22; 7
777; 2023/10/10; 18:49:02; 0; 63; 0; 0; 2673; 45; 22; 7
778; 2023/10/10; 18:49:12; 1048575; 63; 0; 0; 2654; 48; 22; 7
779; 2023/10/10; 18:49:22; 1048575; 62; 0; 0; 2648; 46; 22; 7
780; 2023/10/10; 18:49:32; 1048575; 62; 0; 0; 2572; 46; 22; 7
781; 2023/10/10; 18:49:42; 1048575; 62; 0; 0; 2451; 42; 22; 6
782; 2023/10/10; 18:49:52; 0; 62; 0; 0; 2611; 48; 22; 7
783; 2023/10/10; 18:50:02; 1048575; 62; 0; 0; 2559; 46; 22; 7
784; 2023/10/10; 18:50:12; 1048575; 62; 0; 0; 2547; 49; 22; 7
785; 2023/10/10; 18:50:22; 0; 62; 0; 0; 2530; 47; 22; 7
786; 2023/10/10; 18:50:32; 1; 62; 0; 0; 2519; 44; 22; 7
787; 2023/10/10; 18:50:42; 0; 62; 0; 0; 2555; 47; 22; 7
788; 2023/10/10; 18:50:52; 1048575; 62; 0; 0; 2419; 45; 22; 6
789; 2023/10/10; 18:51:02; 1048575; 62; 0; 0; 2571; 44; 22; 7
790; 2023/10/10; 18:51:12; 0; 62; 0; 0; 2622; 47; 22; 7
791; 2023/10/10; 18:51:22; 1048575; 62; 0; 0; 2614; 48; 22; 7
792; 2023/10/10; 18:51:32; 0; 62; 0; 0; 2650; 45; 22; 7
793; 2023/10/10; 18:51:42; 0; 62; 0; 0; 2638; 48; 22; 7
794; 2023/10/10; 18:51:52; 1048575; 62; 0; 0; 2711; 48; 22; 7
795; 2023/10/10; 18:52:02; 0; 62; 0; 0; 2486; 42; 22; 6
796; 2023/10/10; 18:52:12; 1048575; 62; 0; 0; 2688; 47; 22; 7
797; 2023/10/10; 18:52:22; 1048575; 62; 0; 0; 2671; 48; 22; 7
798; 2023/10/10; 18:52:32; 1048575; 62; 0; 0; 2658; 44; 22; 7
799; 2023/10/10; 18:52:42; 1048575; 62; 0; 0; 2510; 47; 22; 7
800; 2023/10/10; 18:52:52; 0; 62; 0; 0; 2672; 47; 22; 7
801; 2023/10/10; 18:53:02; 0; 62; 0; 0; 2659; 44; 22; 7
802; 2023/10/10; 18:53:12; 1; 52; 0; 0; 2314; 41; 22; 6
803; 2023/10/10; 18:53:22; 0; 52; 0; 0; 2478; 48; 22; 7
804; 2023/10/10; 18:53:32; 1048574; 52; 0; 0; 2485; 45; 22; 7
805; 2023/10/10; 18:53:42; 0; 63; 0; 0; 2566; 47; 22; 7
806; 2023/10/10; 18:53:52; 0; 63; 0; 0; 2593; 48; 22; 7
807; 2023/10/10; 18:54:02; 0; 62; 0; 0; 2589; 46; 22; 7
808; 2023/10/10; 18:54:12; 0; 62; 0; 0; 2597; 46; 22; 7
809; 2023/10/10; 18:54:22; 0; 63; 0; 0; 2432; 46; 22; 6
810; 2023/10/10; 18:54:32; 0; 62; 0; 0; 2530; 45; 22; 7
811; 2023/10/10; 18:54:42; 1048575; 62; 0; 0; 2529; 48; 22; 7
812; 2023/10/10; 18:54:52; 1048575; 62; 0; 0; 2512; 47; 22; 7
813; 2023/10/10; 18:55:02; 0; 62; 0; 0; 2512; 44; 22; 7
814; 2023/10/10; 18:55:12; 0; 62; 0; 0; 2541; 48; 22; 7
815; 2023/10/10; 18:55:22; 0; 62; 0; 0; 2621; 48; 22; 7
816; 2023/10/10; 18:55:32; 0; 62; 0; 0; 2523; 42; 22; 6
817; 2023/10/10; 18:55:42; 0; 62; 0; 0; 2622; 47; 22; 7
818; 2023/10/10; 18:55:52; 0; 62; 0; 0; 2594; 47; 22; 7
819; 2023/10/10; 18:56:02; 1048575; 62; 0; 0; 2655; 45; 22; 7
820; 2023/10/10; 18:56:12; 0; 62; 0; 0; 2689; 45; 22; 7
821; 2023/10/10; 18:56:22; 1048574; 62; 0; 0; 2709; 47; 22; 7
822; 2023/10/10; 18:56:32; 1048575; 62; 0; 0; 2689; 45; 22; 7
823; 2023/10/10; 18:56:42; 0; 62; 0; 0; 2543; 44; 22; 6
824; 2023/10/10; 18:56:52; 0; 62; 0; 0; 2659; 48; 22; 7
825; 2023/10/10; 18:57:02; 0; 62; 0; 0; 2680; 45; 22; 7
826; 2023/10/10; 18:57:12; 0; 62; 0; 0; 2530; 46; 22; 7
827; 2023/10/10; 18:57:22; 1048575; 62; 0; 0; 2527; 48; 22; 7
828; 2023/10/10; 18:57:32; 1048575; 62; 0; 0; 2531; 44; 22; 7
829; 2023/10/10; 18:57:42; 1048575; 62; 0; 0; 2656; 48; 22; 7
830; 2023/10/10; 18:57:52; 0; 62; 0; 0; 2367; 45; 22; 6
831; 2023/10/10; 18:58:02; 1048575; 52; 0; 0; 2511; 45; 22; 7
832; 2023/10/10; 18:58:12; 0; 52; 0; 0; 2552; 47; 22; 7
833; 2023/10/10; 18:58:22; 1048575; 52; 0; 0; 2570; 48; 22; 7
834; 2023/10/10; 18:58:32; 1048575; 63; 0; 0; 2576; 46; 22; 7
835; 2023/10/10; 18:58:42; 1048575; 63; 0; 0; 2588; 48; 22; 7
836; 2023/10/10; 18:58:52; 1048574; 63; 0; 0; 2521; 49; 22; 7
837; 2023/10/10; 18:59:02; 0; 63; 0; 0; 2428; 43; 22; 6
838; 2023/10/10; 18:59:12; 0; 62; 0; 0; 2561; 44; 22; 7
839; 2023/10/10; 18:59:22; 1048575; 62; 0; 0; 2568; 48; 22; 7
840; 2023/10/10; 18:59:32; 0; 62; 0; 0; 2567; 45; 22; 7
841; 2023/10/10; 18:59:42; 0; 62; 0; 0; 2571; 48; 22; 7
842; 2023/10/10; 18:59:52; 1048575; 62; 0; 0; 2674; 48; 22; 7
843; 2023/10/10; 19:00:02; 0; 62; 0; 0; 2645; 45; 22; 7
844; 2023/10/10; 19:00:12; 0; 62; 0; 0; 2519; 41; 22; 6
845; 2023/10/10; 19:00:22; 1; 62; 0; 0; 2675; 48; 22; 7
846; 2023/10/10; 19:00:32; 1048575; 62; 0; 0; 2685; 45; 22; 7
847; 2023/10/10; 19:00:42; 0; 62; 0; 0; 2670; 47; 22; 7
848; 2023/10/10; 19:00:52; 0; 62; 0; 0; 2676; 48; 22; 7
849; 2023/10/10; 19:01:02; 0; 62; 0; 0; 2691; 45; 22; 7
850; 2023/10/10; 19:01:12; 0; 62; 0; 0; 2673; 47; 22; 7
851; 2023/10/10; 19:01:22; 0; 62; 0; 0; 2483; 44; 22; 6
852; 2023/10/10; 19:01:32; 0; 62; 0; 0; 2663; 45; 22; 7
853; 2023/10/10; 19:01:42; 0; 62; 0; 0; 2658; 44; 22; 7
854; 2023/10/10; 19:01:52; 0; 62; 0; 0; 2647; 48; 22; 7
855; 2023/10/10; 19:02:02; 1048574; 62; 0; 0; 2635; 46; 22; 7
856; 2023/10/10; 19:02:12; 0; 62; 0; 0; 2566; 45; 22; 7
857; 2023/10/10; 19:02:22; 1048575; 62; 0; 0; 2658; 48; 22; 7
858; 2023/10/10; 19:02:32; 0; 62; 0; 0; 2421; 45; 22; 6
859; 2023/10/10; 19:02:42; 0; 62; 0; 0; 2575; 46; 22; 7
860; 2023/10/10; 19:02:52; 1048574; 52; 0; 0; 2510; 48; 22; 7
861; 2023/10/10; 19:03:02; 1048574; 52; 0; 0; 2505; 47; 22; 7
862; 2023/10/10; 19:03:12; 0; 52; 0; 0; 2484; 45; 22; 7
863; 2023/10/10; 19:03:22; 0; 62; 0; 0; 2511; 48; 22; 7
864; 2023/10/10; 19:03:32; 1048575; 63; 0; 0; 2534; 48; 22; 7
865; 2023/10/10; 19:03:42; 0; 63; 0; 0; 2362; 42; 22; 6
866; 2023/10/10; 19:03:52; 1048575; 63; 0; 0; 2524; 47; 22; 7
867; 2023/10/10; 19:04:02; 1048575; 62; 0; 0; 2533; 48; 22; 7
868; 2023/10/10; 19:04:12; 0; 62; 0; 0; 2509; 44; 22; 7
869; 2023/10/10; 19:04:22; 0; 62; 0; 0; 2549; 47; 22; 7
870; 2023/10/10; 19:04:32; 1048574; 62; 0; 0; 2530; 48; 22; 7
871; 2023/10/10; 19:04:42; 0; 62; 0; 0; 2548; 45; 22; 7
872; 2023/10/10; 19:04:52; 1048575; 62; 0; 0; 2427; 41; 22; 6
873; 2023/10/10; 19:05:02; 1048574; 62; 0; 0; 2517; 48; 22; 7
874; 2023/10/10; 19:05:12; 1048575; 62; 0; 0; 2596; 46; 22; 7
875; 2023/10/10; 19:05:22; 1048575; 62; 0; 0; 2607; 45; 22; 7
876; 2023/10/10; 19:05:32; 0; 62; 0; 0; 2584; 48; 22; 7
877; 2023/10/10; 19:05:42; 1048575; 62; 0; 0; 2630; 46; 22; 7
878; 2023/10/10; 19:05:52; 1048575; 62; 0; 0; 2673; 45; 22; 7
879; 2023/10/10; 19:06:02; 0; 62; 0; 0; 2521; 43; 22; 6
880; 2023/10/10; 19:06:12; 1048575; 62; 0; 0; 2680; 46; 22; 7
881; 2023/10/10; 19:06:22; 1048575; 62; 0; 0; 2700; 45; 22; 7
882; 2023/10/10; 19:06:32; 1048575; 62; 0; 0; 2703; 48; 22; 7
883; 2023/10/10; 19:06:42; 0; 62; 0; 0; 2693; 47; 22; 7
884; 2023/10/10; 19:06:52; 1048575; 62; 0; 0; 2672; 46; 22; 7
885; 2023/10/10; 19:07:02; 0; 62; 0; 0; 2680; 48; 22; 7
886; 2023/10/10; 19:07:12; 1048574; 62; 0; 0; 2470; 42; 22; 6
887; 2023/10/10; 19:07:22; 0; 62; 0; 0; 2732; 45; 22; 7
888; 2023/10/10; 19:07:32; 1048575; 62; 0; 0; 2522; 48; 22; 7
889; 2023/10/10; 19:07:42; 0; 52; 0; 0; 2684; 48; 22; 7
890; 2023/10/10; 19:07:52; 0; 52; 0; 0; 2657; 49; 22; 7
891; 2023/10/10; 19:08:02; 1048575; 52; 0; 0; 2504; 47; 22; 7
892; 2023/10/10; 19:08:12; 0; 63; 0; 0; 2588; 49; 22; 7
893; 2023/10/10; 19:08:22; 0; 62; 0; 0; 2364; 42; 22; 6
894; 2023/10/10; 19:08:32; 1048575; 62; 0; 0; 2543; 45; 22; 7
895; 2023/10/10; 19:08:42; 0; 63; 0; 0; 2546; 48; 22; 7
896; 2023/10/10; 19:08:52; 0; 62; 0; 0; 2564; 46; 22; 7
897; 2023/10/10; 19:09:02; 0; 62; 0; 0; 2557; 45; 22; 7
898; 2023/10/10; 19:09:12; 1048575; 62; 0; 0; 2639; 48; 22; 7
899; 2023/10/10; 19:09:22; 1048575; 62; 0; 0; 2666; 46; 22; 7
900; 2023/10/10; 19:09:32; 0; 62; 0; 0; 2502; 41; 22; 6
901; 2023/10/10; 19:09:42; 0; 62; 0; 0; 2673; 47; 22; 7
902; 2023/10/10; 19:09:52; 1048575; 62; 0; 0; 2702; 46; 22; 7
903; 2023/10/10; 19:10:02; 0; 62; 0; 0; 2666; 45; 22; 7
904; 2023/10/10; 19:10:12; 1048575; 62; 0; 0; 2681; 48; 22; 7
905; 2023/10/10; 19:10:22; 1048575; 62; 0; 0; 2684; 47; 22; 7
906; 2023/10/10; 19:10:32; 1048575; 62; 0; 0; 2665; 44; 22; 7
907; 2023/10/10; 19:10:42; 0; 62; 0; 0; 2385; 42; 22; 6
908; 2023/10/10; 19:10:52; 0; 62; 0; 0; 2677; 46; 22; 7
909; 2023/10/10; 19:11:02; 0; 62; 0; 0; 2683; 46; 22; 7
910; 2023/10/10; 19:11:12; 0; 62; 0; 0; 2572; 47; 22; 7
911; 2023/10/10; 19:11:22; 1048575; 62; 0; 0; 2606; 49; 22; 7
912; 2023/10/10; 19:11:32; 1048575; 62; 0; 0; 2673; 46; 22; 7
913; 2023/10/10; 19:11:42; 1048575; 62; 0; 0; 2528; 48; 22; 7
914; 2023/10/10; 19:11:52; 1048575; 62; 0; 0; 2369; 45; 22; 6
915; 2023/10/10; 19:12:02; 1048575; 62; 0; 0; 2539; 45; 22; 7
916; 2023/10/10; 19:12:12; 1048574; 62; 0; 0; 2525; 47; 22; 7
917; 2023/10/10; 19:12:22; 1048575; 62; 0; 0; 2538; 48; 22; 7
918; 2023/10/10; 19:12:32; 1048575; 52; 0; 0; 2551; 46; 22; 7
919; 2023/10/10; 19:12:42; 0; 52; 0; 0; 2540; 48; 22; 7
920; 2023/10/10; 19:12:52; 1048575; 52; 0; 0; 2557; 48; 22; 7
921; 2023/10/10; 19:13:02; 1048575; 63; 0; 0; 2521; 45; 22; 6
922; 2023/10/10; 19:13:12; 1048575; 62; 0; 0; 2637; 45; 22; 7
923; 2023/10/10; 19:13:22; 0; 63; 0; 0; 2675; 48; 22; 7
924; 2023/10/10; 19:13:32; 1048575; 62; 0; 0; 2672; 48; 22; 7
925; 2023/10/10; 19:13:42; 0; 62; 0; 0; 2701; 45; 22; 7
926; 2023/10/10; 19:13:52; 1048575; 62; 0; 0; 2688; 47; 22; 7
927; 2023/10/10; 19:14:02; 0; 63; 0; 0; 2684; 48; 22; 7
928; 2023/10/10; 19:14:12; 0; 62; 0; 0; 2392; 43; 22; 6
929; 2023/10/10; 19:14:22; 1048575; 62; 0; 0; 2663; 47; 22; 7
930; 2023/10/10; 19:14:32; 0; 62; 0; 0; 2507; 48; 22; 7
931; 2023/10/10; 19:14:42; 0; 62; 0; 0; 2555; 45; 22; 7
932; 2023/10/10; 19:14:52; 1048575; 62; 0; 0; 2532; 47; 22; 7
933; 2023/10/10; 19:15:02; 1048575; 62; 0; 0; 2507; 48; 22; 7
934; 2023/10/10; 19:15:12; 1048575; 62; 0; 0; 2572; 45; 22; 7
935; 2023/10/10; 19:15:22; 1048575; 62; 0; 0; 2479; 42; 22; 6
936; 2023/10/10; 19:15:32; 0; 62; 0; 0; 2617; 50; 22; 7
937; 2023/10/10; 19:15:42; 0; 62; 0; 0; 2648; 47; 22; 7
938; 2023/10/10; 19:15:52; 1048575; 62; 0; 0; 2586; 49; 22; 7
939; 2023/10/10; 19:16:02; 0; 63; 0; 0; 2650; 50; 22; 7
940; 2023/10/10; 19:16:12; 1048575; 62; 0; 0; 2623; 46; 22; 7
941; 2023/10/10; 19:16:22; 1048575; 62; 0; 0; 2708; 45; 22; 7
942; 2023/10/10; 19:16:32; 1048575; 62; 0; 0; 2516; 44; 22; 6
943; 2023/10/10; 19:16:42; 1048575; 62; 0; 0; 2672; 46; 22; 7
944; 2023/10/10; 19:16:52; 0; 62; 0; 0; 2675; 47; 22; 7
945; 2023/10/10; 19:17:02; 0; 62; 0; 0; 2663; 47; 22; 7
946; 2023/10/10; 19:17:12; 1048575; 52; 0; 0; 2651; 46; 22; 7
947; 2023/10/10; 19:17:22; 0; 52; 0; 0; 2640; 45; 22; 7
948; 2023/10/10; 19:17:32; 1; 52; 0; 0; 2648; 49; 22; 7
949; 2023/10/10; 19:17:42; 0; 51; 0; 0; 2301; 43; 22; 6
950; 2023/10/10; 19:17:52; 0; 62; 0; 0; 2550; 45; 22; 7
951; 2023/10/10; 19:18:02; 0; 63; 0; 0; 2533; 47; 22; 7
952; 2023/10/10; 19:18:12; 0; 62; 0; 0; 2525; 47; 22; 7
953; 2023/10/10; 19:18:22; 0; 62; 0; 0; 2512; 45; 22; 7
