Line;Date;Time;T INA SPECTRO (degC);T INA OSCAR (degC);T INA MOTORS (degC);T INA BATT (degC);T INA DC_BUS (degC);T INA Q7 (degC);T INA 5V (degC);T INA 3V3 (degC)
0;2023/10/11;15:56:14;33,40625;32,6953125;36,328125;36,3828125;36,6171875;36,3828125;36,4921875;32,6875
1;2023/10/11;15:56:24;33,421875;32,734375;36,375;36,375;36,6328125;36,375;36,5234375;32,6953125
2;2023/10/11;15:56:34;33,4453125;32,8984375;36,4375;36,40625;36,6796875;36,40625;36,59375;32,7734375
