Line;Date;Time;PD0 (V);PD1 (V);PD2 (V);PD3 (V);PD4 (V);PD5 (degC)
88;2023/10/10;16:54:12;4017;12;11;11;11;12
89;2023/10/10;16:54:22;4017;12;11;11;11;12
90;2023/10/10;16:54:32;4017;12;11;11;11;12
91;2023/10/10;16:54:42;4018;12;11;11;11;12
92;2023/10/10;16:54:52;4018;12;11;11;11;12
93;2023/10/10;16:55:02;4015;12;11;11;11;12
94;2023/10/10;16:55:12;4017;12;11;11;11;12
95;2023/10/10;16:55:22;4016;12;11;11;11;12
96;2023/10/10;16:55:32;4018;12;11;11;11;12
97;2023/10/10;16:55:42;4015;12;11;11;11;11
98;2023/10/10;16:55:52;4016;12;11;11;11;12
99;2023/10/10;16:56:02;4015;12;11;11;11;12
100;2023/10/10;16:56:12;4018;12;11;11;11;12
101;2023/10/10;16:56:22;4016;12;11;11;11;12
102;2023/10/10;16:56:32;4017;12;11;11;11;12
103;2023/10/10;16:56:42;4017;12;11;11;11;12
104;2023/10/10;16:56:52;4017;12;11;11;11;12
105;2023/10/10;16:57:02;4017;12;11;11;11;12
106;2023/10/10;16:57:12;4016;12;11;11;11;12
107;2023/10/10;16:57:22;4016;12;11;11;11;11
108;2023/10/10;16:57:32;4018;12;11;11;11;12
109;2023/10/10;16:57:42;4017;12;11;11;11;12
110;2023/10/10;16:57:52;4016;12;11;11;11;12
111;2023/10/10;16:58:02;4016;12;11;11;12;12
112;2023/10/10;16:58:12;4016;12;11;11;11;12
113;2023/10/10;16:58:22;4017;12;11;11;11;12
114;2023/10/10;16:58:32;4017;12;11;12;12;12
115;2023/10/10;16:58:42;4016;12;11;11;11;12
116;2023/10/10;16:58:52;4016;12;11;11;11;12
117;2023/10/10;16:59:02;4015;12;11;11;12;12
118;2023/10/10;16:59:12;4016;12;11;11;11;12
119;2023/10/10;16:59:22;4017;12;11;12;12;11
120;2023/10/10;16:59:32;4015;12;11;11;11;12
121;2023/10/10;16:59:42;4015;12;11;11;11;12
122;2023/10/10;16:59:52;4016;12;11;11;11;12
123;2023/10/10;17:00:02;4016;12;11;11;11;12
124;2023/10/10;17:00:12;4015;12;11;11;11;12
125;2023/10/10;17:00:22;4013;12;11;11;11;12
126;2023/10/10;17:00:32;4015;12;11;11;11;12
127;2023/10/10;17:00:42;4016;12;11;11;11;12
128;2023/10/10;17:00:52;4016;12;11;12;12;12
129;2023/10/10;17:01:02;4016;12;11;11;11;12
130;2023/10/10;17:01:12;4016;12;11;11;11;12
131;2023/10/10;17:01:22;4017;12;11;11;11;12
132;2023/10/10;17:01:32;4015;12;11;12;11;11
133;2023/10/10;17:01:42;4016;12;11;11;11;12
134;2023/10/10;17:01:52;4018;12;11;12;11;12
135;2023/10/10;17:02:02;4015;12;11;11;11;12
136;2023/10/10;17:02:12;4018;12;11;11;11;12
137;2023/10/10;17:02:22;4018;12;11;11;11;12
138;2023/10/10;17:02:32;4018;12;11;11;11;11
139;2023/10/10;17:02:42;4017;12;11;11;11;12
140;2023/10/10;17:02:52;4017;12;11;12;11;12
141;2023/10/10;17:03:02;4017;12;11;11;11;12
142;2023/10/10;17:03:12;4016;12;11;12;11;12
143;2023/10/10;17:03:22;4015;12;11;12;12;12
144;2023/10/10;17:03:32;4013;12;11;11;11;12
145;2023/10/10;17:03:42;4015;12;11;12;12;12
146;2023/10/10;17:03:52;4017;12;11;11;11;12
147;2023/10/10;17:04:02;4018;12;11;11;12;12
148;2023/10/10;17:04:12;4016;12;11;11;11;12
149;2023/10/10;17:04:22;4018;12;11;12;11;12
150;2023/10/10;17:04:32;4016;12;11;11;11;12
151;2023/10/10;17:04:42;4016;12;11;12;12;12
152;2023/10/10;17:04:53;4017;12;11;11;12;12
153;2023/10/10;17:05:02;4018;12;11;11;11;12
154;2023/10/10;17:05:12;12;12;11;11;11;12
155;2023/10/10;17:05:22;12;12;11;11;11;12
156;2023/10/10;17:05:32;12;12;11;11;11;12
157;2023/10/10;17:05:42;12;12;11;12;12;12
158;2023/10/10;17:05:52;11;12;11;11;11;12
159;2023/10/10;17:06:02;12;12;11;12;11;12
160;2023/10/10;17:06:12;12;12;11;11;11;12
161;2023/10/10;17:06:22;11;12;11;11;11;12
162;2023/10/10;17:06:32;12;12;11;11;11;11
163;2023/10/10;17:06:42;12;12;11;11;12;12
164;2023/10/10;17:06:52;12;12;11;12;11;12
165;2023/10/10;17:07:02;12;12;11;11;11;12
166;2023/10/10;17:07:12;12;12;11;11;11;12
167;2023/10/10;17:07:22;12;12;11;12;12;12
168;2023/10/10;17:07:32;12;12;11;11;12;12
169;2023/10/10;17:07:42;12;12;11;12;11;12
170;2023/10/10;17:07:52;11;12;11;11;11;11
171;2023/10/10;17:08:02;12;12;11;11;11;12
172;2023/10/10;17:08:12;11;12;11;11;11;12
173;2023/10/10;17:08:22;11;12;11;11;11;12
174;2023/10/10;17:08:32;12;12;11;11;11;12
175;2023/10/10;17:08:42;11;12;11;11;12;12
176;2023/10/10;17:08:52;12;12;11;12;12;12
177;2023/10/10;17:09:02;11;12;11;12;11;12
178;2023/10/10;17:09:12;12;12;11;11;12;12
179;2023/10/10;17:09:22;12;12;11;11;11;11
180;2023/10/10;17:09:32;12;12;11;12;11;12
181;2023/10/10;17:09:42;12;12;11;12;11;12
182;2023/10/10;17:09:52;12;12;11;12;11;12
183;2023/10/10;17:10:02;12;12;11;11;11;12
184;2023/10/10;17:10:12;12;12;11;12;11;12
185;2023/10/10;17:10:22;12;12;11;11;11;12
186;2023/10/10;17:10:32;12;12;11;11;11;12
187;2023/10/10;17:10:42;12;12;11;11;11;12
188;2023/10/10;17:10:52;12;12;11;11;11;12
189;2023/10/10;17:11:02;12;12;11;11;11;12
190;2023/10/10;17:11:12;12;12;11;11;11;12
191;2023/10/10;17:11:22;12;12;11;11;11;12
192;2023/10/10;17:11:32;12;12;11;11;11;12
193;2023/10/10;17:11:42;12;12;11;11;12;12
194;2023/10/10;17:11:52;12;12;11;11;11;12
195;2023/10/10;17:12:02;11;12;11;11;11;12
196;2023/10/10;17:12:12;12;12;11;11;11;12
197;2023/10/10;17:12:22;12;12;11;11;11;12
198;2023/10/10;17:12:32;11;12;11;12;12;12
199;2023/10/10;17:12:42;12;12;11;11;11;12
200;2023/10/10;17:12:52;11;12;11;11;12;12
201;2023/10/10;17:13:02;12;12;11;11;11;12
202;2023/10/10;17:13:12;11;12;11;11;11;11
203;2023/10/10;17:13:22;11;12;11;11;12;12
204;2023/10/10;17:13:32;12;12;11;11;11;12
205;2023/10/10;17:13:42;11;12;11;12;11;12
206;2023/10/10;17:13:52;12;12;11;11;11;12
207;2023/10/10;17:14:02;12;12;11;12;11;12
208;2023/10/10;17:14:12;11;12;11;11;11;12
209;2023/10/10;17:14:22;12;12;11;11;11;12
210;2023/10/10;17:14:32;12;12;11;11;12;12
211;2023/10/10;17:14:42;12;12;11;11;11;12
212;2023/10/10;17:14:52;12;12;11;11;11;12
213;2023/10/10;17:15:02;12;12;11;11;11;12
214;2023/10/10;17:15:12;12;12;11;11;11;12
215;2023/10/10;17:15:22;11;12;11;11;11;12
216;2023/10/10;17:15:32;11;12;11;12;11;12
217;2023/10/10;17:15:42;11;12;11;11;11;12
218;2023/10/10;17:15:52;12;12;11;11;11;12
219;2023/10/10;17:16:02;12;12;11;12;11;12
220;2023/10/10;17:16:12;12;12;11;11;11;12
221;2023/10/10;17:16:22;11;12;11;11;11;12
222;2023/10/10;17:16:32;11;12;11;12;11;12
223;2023/10/10;17:16:42;12;12;11;11;11;12
224;2023/10/10;17:16:52;12;12;11;11;11;12
225;2023/10/10;17:17:02;12;12;11;11;11;12
226;2023/10/10;17:17:12;12;12;11;11;11;12
227;2023/10/10;17:17:22;11;12;11;11;11;12
228;2023/10/10;17:17:32;12;12;11;11;12;12
229;2023/10/10;17:17:42;11;12;11;11;11;12
230;2023/10/10;17:17:52;12;12;11;11;11;12
231;2023/10/10;17:18:02;12;12;11;12;11;12
232;2023/10/10;17:18:12;12;12;11;11;12;12
233;2023/10/10;17:18:22;11;12;11;11;11;12
234;2023/10/10;17:18:32;12;12;11;11;11;12
235;2023/10/10;17:18:42;12;12;11;11;11;12
236;2023/10/10;17:18:52;12;12;11;11;11;12
237;2023/10/10;17:19:02;11;12;11;12;11;12
238;2023/10/10;17:19:12;12;12;11;11;11;12
239;2023/10/10;17:19:22;11;12;11;11;11;12
240;2023/10/10;17:19:32;12;12;11;11;11;12
241;2023/10/10;17:19:42;12;12;11;11;11;12
242;2023/10/10;17:19:52;11;12;11;12;11;12
243;2023/10/10;17:20:02;12;12;11;11;11;12
244;2023/10/10;17:20:12;12;12;11;11;12;12
245;2023/10/10;17:20:22;11;12;11;11;11;12
246;2023/10/10;17:20:32;12;12;11;12;11;12
247;2023/10/10;17:20:42;12;12;11;11;11;12
248;2023/10/10;17:20:52;11;12;11;11;11;12
249;2023/10/10;17:21:02;11;12;11;11;11;12
250;2023/10/10;17:21:12;12;12;11;11;11;12
251;2023/10/10;17:21:22;12;12;11;11;11;12
252;2023/10/10;17:21:32;12;12;11;11;11;12
253;2023/10/10;17:21:42;12;12;11;11;11;12
254;2023/10/10;17:21:52;12;12;11;11;11;12
255;2023/10/10;17:22:02;12;12;11;12;11;12
256;2023/10/10;17:22:12;12;12;11;11;11;12
257;2023/10/10;17:22:22;11;12;11;11;11;12
258;2023/10/10;17:22:32;12;12;11;11;11;11
259;2023/10/10;17:22:42;12;12;11;11;11;11
260;2023/10/10;17:22:52;11;12;11;11;11;12
261;2023/10/10;17:23:02;12;12;11;11;11;12
262;2023/10/10;17:23:12;12;12;11;11;11;12
263;2023/10/10;17:23:22;12;12;11;11;11;12
264;2023/10/10;17:23:32;12;12;11;11;11;11
265;2023/10/10;17:23:42;11;12;11;12;11;12
266;2023/10/10;17:23:52;12;12;11;11;11;12
267;2023/10/10;17:24:02;11;12;11;11;11;11
268;2023/10/10;17:24:12;12;12;11;11;11;12
269;2023/10/10;17:24:22;11;12;11;11;11;12
270;2023/10/10;17:24:32;12;12;11;11;11;12
271;2023/10/10;17:24:42;12;12;11;12;11;12
272;2023/10/10;17:24:52;11;12;11;11;11;12
273;2023/10/10;17:25:02;12;12;11;11;11;12
274;2023/10/10;17:25:12;12;12;11;11;11;12
275;2023/10/10;17:25:22;12;12;11;11;11;12
276;2023/10/10;17:25:32;11;12;11;11;11;11
277;2023/10/10;17:25:42;11;12;11;11;11;12
278;2023/10/10;17:25:52;12;12;11;11;11;12
279;2023/10/10;17:26:02;11;12;11;11;11;12
280;2023/10/10;17:26:12;11;12;11;11;11;12
281;2023/10/10;17:26:22;11;12;11;12;11;12
282;2023/10/10;17:26:32;12;12;11;12;11;12
283;2023/10/10;17:26:42;11;12;11;11;11;12
284;2023/10/10;17:26:52;12;12;11;11;11;12
285;2023/10/10;17:27:02;11;12;11;11;11;12
286;2023/10/10;17:27:12;11;12;11;11;11;12
287;2023/10/10;17:27:22;11;12;11;11;11;12
288;2023/10/10;17:27:32;11;12;11;11;11;12
289;2023/10/10;17:27:42;11;12;11;12;11;12
290;2023/10/10;17:27:52;11;12;11;11;11;12
291;2023/10/10;17:28:02;11;12;11;11;11;12
292;2023/10/10;17:28:12;11;12;11;11;12;12
293;2023/10/10;17:28:22;12;12;11;11;12;12
294;2023/10/10;17:28:32;12;12;11;11;11;12
295;2023/10/10;17:28:42;11;12;11;11;11;12
296;2023/10/10;17:28:52;11;12;11;11;11;12
297;2023/10/10;17:29:02;11;12;11;11;11;12
298;2023/10/10;17:29:12;11;12;11;11;11;12
299;2023/10/10;17:29:22;12;12;11;11;11;12
300;2023/10/10;17:29:32;11;12;11;11;11;12
301;2023/10/10;17:29:42;11;12;11;11;11;12
302;2023/10/10;17:29:52;11;12;11;12;11;12
303;2023/10/10;17:30:02;12;12;11;11;11;12
304;2023/10/10;17:30:12;12;12;11;11;11;12
305;2023/10/10;17:30:22;11;12;11;11;11;12
306;2023/10/10;17:30:32;12;12;11;11;11;11
307;2023/10/10;17:30:42;12;12;11;11;11;12
308;2023/10/10;17:30:52;11;12;11;11;11;12
309;2023/10/10;17:31:02;11;12;11;11;11;12
310;2023/10/10;17:31:12;11;12;11;11;11;11
311;2023/10/10;17:31:22;11;12;11;11;11;12
312;2023/10/10;17:31:32;12;12;11;11;11;12
313;2023/10/10;17:31:42;11;12;11;11;11;12
314;2023/10/10;17:31:52;11;12;11;11;11;12
315;2023/10/10;17:32:02;11;12;11;12;11;12
316;2023/10/10;17:32:12;11;12;11;11;11;12
317;2023/10/10;17:32:22;12;12;11;11;11;12
318;2023/10/10;17:32:32;11;12;11;11;11;12
319;2023/10/10;17:32:42;11;12;11;11;12;11
320;2023/10/10;17:32:52;11;12;11;11;11;12
321;2023/10/10;17:33:02;11;12;11;11;11;12
322;2023/10/10;17:33:12;12;12;11;11;11;11
323;2023/10/10;17:33:22;12;12;11;11;11;12
324;2023/10/10;17:33:32;11;12;11;11;11;12
325;2023/10/10;17:33:42;11;12;11;11;11;12
326;2023/10/10;17:33:52;12;12;11;11;11;12
327;2023/10/10;17:34:02;12;12;11;11;11;12
328;2023/10/10;17:34:12;12;12;11;11;11;12
329;2023/10/10;17:34:22;11;12;11;11;11;12
330;2023/10/10;17:34:32;12;12;11;11;11;12
331;2023/10/10;17:34:42;11;12;11;11;11;12
332;2023/10/10;17:34:52;12;12;11;11;11;12
333;2023/10/10;17:35:02;12;12;11;11;11;12
334;2023/10/10;17:35:12;11;12;11;11;11;12
335;2023/10/10;17:35:22;12;12;11;11;11;12
336;2023/10/10;17:35:32;12;12;11;11;11;12
337;2023/10/10;17:35:42;12;12;11;11;11;11
338;2023/10/10;17:35:52;11;12;11;11;11;12
339;2023/10/10;17:36:02;12;12;11;11;12;12
340;2023/10/10;17:36:12;11;12;11;11;11;12
341;2023/10/10;17:36:22;11;12;11;11;11;12
342;2023/10/10;17:36:32;11;12;11;11;11;12
343;2023/10/10;17:36:42;11;12;11;11;11;12
344;2023/10/10;17:36:52;11;12;11;11;11;12
345;2023/10/10;17:37:02;12;12;11;11;11;11
346;2023/10/10;17:37:12;11;12;11;11;11;11
347;2023/10/10;17:37:22;12;12;11;11;11;11
348;2023/10/10;17:37:32;11;12;11;11;11;11
349;2023/10/10;17:37:42;12;12;11;11;11;12
350;2023/10/10;17:37:52;12;12;11;11;11;11
351;2023/10/10;17:38:02;12;12;11;11;11;12
352;2023/10/10;17:38:12;12;12;11;11;11;12
353;2023/10/10;17:38:22;11;12;11;11;11;11
354;2023/10/10;17:38:32;11;12;11;11;11;12
355;2023/10/10;17:38:42;12;12;11;11;11;12
356;2023/10/10;17:38:52;12;12;11;11;11;11
357;2023/10/10;17:39:02;11;12;11;11;11;12
358;2023/10/10;17:39:12;11;12;11;11;11;12
359;2023/10/10;17:39:22;11;12;11;11;11;11
360;2023/10/10;17:39:32;12;12;11;11;11;11
361;2023/10/10;17:39:42;11;12;11;11;11;12
362;2023/10/10;17:39:52;12;12;11;11;11;12
363;2023/10/10;17:40:02;12;12;11;11;11;12
364;2023/10/10;17:40:12;11;12;11;11;11;11
365;2023/10/10;17:40:22;11;12;11;11;11;12
366;2023/10/10;17:40:32;11;12;11;11;11;12
367;2023/10/10;17:40:42;11;12;11;11;11;11
368;2023/10/10;17:40:52;11;12;11;11;11;11
369;2023/10/10;17:41:02;11;12;11;11;11;12
370;2023/10/10;17:41:12;11;12;11;11;11;12
371;2023/10/10;17:41:22;11;12;11;11;11;11
372;2023/10/10;17:41:32;11;12;11;11;11;12
373;2023/10/10;17:41:42;12;12;11;11;11;12
374;2023/10/10;17:41:52;12;12;11;11;11;12
375;2023/10/10;17:42:02;11;11;11;12;11;12
376;2023/10/10;17:42:12;11;12;11;11;11;12
377;2023/10/10;17:42:22;11;12;11;11;11;11
378;2023/10/10;17:42:32;11;12;11;11;11;12
379;2023/10/10;17:42:42;11;12;11;11;11;12
380;2023/10/10;17:42:52;12;12;11;11;11;12
381;2023/10/10;17:43:02;12;12;11;11;11;12
382;2023/10/10;17:43:12;12;12;11;11;11;12
383;2023/10/10;17:43:22;11;12;11;11;11;12
384;2023/10/10;17:43:32;12;12;11;11;11;12
385;2023/10/10;17:43:42;11;12;11;11;11;11
386;2023/10/10;17:43:52;12;12;11;11;11;11
387;2023/10/10;17:44:02;11;12;11;11;11;12
388;2023/10/10;17:44:12;11;12;11;11;11;12
389;2023/10/10;17:44:22;11;12;11;11;11;12
390;2023/10/10;17:44:32;11;12;11;11;11;12
391;2023/10/10;17:44:42;11;12;11;11;11;12
392;2023/10/10;17:44:52;12;12;11;11;11;11
393;2023/10/10;17:45:02;11;12;11;11;11;12
394;2023/10/10;17:45:12;11;12;11;12;11;12
395;2023/10/10;17:45:22;12;12;11;11;11;12
396;2023/10/10;17:45:32;11;12;11;11;11;12
397;2023/10/10;17:45:42;12;12;11;11;11;12
398;2023/10/10;17:45:52;11;12;11;11;11;12
399;2023/10/10;17:46:02;12;12;11;11;12;12
400;2023/10/10;17:46:12;11;12;11;11;11;11
401;2023/10/10;17:46:22;11;12;11;11;11;11
402;2023/10/10;17:46:32;11;12;11;11;11;11
403;2023/10/10;17:46:42;11;12;11;11;11;12
404;2023/10/10;17:46:52;11;12;11;11;11;12
405;2023/10/10;17:47:02;12;12;11;11;11;12
406;2023/10/10;17:47:12;11;12;11;11;11;12
407;2023/10/10;17:47:22;12;12;11;11;11;12
408;2023/10/10;17:47:32;12;12;11;11;11;12
409;2023/10/10;17:47:42;11;12;11;11;11;12
410;2023/10/10;17:47:52;11;12;11;11;11;11
411;2023/10/10;17:48:02;12;12;11;11;11;12
412;2023/10/10;17:48:12;11;12;11;11;11;12
413;2023/10/10;17:48:22;12;12;11;11;11;12
414;2023/10/10;17:48:32;11;12;11;11;11;11
415;2023/10/10;17:48:42;11;12;11;11;11;11
416;2023/10/10;17:48:52;11;12;11;11;11;12
417;2023/10/10;17:49:02;11;12;11;11;11;11
418;2023/10/10;17:49:12;12;12;11;11;11;12
419;2023/10/10;17:49:22;11;12;11;11;11;12
420;2023/10/10;17:49:32;11;12;11;11;11;11
421;2023/10/10;17:49:42;11;12;11;11;11;12
422;2023/10/10;17:49:52;12;12;11;11;11;12
423;2023/10/10;17:50:02;12;12;10;11;11;11
424;2023/10/10;17:50:12;4017;12;11;11;11;11
425;2023/10/10;17:50:22;4019;12;11;11;11;12
426;2023/10/10;17:50:32;4017;11;11;11;11;12
427;2023/10/10;17:50:42;4018;12;11;11;11;12
428;2023/10/10;17:50:52;4019;12;11;11;11;12
429;2023/10/10;17:51:02;4018;12;11;11;11;11
430;2023/10/10;17:51:12;4016;12;11;11;11;12
431;2023/10/10;17:51:22;4013;12;11;11;11;12
432;2023/10/10;17:51:32;4018;11;11;11;11;11
433;2023/10/10;17:51:42;4017;12;11;11;11;12
434;2023/10/10;17:51:52;4016;12;11;11;11;12
435;2023/10/10;17:52:02;4019;12;11;11;11;12
436;2023/10/10;17:52:12;4016;12;11;11;11;11
437;2023/10/10;17:52:22;4018;12;11;11;11;11
438;2023/10/10;17:52:32;4018;12;11;11;11;11
439;2023/10/10;17:52:42;4017;12;11;11;11;12
440;2023/10/10;17:52:52;4017;11;11;11;11;12
441;2023/10/10;17:53:02;4017;11;11;11;11;11
442;2023/10/10;17:53:12;4017;12;11;11;11;11
443;2023/10/10;17:53:22;4017;12;11;11;11;12
444;2023/10/10;17:53:32;4018;12;11;11;11;12
445;2023/10/10;17:53:42;4017;12;11;12;11;12
446;2023/10/10;17:53:52;4018;12;11;11;11;11
447;2023/10/10;17:54:02;4017;12;11;11;11;12
448;2023/10/10;17:54:12;4018;12;11;11;11;12
449;2023/10/10;17:54:22;4019;12;11;11;11;12
450;2023/10/10;17:54:32;4017;12;11;11;11;12
451;2023/10/10;17:54:42;4018;12;11;11;11;12
452;2023/10/10;17:54:52;4018;12;11;11;11;12
453;2023/10/10;17:55:02;4015;12;11;12;11;11
454;2023/10/10;17:55:12;4017;12;11;11;11;12
455;2023/10/10;17:55:22;4017;12;11;11;11;11
456;2023/10/10;17:55:32;4017;12;11;11;11;12
457;2023/10/10;17:55:42;4016;12;11;11;11;12
458;2023/10/10;17:55:52;4018;12;11;11;11;12
459;2023/10/10;17:56:02;4017;12;11;11;11;11
460;2023/10/10;17:56:12;4018;12;11;11;11;12
461;2023/10/10;17:56:22;4019;12;11;11;11;12
462;2023/10/10;17:56:32;4018;12;11;11;11;12
463;2023/10/10;17:56:42;4019;12;11;11;11;12
464;2023/10/10;17:56:52;4017;12;11;11;11;12
465;2023/10/10;17:57:02;4017;11;11;11;11;12
466;2023/10/10;17:57:12;4019;12;11;11;11;11
467;2023/10/10;17:57:22;4020;12;11;12;11;11
468;2023/10/10;17:57:32;4017;12;11;11;11;12
469;2023/10/10;17:57:42;4017;11;11;11;11;11
470;2023/10/10;17:57:52;4016;12;11;11;11;12
471;2023/10/10;17:58:02;4017;12;11;11;11;12
472;2023/10/10;17:58:12;4017;12;11;11;11;12
473;2023/10/10;17:58:22;4015;12;11;12;11;12
474;2023/10/10;17:58:32;4016;12;11;11;11;11
475;2023/10/10;17:58:42;4016;12;11;11;11;12
476;2023/10/10;17:58:52;4017;12;11;11;11;12
477;2023/10/10;17:59:02;4017;12;11;11;11;11
478;2023/10/10;17:59:12;4015;12;11;11;11;12
479;2023/10/10;17:59:22;4017;12;11;11;12;11
480;2023/10/10;17:59:32;4019;12;11;11;11;11
481;2023/10/10;17:59:42;4018;12;11;11;11;12
482;2023/10/10;17:59:52;4015;12;11;11;11;12
483;2023/10/10;18:00:02;4018;12;11;11;12;11
484;2023/10/10;18:00:12;4016;12;11;11;11;12
485;2023/10/10;18:00:22;4017;12;11;11;11;12
486;2023/10/10;18:00:32;4018;12;11;11;11;12
487;2023/10/10;18:00:42;4017;11;11;11;11;12
488;2023/10/10;18:00:52;4017;12;11;11;11;12
489;2023/10/10;18:01:02;4017;11;11;11;11;12
490;2023/10/10;18:01:12;4018;12;11;11;11;11
491;2023/10/10;18:01:22;4017;12;11;11;11;12
492;2023/10/10;18:01:32;4017;11;11;11;11;11
493;2023/10/10;18:01:42;4018;12;11;11;11;12
494;2023/10/10;18:01:52;4016;12;11;11;11;11
495;2023/10/10;18:02:02;4015;11;11;12;11;12
496;2023/10/10;18:02:12;4017;11;11;11;11;12
497;2023/10/10;18:02:22;4016;12;11;11;11;12
498;2023/10/10;18:02:32;4018;12;11;11;11;12
499;2023/10/10;18:02:42;4017;12;11;11;11;12
500;2023/10/10;18:02:52;4019;12;11;12;11;11
501;2023/10/10;18:03:02;4019;12;11;11;11;12
502;2023/10/10;18:03:12;4020;12;11;11;11;12
503;2023/10/10;18:03:22;4017;12;11;11;11;11
504;2023/10/10;18:03:32;4018;12;11;11;11;12
