Line;Date;Time;PT0 (degC);PT1 (degC);PT2 (degC);PT3 (degC);PT4 (degC);PT5 (degC);PT6 (degC);PT7 (degC)
76;2023/10/11;00:12:43;434;431;431;439;431;430;431;0
77;2023/10/11;00:12:53;433;430;430;437;431;430;430;0
78;2023/10/11;00:13:03;435;431;431;439;430;431;431;0
79;2023/10/11;00:13:13;434;431;431;439;430;431;431;0
80;2023/10/11;00:13:23;434;431;431;439;431;431;431;0
81;2023/10/11;00:13:33;435;431;430;439;431;430;431;0
82;2023/10/11;00:13:43;435;431;431;439;431;430;431;0
83;2023/10/11;00:13:53;435;431;430;439;431;430;431;0
84;2023/10/11;00:14:03;435;431;430;437;431;431;431;0
85;2023/10/11;00:14:13;435;433;430;439;431;431;431;0
86;2023/10/11;00:14:23;435;431;431;439;431;431;431;0
87;2023/10/11;00:14:33;434;430;429;439;430;431;430;0
88;2023/10/11;00:14:43;437;433;431;439;431;431;431;0
89;2023/10/11;00:14:53;434;431;431;439;431;431;431;0
90;2023/10/11;00:15:03;434;431;430;437;430;431;430;0
91;2023/10/11;00:15:13;434;431;429;437;431;430;431;0
92;2023/10/11;00:15:23;434;431;431;439;431;431;431;0
93;2023/10/11;00:15:33;434;431;431;439;431;431;431;0
94;2023/10/11;00:15:43;434;431;430;437;430;430;431;0
95;2023/10/11;00:15:53;434;431;430;439;431;430;431;0
96;2023/10/11;00:16:03;434;431;431;439;431;431;431;0
97;2023/10/11;00:16:13;434;431;430;437;431;430;431;0
98;2023/10/11;00:16:23;437;433;431;439;431;430;431;0
99;2023/10/11;00:16:33;433;431;429;439;431;430;431;0
100;2023/10/11;00:16:43;437;433;430;439;431;431;433;0
101;2023/10/11;00:16:53;435;431;431;439;431;431;431;0
102;2023/10/11;00:17:03;434;431;429;439;430;431;431;0
103;2023/10/11;00:17:13;433;431;430;437;430;429;431;0
104;2023/10/11;00:17:23;434;431;429;437;429;430;431;0
105;2023/10/11;00:17:33;434;431;431;439;431;431;431;0
106;2023/10/11;00:17:43;433;431;430;439;430;431;431;0
107;2023/10/11;00:17:53;435;433;431;439;431;431;431;0
108;2023/10/11;00:18:03;434;431;430;437;431;431;431;0
109;2023/10/11;00:18:13;437;433;431;439;431;430;431;0
110;2023/10/11;00:18:23;433;431;429;437;431;430;431;0
111;2023/10/11;00:18:33;435;431;430;439;431;431;433;0
112;2023/10/11;00:18:43;434;431;430;437;431;430;431;0
113;2023/10/11;00:18:53;433;431;430;439;431;430;431;0
114;2023/10/11;00:19:03;434;431;430;439;430;430;431;0
115;2023/10/11;00:19:13;435;431;431;439;431;431;433;0
116;2023/10/11;00:19:23;435;433;431;439;431;431;433;0
117;2023/10/11;00:19:33;434;431;431;439;431;431;430;0
118;2023/10/11;00:19:43;435;433;431;439;431;431;433;0
119;2023/10/11;00:19:53;437;433;431;439;431;431;431;0
120;2023/10/11;00:20:03;435;431;431;437;431;431;431;0
121;2023/10/11;00:20:13;434;431;430;439;431;430;431;0
122;2023/10/11;00:20:23;434;431;430;439;431;430;431;0
123;2023/10/11;00:20:33;434;431;431;439;431;431;431;0
124;2023/10/11;00:20:43;435;433;431;439;431;431;431;0
125;2023/10/11;00:20:53;435;431;430;439;431;431;433;0
126;2023/10/11;00:21:03;434;431;430;437;431;431;431;0
127;2023/10/11;00:21:13;435;433;431;439;431;431;433;0
128;2023/10/11;00:21:23;435;433;431;439;431;431;431;0
129;2023/10/11;00:21:33;435;433;431;439;431;431;431;0
130;2023/10/11;00:21:43;435;431;431;439;433;431;431;0
131;2023/10/11;00:21:53;435;433;431;439;431;431;431;0
132;2023/10/11;00:22:03;435;433;431;439;431;431;433;0
133;2023/10/11;00:22:13;435;431;430;439;431;431;433;0
134;2023/10/11;00:22:23;435;433;431;439;431;431;431;0
135;2023/10/11;00:22:33;437;433;431;439;431;431;431;0
136;2023/10/11;00:22:43;435;433;431;439;431;431;433;0
137;2023/10/11;00:22:53;435;431;431;439;431;431;431;0
138;2023/10/11;00:23:03;435;433;431;439;431;431;433;0
139;2023/10/11;00:23:13;437;433;431;439;431;431;431;0
140;2023/10/11;00:23:23;437;433;431;439;433;431;433;0
141;2023/10/11;00:23:33;433;431;431;439;431;431;431;0
142;2023/10/11;00:23:43;437;433;431;439;431;431;431;0
143;2023/10/11;00:23:53;437;433;431;439;431;431;431;0
144;2023/10/11;00:24:03;435;433;431;439;431;431;433;0
145;2023/10/11;00:24:13;435;431;431;439;431;430;431;0
146;2023/10/11;00:24:23;437;433;431;439;433;431;431;0
147;2023/10/11;00:24:33;435;433;431;439;431;431;433;0
148;2023/10/11;00:24:43;434;431;430;437;431;431;431;0
149;2023/10/11;00:24:53;437;433;431;439;431;431;431;0
150;2023/10/11;00:25:03;435;433;431;439;433;431;433;0
151;2023/10/11;00:25:13;437;433;431;439;433;431;433;0
152;2023/10/11;00:25:23;435;430;431;439;431;431;431;0
153;2023/10/11;00:25:33;435;433;431;439;431;431;431;0
154;2023/10/11;00:25:43;437;433;431;439;431;431;431;0
155;2023/10/11;00:25:53;434;431;430;439;431;431;430;0
156;2023/10/11;00:26:03;437;433;431;439;433;431;433;0
157;2023/10/11;00:26:13;435;433;431;439;431;431;431;0
158;2023/10/11;00:26:23;437;433;431;439;433;431;433;0
159;2023/10/11;00:26:33;435;433;431;440;433;431;431;0
160;2023/10/11;00:26:43;435;433;431;439;433;431;431;0
161;2023/10/11;00:26:53;437;433;431;439;431;431;433;0
162;2023/10/11;00:27:03;437;433;431;439;433;430;433;0
163;2023/10/11;00:27:13;435;433;430;439;431;430;431;0
164;2023/10/11;00:27:23;437;433;431;439;433;431;433;0
165;2023/10/11;00:27:33;437;433;431;439;431;431;433;0
166;2023/10/11;00:27:43;435;433;431;440;431;431;431;0
167;2023/10/11;00:27:53;435;433;431;439;433;431;433;0
168;2023/10/11;00:28:03;437;433;433;440;434;433;433;0
169;2023/10/11;00:28:13;437;433;431;439;433;431;433;0
170;2023/10/11;00:28:23;435;433;431;439;433;431;433;0
171;2023/10/11;00:28:33;437;433;433;441;433;433;433;0
172;2023/10/11;00:28:43;437;433;431;440;433;431;431;0
173;2023/10/11;00:28:53;437;433;431;439;433;431;433;0
174;2023/10/11;00:29:03;435;431;431;439;431;431;431;0
175;2023/10/11;00:29:13;434;433;431;439;433;431;433;0
176;2023/10/11;00:29:23;437;433;431;439;433;431;433;0
177;2023/10/11;00:29:33;437;433;431;439;433;433;431;0
178;2023/10/11;00:29:43;437;433;431;439;433;431;433;0
179;2023/10/11;00:29:53;435;433;430;439;431;430;431;0
180;2023/10/11;00:30:03;435;431;431;439;431;431;431;0
181;2023/10/11;00:30:13;435;433;431;439;433;431;433;0
182;2023/10/11;00:30:23;435;433;431;439;431;431;431;0
183;2023/10/11;00:30:33;437;433;431;439;433;430;433;0
184;2023/10/11;00:30:43;435;433;430;439;431;431;431;0
185;2023/10/11;00:30:53;437;433;431;439;431;431;431;0
186;2023/10/11;00:31:03;437;433;431;441;433;431;433;0
187;2023/10/11;00:31:13;435;433;430;439;433;431;433;0
188;2023/10/11;00:31:23;435;433;431;439;433;431;431;0
189;2023/10/11;00:31:33;435;433;431;439;433;431;431;0
190;2023/10/11;00:31:43;435;433;431;439;431;431;431;0
191;2023/10/11;00:31:53;435;433;431;439;433;431;431;0
192;2023/10/11;00:32:03;437;433;433;439;433;433;433;0
193;2023/10/11;00:32:13;437;433;433;440;433;431;433;0
194;2023/10/11;00:32:23;437;433;431;440;433;431;433;0
195;2023/10/11;00:32:33;434;433;431;439;433;431;431;0
196;2023/10/11;00:32:43;437;433;431;440;433;433;433;0
197;2023/10/11;00:32:53;435;433;433;440;433;431;433;0
198;2023/10/11;00:33:03;437;433;431;440;433;431;433;0
199;2023/10/11;00:33:13;437;433;431;439;431;431;431;0
200;2023/10/11;00:33:23;437;433;430;439;431;430;431;0
201;2023/10/11;00:33:33;437;433;431;440;433;433;433;0
202;2023/10/11;00:33:43;437;433;431;439;433;431;433;0
203;2023/10/11;00:33:53;437;433;431;439;433;431;433;0
204;2023/10/11;00:34:03;437;434;431;440;433;433;433;0
205;2023/10/11;00:34:13;435;433;433;440;433;431;433;0
206;2023/10/11;00:34:23;435;433;433;439;433;433;433;0
207;2023/10/11;00:34:33;437;433;431;440;433;433;433;0
208;2023/10/11;00:34:43;437;433;431;439;433;433;433;0
209;2023/10/11;00:34:53;437;433;431;439;433;431;433;0
210;2023/10/11;00:35:03;435;433;431;439;433;433;433;0
211;2023/10/11;00:35:13;435;433;431;439;433;431;431;0
212;2023/10/11;00:35:23;437;434;433;440;433;433;433;0
213;2023/10/11;00:35:33;437;433;433;439;433;433;433;0
214;2023/10/11;00:35:43;435;433;431;439;433;431;433;0
215;2023/10/11;00:35:53;437;433;433;440;433;433;433;0
216;2023/10/11;00:36:03;435;433;431;439;433;431;433;0
217;2023/10/11;00:36:13;437;433;431;439;433;431;433;0
218;2023/10/11;00:36:23;435;433;431;439;433;431;433;0
219;2023/10/11;00:36:33;435;433;431;439;433;431;431;0
220;2023/10/11;00:36:43;437;433;431;439;433;430;433;0
221;2023/10/11;00:36:53;435;433;431;439;433;431;433;0
222;2023/10/11;00:37:03;437;433;433;440;433;431;433;0
223;2023/10/11;00:37:13;437;433;431;439;433;431;431;0
224;2023/10/11;00:37:23;437;433;431;440;433;433;433;0
225;2023/10/11;00:37:33;437;433;431;439;433;431;433;0
226;2023/10/11;00:37:43;437;433;433;440;433;433;433;0
227;2023/10/11;00:37:53;437;433;433;441;433;433;433;0
228;2023/10/11;00:38:03;437;433;433;440;433;433;433;0
229;2023/10/11;00:38:13;437;434;433;441;433;433;434;0
230;2023/10/11;00:38:23;437;433;431;440;433;431;433;0
231;2023/10/11;00:38:33;437;433;433;440;433;433;433;0
232;2023/10/11;00:38:43;437;433;433;439;434;431;433;0
233;2023/10/11;00:38:53;435;433;431;439;433;431;433;0
234;2023/10/11;00:39:03;435;433;431;439;433;431;431;0
235;2023/10/11;00:39:13;437;434;433;440;433;433;431;0
236;2023/10/11;00:39:23;437;433;431;439;433;431;431;0
237;2023/10/11;00:39:33;437;433;431;439;431;431;433;0
238;2023/10/11;00:39:43;437;433;431;440;433;431;433;0
239;2023/10/11;00:39:53;437;433;431;439;434;433;433;0
240;2023/10/11;00:40:03;439;434;433;440;433;433;433;0
241;2023/10/11;00:40:13;435;433;431;439;433;431;433;0
242;2023/10/11;00:40:23;437;434;431;441;433;431;433;0
243;2023/10/11;00:40:33;437;433;433;441;433;433;433;0
244;2023/10/11;00:40:43;439;433;431;439;433;431;431;0
245;2023/10/11;00:40:53;437;433;433;439;433;431;433;0
246;2023/10/11;00:41:03;437;434;433;440;433;433;433;0
247;2023/10/11;00:41:13;439;434;431;440;433;433;433;0
248;2023/10/11;00:41:23;437;433;433;440;433;431;433;0
249;2023/10/11;00:41:33;437;433;433;440;433;433;434;0
250;2023/10/11;00:41:43;437;434;433;441;433;433;434;0
251;2023/10/11;00:41:53;437;434;433;440;434;433;434;0
252;2023/10/11;00:42:03;437;434;433;440;433;433;433;0
253;2023/10/11;00:42:13;437;433;433;440;433;431;433;0
254;2023/10/11;00:42:23;437;433;431;439;433;431;433;0
255;2023/10/11;00:42:33;437;433;433;441;433;433;433;0
256;2023/10/11;00:42:43;437;433;433;440;433;433;433;0
257;2023/10/11;00:42:53;435;433;431;440;433;431;431;0
258;2023/10/11;00:43:03;437;433;431;440;433;431;433;0
259;2023/10/11;00:43:13;437;433;431;439;433;433;433;0
260;2023/10/11;00:43:23;437;433;431;440;433;431;431;0
261;2023/10/11;00:43:33;437;433;433;441;433;433;434;0
262;2023/10/11;00:43:43;439;433;433;440;434;433;434;0
263;2023/10/11;00:43:53;439;433;433;440;433;433;434;0
264;2023/10/11;00:44:03;439;434;433;441;433;431;434;0
265;2023/10/11;00:44:13;437;435;433;441;434;433;433;0
266;2023/10/11;00:44:23;439;433;433;440;433;433;433;0
267;2023/10/11;00:44:33;437;434;433;440;434;433;433;0
268;2023/10/11;00:44:43;437;434;433;441;433;433;434;0
269;2023/10/11;00:44:53;437;433;431;440;433;433;433;0
270;2023/10/11;00:45:03;437;434;433;441;434;433;433;0
271;2023/10/11;00:45:13;437;434;433;441;433;433;433;0
272;2023/10/11;00:45:23;437;433;431;439;433;433;433;0
273;2023/10/11;00:45:33;437;434;433;441;434;433;435;0
274;2023/10/11;00:45:43;437;434;433;440;433;433;434;0
275;2023/10/11;00:45:53;437;433;431;440;433;433;433;0
276;2023/10/11;00:46:03;437;434;433;440;434;433;433;0
277;2023/10/11;00:46:13;437;435;433;441;433;433;434;0
278;2023/10/11;00:46:23;435;433;431;440;433;431;434;0
279;2023/10/11;00:46:33;437;433;431;440;433;431;433;0
280;2023/10/11;00:46:43;439;434;433;440;434;433;434;0
281;2023/10/11;00:46:53;437;434;433;440;433;433;434;0
282;2023/10/11;00:47:03;437;434;433;441;434;433;433;0
283;2023/10/11;00:47:13;437;434;433;442;434;433;433;0
284;2023/10/11;00:47:23;437;433;431;439;433;433;433;0
285;2023/10/11;00:47:33;439;434;433;440;433;433;433;0
286;2023/10/11;00:47:43;437;433;433;441;434;433;433;0
287;2023/10/11;00:47:53;437;433;431;440;433;431;433;0
288;2023/10/11;00:48:03;437;433;433;439;433;431;433;0
289;2023/10/11;00:48:13;439;434;433;441;433;433;434;0
290;2023/10/11;00:48:23;439;434;433;441;433;433;434;0
291;2023/10/11;00:48:33;439;434;433;441;433;433;434;0
292;2023/10/11;00:48:43;437;433;433;439;433;431;433;0
293;2023/10/11;00:48:53;437;433;433;439;433;433;433;0
294;2023/10/11;00:49:03;437;434;433;441;433;433;434;0
295;2023/10/11;00:49:13;439;435;433;441;433;431;435;0
296;2023/10/11;00:49:23;439;434;433;441;433;433;433;0
297;2023/10/11;00:49:33;439;434;433;441;433;433;434;0
298;2023/10/11;00:49:43;439;434;433;441;433;433;434;0
299;2023/10/11;00:49:53;437;434;433;440;434;433;434;0
300;2023/10/11;00:50:03;437;434;433;441;433;433;434;0
301;2023/10/11;00:50:13;437;433;433;441;434;433;433;0
302;2023/10/11;00:50:23;437;433;433;440;433;433;433;0
303;2023/10/11;00:50:33;437;434;433;439;433;433;433;0
304;2023/10/11;00:50:43;437;434;433;441;433;433;435;0
305;2023/10/11;00:50:53;437;434;433;441;434;433;433;0
306;2023/10/11;00:51:03;439;434;433;441;433;433;434;0
307;2023/10/11;00:51:13;437;435;433;441;433;433;434;0
308;2023/10/11;00:51:23;437;433;433;440;433;431;433;0
309;2023/10/11;00:51:33;439;434;433;440;433;433;434;0
310;2023/10/11;00:51:43;437;433;433;440;433;433;433;0
311;2023/10/11;00:51:53;437;433;431;440;433;433;433;0
312;2023/10/11;00:52:03;437;433;433;440;433;433;433;0
313;2023/10/11;00:52:13;437;433;433;439;433;433;433;0
314;2023/10/11;00:52:23;439;435;433;442;433;433;433;0
315;2023/10/11;00:52:33;437;433;433;440;433;433;433;0
316;2023/10/11;00:52:43;439;435;433;440;433;434;435;0
317;2023/10/11;00:52:53;437;434;433;441;434;433;434;0
318;2023/10/11;00:53:03;439;434;433;441;433;433;433;0
319;2023/10/11;00:53:13;439;434;433;441;433;433;434;0
320;2023/10/11;00:53:23;439;434;433;442;433;433;434;0
321;2023/10/11;00:53:33;437;433;433;440;433;433;433;0
322;2023/10/11;00:53:43;437;434;433;440;433;431;433;0
323;2023/10/11;00:53:53;439;435;433;441;433;433;434;0
324;2023/10/11;00:54:03;437;433;433;441;433;433;434;0
325;2023/10/11;00:54:13;439;434;433;441;434;433;434;0
326;2023/10/11;00:54:23;437;434;433;441;433;433;433;0
327;2023/10/11;00:54:33;437;434;431;441;433;433;433;0
328;2023/10/11;00:54:43;439;434;433;442;433;433;434;0
329;2023/10/11;00:54:53;439;435;433;441;433;433;434;0
330;2023/10/11;00:55:03;439;435;434;442;434;433;435;0
331;2023/10/11;00:55:13;437;434;433;441;434;435;433;0
332;2023/10/11;00:55:23;437;433;433;440;433;433;433;0
333;2023/10/11;00:55:33;437;433;433;440;433;433;433;0
334;2023/10/11;00:55:43;437;434;433;441;433;433;434;0
335;2023/10/11;00:55:53;437;433;433;441;433;433;434;0
336;2023/10/11;00:56:03;437;434;433;441;433;433;433;0
337;2023/10/11;00:56:13;439;435;433;442;434;433;434;0
338;2023/10/11;00:56:23;439;435;433;442;433;433;434;0
339;2023/10/11;00:56:33;439;434;433;442;433;433;434;0
340;2023/10/11;00:56:43;439;434;433;442;433;434;435;0
341;2023/10/11;00:56:53;439;434;433;441;433;433;433;0
342;2023/10/11;00:57:03;439;434;433;441;434;434;434;0
343;2023/10/11;00:57:13;439;434;434;441;433;433;434;0
344;2023/10/11;00:57:23;439;435;433;441;434;433;433;0
345;2023/10/11;00:57:33;439;434;433;442;433;433;434;0
346;2023/10/11;00:57:43;439;433;434;441;433;433;434;0
347;2023/10/11;00:57:53;439;434;433;441;433;433;434;0
348;2023/10/11;00:58:03;439;434;434;442;434;433;433;0
349;2023/10/11;00:58:13;437;433;433;440;433;431;433;0
350;2023/10/11;00:58:23;439;435;434;442;434;433;433;0
351;2023/10/11;00:58:33;437;433;431;441;433;433;433;0
352;2023/10/11;00:58:43;439;435;433;442;435;433;434;0
353;2023/10/11;00:58:53;439;435;433;442;433;434;435;0
354;2023/10/11;00:59:03;437;434;433;440;433;433;433;0
355;2023/10/11;00:59:13;439;434;433;442;434;434;434;0
356;2023/10/11;00:59:23;439;435;433;442;434;434;434;0
357;2023/10/11;00:59:33;439;434;433;441;433;433;434;0
358;2023/10/11;00:59:43;437;433;433;440;433;431;433;0
359;2023/10/11;00:59:53;437;434;433;441;433;433;433;0
360;2023/10/11;01:00:03;439;435;433;442;434;435;433;0
361;2023/10/11;01:00:13;439;435;434;442;434;434;434;0
362;2023/10/11;01:00:23;439;434;433;441;433;434;435;0
363;2023/10/11;01:00:33;439;435;434;442;434;433;433;0
364;2023/10/11;01:00:43;437;434;433;440;433;433;435;0
365;2023/10/11;01:00:53;439;435;433;442;433;434;434;0
366;2023/10/11;01:01:03;437;434;433;441;433;431;434;0
367;2023/10/11;01:01:13;439;435;434;442;433;434;434;0
368;2023/10/11;01:01:23;439;434;433;442;434;434;434;0
369;2023/10/11;01:01:33;439;435;433;441;434;433;434;0
370;2023/10/11;01:01:43;439;434;435;442;434;433;435;0
371;2023/10/11;01:01:53;439;435;433;442;433;433;433;0
372;2023/10/11;01:02:03;437;435;433;441;433;433;433;0
373;2023/10/11;01:02:13;439;434;433;441;433;434;435;0
374;2023/10/11;01:02:23;439;435;434;441;433;434;434;0
375;2023/10/11;01:02:33;439;433;433;441;433;433;433;0
376;2023/10/11;01:02:43;437;434;433;441;433;433;434;0
377;2023/10/11;01:02:53;439;435;434;442;434;433;434;0
378;2023/10/11;01:03:03;437;434;433;442;433;433;434;0
379;2023/10/11;01:03:13;437;434;433;441;433;433;433;0
380;2023/10/11;01:03:23;439;434;433;442;434;434;434;0
381;2023/10/11;01:03:33;437;435;433;441;433;433;433;0
382;2023/10/11;01:03:43;439;434;433;442;433;433;437;0
383;2023/10/11;01:03:53;437;434;433;441;433;433;434;0
384;2023/10/11;01:04:03;437;434;433;440;433;433;434;0
385;2023/10/11;01:04:13;437;434;433;441;433;433;433;0
386;2023/10/11;01:04:23;439;433;433;441;433;433;433;0
387;2023/10/11;01:04:33;439;435;433;442;434;434;434;0
388;2023/10/11;01:04:43;437;434;434;440;433;433;433;0
389;2023/10/11;01:04:53;439;435;431;442;433;433;434;0
390;2023/10/11;01:05:03;439;437;433;442;433;434;434;0
391;2023/10/11;01:05:13;439;435;433;442;433;434;435;0
392;2023/10/11;01:05:23;439;434;434;442;434;433;435;0
393;2023/10/11;01:05:33;439;435;433;442;434;433;437;0
394;2023/10/11;01:05:43;437;433;433;441;433;433;433;0
395;2023/10/11;01:05:53;439;435;433;442;433;433;434;0
396;2023/10/11;01:06:03;439;435;433;442;433;433;434;0
397;2023/10/11;01:06:13;440;435;433;442;433;433;435;0
398;2023/10/11;01:06:23;439;435;433;442;433;434;434;0
399;2023/10/11;01:06:33;437;433;433;441;433;433;434;0
400;2023/10/11;01:06:43;439;434;433;440;433;433;434;0
401;2023/10/11;01:06:53;439;435;433;443;433;433;435;0
402;2023/10/11;01:07:03;439;435;433;442;433;433;434;0
403;2023/10/11;01:07:13;439;434;433;441;433;433;433;0
404;2023/10/11;01:07:23;439;435;433;442;433;433;434;0
405;2023/10/11;01:07:33;439;435;433;442;433;433;434;0
406;2023/10/11;01:07:43;439;434;434;442;434;434;435;0
407;2023/10/11;01:07:53;439;433;433;441;433;433;434;0
408;2023/10/11;01:08:03;439;434;433;441;433;433;433;0
409;2023/10/11;01:08:13;439;435;433;441;433;431;433;0
410;2023/10/11;01:08:23;437;435;433;442;433;433;434;0
411;2023/10/11;01:08:33;437;434;433;441;433;434;434;0
412;2023/10/11;01:08:43;437;435;434;441;433;433;433;0
413;2023/10/11;01:08:53;439;435;434;443;434;433;435;0
414;2023/10/11;01:09:03;439;435;433;443;434;433;434;0
415;2023/10/11;01:09:13;437;434;433;441;433;433;435;0
416;2023/10/11;01:09:23;439;435;434;443;434;433;435;0
417;2023/10/11;01:09:33;439;435;435;443;434;434;433;0
418;2023/10/11;01:09:43;437;435;433;442;433;433;433;0
419;2023/10/11;01:09:53;439;435;434;442;434;433;434;0
420;2023/10/11;01:10:03;439;434;434;442;434;431;435;0
421;2023/10/11;01:10:13;437;433;433;441;433;433;433;0
422;2023/10/11;01:10:23;439;434;433;442;433;433;433;0
423;2023/10/11;01:10:33;439;434;433;440;433;433;434;0
424;2023/10/11;01:10:43;439;435;434;442;434;434;434;0
425;2023/10/11;01:10:53;439;434;433;442;433;434;434;0
426;2023/10/11;01:11:03;439;434;433;443;433;433;435;0
427;2023/10/11;01:11:13;439;434;433;441;433;433;435;0
428;2023/10/11;01:11:23;437;433;433;443;433;433;433;0
429;2023/10/11;01:11:33;439;435;434;442;434;433;434;0
430;2023/10/11;01:11:43;439;435;433;442;434;434;435;0
431;2023/10/11;01:11:53;439;434;433;441;433;433;434;0
432;2023/10/11;01:12:03;439;435;433;442;433;434;434;0
433;2023/10/11;01:12:13;439;435;434;442;433;433;435;0
434;2023/10/11;01:12:23;439;435;434;443;433;434;434;0
435;2023/10/11;01:12:33;439;434;434;441;434;433;435;0
436;2023/10/11;01:12:43;439;437;434;442;434;434;435;0
437;2023/10/11;01:12:53;439;435;434;442;433;435;435;0
438;2023/10/11;01:13:03;439;437;434;442;434;434;435;0
439;2023/10/11;01:13:13;439;435;434;442;434;433;433;0
440;2023/10/11;01:13:23;439;437;434;442;434;434;437;0
441;2023/10/11;01:13:33;439;435;434;442;434;433;435;0
442;2023/10/11;01:13:43;439;435;434;443;434;433;435;0
443;2023/10/11;01:13:53;439;435;433;442;433;434;435;0
444;2023/10/11;01:14:03;439;434;434;442;433;433;434;0
445;2023/10/11;01:14:13;439;437;435;442;433;433;435;0
