Line; Date; Time; T INA SPECTRO (degC); T INA OSCAR (degC); T INA MOTORS (degC); T INA BATT (degC); T INA DC_BUS (degC); T INA Q7 (degC); T INA 5V (degC); T INA 3V3 (degC)
201; 2023/10/11; 15:22:08; 34,109375; 33,3828125; 37,34375; 37,3671875; 37,625; 37,40625; 37,5; 33,3671875
202; 2023/10/11; 15:22:18; 34,125; 33,390625; 37,3359375; 37,359375; 37,609375; 37,375; 37,5078125; 33,359375
203; 2023/10/11; 15:22:28; 34,1015625; 33,3828125; 37,3359375; 37,3515625; 37,6015625; 37,375; 37,4921875; 33,359375
204; 2023/10/11; 15:22:38; 34,125; 33,390625; 37,3359375; 37,3984375; 37,6171875; 37,390625; 37,4921875; 33,359375
205; 2023/10/11; 15:22:48; 34,109375; 33,40625; 37,34375; 37,359375; 37,625; 37,3671875; 37,5078125; 33,34375
206; 2023/10/11; 15:22:58; 34,1171875; 33,390625; 37,34375; 37,3515625; 37,6171875; 37,3671875; 37,4921875; 33,359375
207; 2023/10/11; 15:23:08; 34,1015625; 33,375; 37,3359375; 37,359375; 37,6328125; 37,375; 37,5; 33,3671875
208; 2023/10/11; 15:23:18; 34,09375; 33,40625; 37,3359375; 37,3671875; 37,609375; 37,390625; 37,5; 33,3515625
209; 2023/10/11; 15:23:28; 34,1015625; 33,3984375; 37,3359375; 37,3671875; 37,6328125; 37,3671875; 37,484375; 33,328125
210; 2023/10/11; 15:23:38; 34,1015625; 33,40625; 37,34375; 37,359375; 37,609375; 37,3828125; 37,5; 33,3671875
211; 2023/10/11; 15:23:48; 34,125; 33,40625; 37,3359375; 37,3828125; 37,6171875; 37,375; 37,5; 33,359375
212; 2023/10/11; 15:23:58; 34,1171875; 33,375; 37,3359375; 37,3671875; 37,625; 37,359375; 37,5; 33,359375
213; 2023/10/11; 15:24:08; 34,1015625; 33,4140625; 37,3359375; 37,3671875; 37,609375; 37,3828125; 37,4921875; 33,3671875
214; 2023/10/11; 15:24:18; 34,0859375; 33,4296875; 37,3359375; 37,375; 37,6328125; 37,359375; 37,5078125; 33,34375
215; 2023/10/11; 15:24:28; 34,09375; 33,40625; 37,3359375; 37,3359375; 37,5859375; 37,359375; 37,5078125; 33,3671875
216; 2023/10/11; 15:24:38; 34,109375; 33,4140625; 37,3359375; 37,3671875; 37,6171875; 37,375; 37,4921875; 33,3671875
217; 2023/10/11; 15:24:48; 34,0859375; 33,375; 37,3359375; 37,34375; 37,625; 37,390625; 37,484375; 33,3671875
218; 2023/10/11; 15:24:58; 34,09375; 33,421875; 37,3359375; 37,3671875; 37,59375; 37,40625; 37,4921875; 33,3359375
219; 2023/10/11; 15:25:08; 34,1015625; 33,3671875; 37,3359375; 37,3671875; 37,625; 37,3515625; 37,5; 33,3515625
220; 2023/10/11; 15:25:18; 34,109375; 33,4140625; 37,34375; 37,375; 37,59375; 37,390625; 37,5078125; 33,359375
221; 2023/10/11; 15:25:28; 34,09375; 33,390625; 37,3359375; 37,3671875; 37,640625; 37,3984375; 37,4921875; 33,359375
222; 2023/10/11; 15:25:38; 34,1171875; 33,3671875; 37,34375; 37,359375; 37,609375; 37,375; 37,5078125; 33,3515625
223; 2023/10/11; 15:25:48; 34,09375; 33,390625; 37,3359375; 37,3671875; 37,6015625; 37,375; 37,5078125; 33,34375
224; 2023/10/11; 15:25:58; 34,1171875; 33,3671875; 37,3359375; 37,3671875; 37,609375; 37,375; 37,4921875; 33,3515625
225; 2023/10/11; 15:26:08; 34,09375; 33,390625; 37,328125; 37,3984375; 37,609375; 37,375; 37,5; 33,34375
226; 2023/10/11; 15:26:18; 34,09375; 33,390625; 37,3359375; 37,34375; 37,6015625; 37,3828125; 37,5; 33,34375
227; 2023/10/11; 15:26:28; 34,109375; 33,3671875; 37,3359375; 37,359375; 37,609375; 37,375; 37,4921875; 33,34375
228; 2023/10/11; 15:26:38; 34,0859375; 33,390625; 37,328125; 37,359375; 37,59375; 37,390625; 37,5; 33,3515625
229; 2023/10/11; 15:26:48; 34,1015625; 33,3828125; 37,328125; 37,390625; 37,59375; 37,3671875; 37,5; 33,3515625
230; 2023/10/11; 15:26:58; 34,109375; 33,390625; 37,328125; 37,359375; 37,625; 37,359375; 37,4921875; 33,3515625
231; 2023/10/11; 15:27:08; 34,0859375; 33,3984375; 37,3359375; 37,3515625; 37,59375; 37,3984375; 37,4921875; 33,3515625
232; 2023/10/11; 15:27:18; 34,0859375; 33,3828125; 37,3203125; 37,359375; 37,6015625; 37,3828125; 37,4765625; 33,3515625
233; 2023/10/11; 15:27:28; 34,09375; 33,375; 37,3359375; 37,3515625; 37,6171875; 37,3828125; 37,484375; 33,34375
234; 2023/10/11; 15:27:38; 34,09375; 33,3828125; 37,3359375; 37,3515625; 37,6171875; 37,3671875; 37,4921875; 33,3515625
235; 2023/10/11; 15:27:48; 34,09375; 33,375; 37,3359375; 37,3671875; 37,609375; 37,3828125; 37,4921875; 33,3515625
236; 2023/10/11; 15:27:58; 34,109375; 33,40625; 37,3359375; 37,359375; 37,5859375; 37,40625; 37,484375; 33,3515625
237; 2023/10/11; 15:28:08; 34,109375; 33,3671875; 37,328125; 37,3515625; 37,625; 37,3828125; 37,5; 33,359375
238; 2023/10/11; 15:28:18; 34,0703125; 33,375; 37,3359375; 37,359375; 37,625; 37,3828125; 37,5; 33,3515625
239; 2023/10/11; 15:28:28; 34,09375; 33,3984375; 37,328125; 37,3828125; 37,6171875; 37,3671875; 37,484375; 33,34375
240; 2023/10/11; 15:28:38; 34,078125; 33,375; 37,3359375; 37,34375; 37,5859375; 37,390625; 37,5; 33,3515625
241; 2023/10/11; 15:28:48; 34,09375; 33,4140625; 37,328125; 37,3515625; 37,6328125; 37,3359375; 37,4921875; 33,3359375
242; 2023/10/11; 15:28:58; 34,0859375; 33,3671875; 37,3359375; 37,375; 37,59375; 37,3671875; 37,4921875; 33,34375
243; 2023/10/11; 15:29:08; 34,09375; 33,3984375; 37,3359375; 37,375; 37,5859375; 37,3671875; 37,5; 33,3359375
244; 2023/10/11; 15:29:18; 34,0703125; 33,3671875; 37,328125; 37,3671875; 37,6171875; 37,3828125; 37,4921875; 33,3515625
245; 2023/10/11; 15:29:28; 34,0859375; 33,390625; 37,328125; 37,375; 37,6015625; 37,3515625; 37,4921875; 33,34375
246; 2023/10/11; 15:29:38; 34,109375; 33,375; 37,328125; 37,375; 37,59375; 37,375; 37,5; 33,3359375
247; 2023/10/11; 15:29:48; 34,09375; 33,390625; 37,3203125; 37,3515625; 37,6015625; 37,3828125; 37,4921875; 33,3515625
248; 2023/10/11; 15:29:58; 34,078125; 33,359375; 37,328125; 37,3515625; 37,59375; 37,375; 37,5; 33,3515625
249; 2023/10/11; 15:30:08; 34,1015625; 33,3671875; 37,3203125; 37,34375; 37,59375; 37,3671875; 37,4921875; 33,34375
250; 2023/10/11; 15:30:18; 34,0859375; 33,375; 37,328125; 37,3515625; 37,609375; 37,3515625; 37,4921875; 33,3515625
251; 2023/10/11; 15:30:28; 34,078125; 33,3671875; 37,3203125; 37,3515625; 37,6015625; 37,3515625; 37,5; 33,34375
252; 2023/10/11; 15:30:38; 34,1015625; 33,3671875; 37,328125; 37,3515625; 37,5859375; 37,375; 37,5; 33,34375
253; 2023/10/11; 15:30:48; 34,09375; 33,390625; 37,328125; 37,359375; 37,6015625; 37,3671875; 37,5; 33,34375
254; 2023/10/11; 15:30:58; 34,09375; 33,40625; 37,328125; 37,359375; 37,59375; 37,3828125; 37,4921875; 33,3359375
255; 2023/10/11; 15:31:08; 34,0859375; 33,3515625; 37,3203125; 37,359375; 37,640625; 37,3828125; 37,5; 33,3515625
256; 2023/10/11; 15:31:18; 34,0859375; 33,40625; 37,3203125; 37,3515625; 37,609375; 37,359375; 37,484375; 33,34375
257; 2023/10/11; 15:31:28; 34,09375; 33,375; 37,328125; 37,34375; 37,578125; 37,359375; 37,4921875; 33,3359375
258; 2023/10/11; 15:31:38; 34,1015625; 33,390625; 37,3203125; 37,359375; 37,578125; 37,359375; 37,484375; 33,34375
259; 2023/10/11; 15:31:48; 34,0859375; 33,3671875; 37,3359375; 37,359375; 37,609375; 37,3828125; 37,484375; 33,34375
260; 2023/10/11; 15:31:58; 34,0859375; 33,3671875; 37,3203125; 37,3515625; 37,59375; 37,359375; 37,484375; 33,34375
261; 2023/10/11; 15:32:08; 34,0859375; 33,3671875; 37,328125; 37,3515625; 37,5859375; 37,359375; 37,484375; 33,3359375
262; 2023/10/11; 15:32:18; 34,0703125; 33,3671875; 37,3203125; 37,359375; 37,6171875; 37,3515625; 37,4921875; 33,34375
263; 2023/10/11; 15:32:28; 34,0859375; 33,3671875; 37,3203125; 37,375; 37,5859375; 37,359375; 37,4921875; 33,34375
264; 2023/10/11; 15:32:38; 34,0703125; 33,359375; 37,3203125; 37,359375; 37,609375; 37,3828125; 37,484375; 33,34375
265; 2023/10/11; 15:32:48; 34,109375; 33,375; 37,328125; 37,3515625; 37,6171875; 37,34375; 37,4921875; 33,328125
266; 2023/10/11; 15:32:58; 34,0859375; 33,3671875; 37,3203125; 37,3515625; 37,5625; 37,3515625; 37,4921875; 33,3515625
267; 2023/10/11; 15:33:08; 34,0859375; 33,375; 37,3203125; 37,3515625; 37,5703125; 37,359375; 37,484375; 33,3515625
268; 2023/10/11; 15:33:18; 34,0859375; 33,3671875; 37,3359375; 37,3515625; 37,59375; 37,390625; 37,4765625; 33,3515625
269; 2023/10/11; 15:33:28; 34,1015625; 33,390625; 37,3203125; 37,3515625; 37,59375; 37,3515625; 37,484375; 33,3515625
270; 2023/10/11; 15:33:38; 34,078125; 33,3671875; 37,328125; 37,359375; 37,640625; 37,3828125; 37,4921875; 33,3515625
271; 2023/10/11; 15:33:48; 34,078125; 33,375; 37,3203125; 37,3515625; 37,5859375; 37,359375; 37,484375; 33,3359375
272; 2023/10/11; 15:33:58; 34,0703125; 33,359375; 37,3125; 37,3515625; 37,5859375; 37,359375; 37,484375; 33,3359375
273; 2023/10/11; 15:34:08; 34,0703125; 33,359375; 37,3203125; 37,375; 37,6015625; 37,34375; 37,4765625; 33,34375
274; 2023/10/11; 15:34:18; 34,09375; 33,359375; 37,328125; 37,34375; 37,578125; 37,359375; 37,484375; 33,3359375
275; 2023/10/11; 15:34:28; 34,0625; 33,3984375; 37,328125; 37,3515625; 37,6171875; 37,359375; 37,484375; 33,34375
276; 2023/10/11; 15:34:38; 34,0703125; 33,3515625; 37,3203125; 37,3671875; 37,5703125; 37,34375; 37,484375; 33,3515625
277; 2023/10/11; 15:34:48; 34,0703125; 33,3515625; 37,328125; 37,3515625; 37,5703125; 37,3515625; 37,4921875; 33,3515625
278; 2023/10/11; 15:34:58; 34,1015625; 33,3828125; 37,3203125; 37,3515625; 37,6171875; 37,3515625; 37,484375; 33,34375
279; 2023/10/11; 15:35:08; 34,0703125; 33,375; 37,3203125; 37,3515625; 37,578125; 37,3671875; 37,484375; 33,34375
280; 2023/10/11; 15:35:18; 34,09375; 33,359375; 37,3203125; 37,3828125; 37,609375; 37,375; 37,484375; 33,34375
281; 2023/10/11; 15:35:28; 34,0703125; 33,3984375; 37,3203125; 37,3515625; 37,59375; 37,3671875; 37,484375; 33,34375
282; 2023/10/11; 15:35:38; 34,0859375; 33,3671875; 37,3125; 37,3515625; 37,6171875; 37,359375; 37,484375; 33,3515625
283; 2023/10/11; 15:35:48; 34,078125; 33,375; 37,3203125; 37,3515625; 37,5703125; 37,359375; 37,484375; 33,3515625
284; 2023/10/11; 15:35:58; 34,078125; 33,375; 37,3203125; 37,3515625; 37,5703125; 37,34375; 37,4765625; 33,3359375
285; 2023/10/11; 15:36:08; 34,0703125; 33,3671875; 37,328125; 37,3515625; 37,5703125; 37,3515625; 37,4765625; 33,3515625
286; 2023/10/11; 15:36:18; 34,0703125; 33,3671875; 37,3125; 37,3515625; 37,578125; 37,3359375; 37,4765625; 33,34375
287; 2023/10/11; 15:36:28; 34,1015625; 33,375; 37,3125; 37,3515625; 37,5703125; 37,34375; 37,484375; 33,3359375
