Line; Date; Time; T INA SPECTRO (degC); T INA OSCAR (degC); T INA MOTORS (degC); T INA BATT (degC); T INA DC_BUS (degC); T INA Q7 (degC); T INA 5V (degC); T INA 3V3 (degC)
113; 2023/10/11; 15:07:28; 34,1328125; 33,453125; 37,375; 37,3828125; 37,640625; 37,3828125; 37,546875; 33,3984375
114; 2023/10/11; 15:07:38; 34,140625; 33,421875; 37,3828125; 37,390625; 37,671875; 37,375; 37,53125; 33,375
115; 2023/10/11; 15:07:48; 34,1484375; 33,453125; 37,375; 37,3828125; 37,640625; 37,390625; 37,5703125; 33,3828125
116; 2023/10/11; 15:07:58; 34,1328125; 33,4140625; 37,375; 37,390625; 37,65625; 37,40625; 37,5546875; 33,421875
117; 2023/10/11; 15:08:08; 34,1328125; 33,453125; 37,3828125; 37,390625; 37,6640625; 37,4140625; 37,5546875; 33,390625
118; 2023/10/11; 15:08:18; 34,140625; 33,4375; 37,375; 37,390625; 37,65625; 37,4140625; 37,5390625; 33,40625
119; 2023/10/11; 15:08:28; 34,15625; 33,4453125; 37,375; 37,3828125; 37,6484375; 37,3984375; 37,5078125; 33,3828125
120; 2023/10/11; 15:08:38; 34,1328125; 33,40625; 37,375; 37,4375; 37,6484375; 37,3984375; 37,5234375; 33,4296875
121; 2023/10/11; 15:08:48; 34,1484375; 33,4140625; 37,375; 37,375; 37,65625; 37,4140625; 37,53125; 33,3828125
122; 2023/10/11; 15:08:58; 34,1328125; 33,421875; 37,375; 37,3828125; 37,671875; 37,40625; 37,546875; 33,390625
123; 2023/10/11; 15:09:08; 34,1484375; 33,40625; 37,3671875; 37,3984375; 37,640625; 37,3984375; 37,546875; 33,3984375
124; 2023/10/11; 15:09:18; 34,1328125; 33,4140625; 37,3828125; 37,40625; 37,6484375; 37,40625; 37,5234375; 33,3828125
125; 2023/10/11; 15:09:28; 34,15625; 33,4609375; 37,375; 37,4140625; 37,6640625; 37,4140625; 37,546875; 33,390625
126; 2023/10/11; 15:09:38; 34,140625; 33,4375; 37,3828125; 37,390625; 37,6328125; 37,3984375; 37,515625; 33,390625
127; 2023/10/11; 15:09:48; 34,125; 33,46875; 37,3671875; 37,390625; 37,671875; 37,375; 37,5234375; 33,375
128; 2023/10/11; 15:09:58; 34,140625; 33,4296875; 37,375; 37,390625; 37,6484375; 37,4296875; 37,5390625; 33,390625
129; 2023/10/11; 15:10:08; 34,140625; 33,4375; 37,3828125; 37,4140625; 37,6328125; 37,390625; 37,5078125; 33,40625
130; 2023/10/11; 15:10:18; 34,140625; 33,4140625; 37,375; 37,390625; 37,640625; 37,3984375; 37,515625; 33,3828125
131; 2023/10/11; 15:10:28; 34,15625; 33,4375; 37,3828125; 37,40625; 37,6328125; 37,390625; 37,5390625; 33,390625
132; 2023/10/11; 15:10:38; 34,1484375; 33,3984375; 37,375; 37,3828125; 37,640625; 37,390625; 37,515625; 33,3984375
133; 2023/10/11; 15:10:48; 34,125; 33,4296875; 37,3671875; 37,40625; 37,65625; 37,3984375; 37,515625; 33,390625
134; 2023/10/11; 15:10:58; 34,125; 33,421875; 37,3671875; 37,3828125; 37,65625; 37,40625; 37,53125; 33,390625
135; 2023/10/11; 15:11:08; 34,1328125; 33,3984375; 37,375; 37,421875; 37,6171875; 37,421875; 37,53125; 33,375
136; 2023/10/11; 15:11:18; 34,1328125; 33,40625; 37,359375; 37,421875; 37,6640625; 37,3984375; 37,53125; 33,3828125
137; 2023/10/11; 15:11:28; 34,109375; 33,4140625; 37,3671875; 37,40625; 37,6640625; 37,3828125; 37,5234375; 33,359375
138; 2023/10/11; 15:11:38; 34,15625; 33,4140625; 37,359375; 37,375; 37,65625; 37,3828125; 37,53125; 33,3828125
139; 2023/10/11; 15:11:48; 34,125; 33,4375; 37,3671875; 37,3828125; 37,65625; 37,375; 37,5234375; 33,390625
140; 2023/10/11; 15:11:58; 34,1484375; 33,3984375; 37,3671875; 37,3828125; 37,640625; 37,390625; 37,5546875; 33,40625
141; 2023/10/11; 15:12:08; 34,109375; 33,3984375; 37,3671875; 37,40625; 37,6484375; 37,3828125; 37,5234375; 33,375
142; 2023/10/11; 15:12:18; 34,1484375; 33,421875; 37,3671875; 37,421875; 37,625; 37,390625; 37,515625; 33,40625
143; 2023/10/11; 15:12:28; 34,109375; 33,4140625; 37,3671875; 37,390625; 37,640625; 37,375; 37,5234375; 33,375
144; 2023/10/11; 15:12:38; 34,1484375; 33,3984375; 37,359375; 37,40625; 37,6484375; 37,3828125; 37,5234375; 33,390625
145; 2023/10/11; 15:12:48; 34,125; 33,4375; 37,359375; 37,375; 37,65625; 37,390625; 37,5234375; 33,3671875
146; 2023/10/11; 15:12:58; 34,1484375; 33,4140625; 37,3671875; 37,40625; 37,6484375; 37,3984375; 37,4921875; 33,375
147; 2023/10/11; 15:13:08; 34,109375; 33,4140625; 37,359375; 37,40625; 37,625; 37,4140625; 37,5234375; 33,375
148; 2023/10/11; 15:13:18; 34,1328125; 33,453125; 37,359375; 37,3671875; 37,625; 37,3984375; 37,53125; 33,3828125
149; 2023/10/11; 15:13:28; 34,1171875; 33,3828125; 37,359375; 37,3984375; 37,625; 37,40625; 37,53125; 33,3828125
150; 2023/10/11; 15:13:38; 34,109375; 33,421875; 37,3671875; 37,3671875; 37,640625; 37,3828125; 37,515625; 33,3828125
151; 2023/10/11; 15:13:48; 34,1328125; 33,40625; 37,3671875; 37,375; 37,6484375; 37,3984375; 37,5234375; 33,3828125
152; 2023/10/11; 15:13:58; 34,140625; 33,4375; 37,3671875; 37,3828125; 37,6171875; 37,3984375; 37,5078125; 33,375
153; 2023/10/11; 15:14:08; 34,1171875; 33,4375; 37,3671875; 37,3984375; 37,6328125; 37,390625; 37,515625; 33,375
154; 2023/10/11; 15:14:18; 34,1171875; 33,4453125; 37,359375; 37,390625; 37,625; 37,375; 37,5; 33,375
155; 2023/10/11; 15:14:28; 34,15625; 33,4296875; 37,359375; 37,359375; 37,640625; 37,390625; 37,5078125; 33,359375
156; 2023/10/11; 15:14:38; 34,1015625; 33,40625; 37,375; 37,3984375; 37,671875; 37,40625; 37,5078125; 33,390625
157; 2023/10/11; 15:14:48; 34,140625; 33,390625; 37,359375; 37,375; 37,6328125; 37,3828125; 37,5078125; 33,390625
158; 2023/10/11; 15:14:58; 34,1328125; 33,3984375; 37,359375; 37,40625; 37,625; 37,3984375; 37,53125; 33,3828125
159; 2023/10/11; 15:15:08; 34,140625; 33,390625; 37,359375; 37,375; 37,6328125; 37,4140625; 37,5234375; 33,390625
160; 2023/10/11; 15:15:18; 34,109375; 33,421875; 37,359375; 37,3828125; 37,671875; 37,375; 37,5078125; 33,375
161; 2023/10/11; 15:15:28; 34,109375; 33,4375; 37,359375; 37,3828125; 37,65625; 37,40625; 37,5234375; 33,3828125
162; 2023/10/11; 15:15:38; 34,109375; 33,3984375; 37,359375; 37,375; 37,625; 37,375; 37,515625; 33,3671875
163; 2023/10/11; 15:15:48; 34,109375; 33,390625; 37,3515625; 37,359375; 37,6328125; 37,3671875; 37,515625; 33,375
164; 2023/10/11; 15:15:58; 34,1171875; 33,3984375; 37,3671875; 37,375; 37,625; 37,375; 37,5234375; 33,359375
165; 2023/10/11; 15:16:08; 34,140625; 33,4375; 37,34375; 37,390625; 37,6796875; 37,3828125; 37,515625; 33,359375
166; 2023/10/11; 15:16:18; 34,109375; 33,3984375; 37,3515625; 37,375; 37,65625; 37,3828125; 37,515625; 33,3671875
167; 2023/10/11; 15:16:28; 34,1015625; 33,4140625; 37,359375; 37,390625; 37,640625; 37,3828125; 37,5078125; 33,3984375
168; 2023/10/11; 15:16:38; 34,1328125; 33,3984375; 37,34375; 37,375; 37,640625; 37,4140625; 37,53125; 33,3671875
169; 2023/10/11; 15:16:48; 34,1171875; 33,390625; 37,359375; 37,3671875; 37,6171875; 37,3984375; 37,5078125; 33,375
170; 2023/10/11; 15:16:58; 34,109375; 33,390625; 37,359375; 37,3671875; 37,6328125; 37,421875; 37,5078125; 33,40625
171; 2023/10/11; 15:17:08; 34,125; 33,390625; 37,3515625; 37,3828125; 37,640625; 37,375; 37,5078125; 33,375
172; 2023/10/11; 15:17:18; 34,125; 33,4296875; 37,359375; 37,3671875; 37,65625; 37,3828125; 37,5234375; 33,390625
173; 2023/10/11; 15:17:28; 34,1328125; 33,421875; 37,359375; 37,40625; 37,640625; 37,3828125; 37,5; 33,375
174; 2023/10/11; 15:17:38; 34,109375; 33,390625; 37,3515625; 37,375; 37,6640625; 37,3984375; 37,4921875; 33,3828125
175; 2023/10/11; 15:17:48; 34,1015625; 33,40625; 37,34375; 37,3515625; 37,65625; 37,4140625; 37,515625; 33,375
176; 2023/10/11; 15:17:58; 34,109375; 33,3984375; 37,3515625; 37,390625; 37,640625; 37,3984375; 37,515625; 33,3828125
177; 2023/10/11; 15:18:08; 34,109375; 33,3984375; 37,3515625; 37,359375; 37,625; 37,375; 37,5; 33,3671875
178; 2023/10/11; 15:18:18; 34,1015625; 33,3828125; 37,359375; 37,375; 37,6171875; 37,4140625; 37,5078125; 33,359375
179; 2023/10/11; 15:18:28; 34,1015625; 33,390625; 37,359375; 37,375; 37,6640625; 37,3671875; 37,5390625; 33,3671875
180; 2023/10/11; 15:18:38; 34,1328125; 33,390625; 37,3515625; 37,3671875; 37,625; 37,390625; 37,515625; 33,375
181; 2023/10/11; 15:18:48; 34,1015625; 33,4296875; 37,34375; 37,390625; 37,6171875; 37,3828125; 37,515625; 33,3671875
182; 2023/10/11; 15:18:58; 34,109375; 33,3984375; 37,3515625; 37,3671875; 37,640625; 37,3671875; 37,5; 33,359375
183; 2023/10/11; 15:19:08; 34,1171875; 33,4375; 37,3515625; 37,3671875; 37,6171875; 37,3984375; 37,5078125; 33,375
184; 2023/10/11; 15:19:18; 34,09375; 33,4296875; 37,3515625; 37,3671875; 37,6484375; 37,359375; 37,5078125; 33,3671875
185; 2023/10/11; 15:19:28; 34,1328125; 33,3828125; 37,3515625; 37,390625; 37,625; 37,3828125; 37,5078125; 33,359375
186; 2023/10/11; 15:19:38; 34,1015625; 33,375; 37,34375; 37,359375; 37,6328125; 37,3671875; 37,5390625; 33,34375
187; 2023/10/11; 15:19:48; 34,1015625; 33,4296875; 37,34375; 37,375; 37,6171875; 37,3671875; 37,4921875; 33,359375
188; 2023/10/11; 15:19:58; 34,1328125; 33,390625; 37,34375; 37,359375; 37,6171875; 37,3984375; 37,515625; 33,359375
189; 2023/10/11; 15:20:08; 34,125; 33,375; 37,359375; 37,375; 37,6171875; 37,375; 37,5; 33,3671875
190; 2023/10/11; 15:20:18; 34,09375; 33,3984375; 37,34375; 37,3515625; 37,609375; 37,375; 37,5078125; 33,390625
191; 2023/10/11; 15:20:28; 34,1171875; 33,390625; 37,34375; 37,3671875; 37,6328125; 37,3828125; 37,5078125; 33,3515625
192; 2023/10/11; 15:20:38; 34,1015625; 33,4296875; 37,34375; 37,3515625; 37,6484375; 37,3671875; 37,5078125; 33,3828125
193; 2023/10/11; 15:20:48; 34,109375; 33,4140625; 37,34375; 37,375; 37,6484375; 37,375; 37,515625; 33,375
194; 2023/10/11; 15:20:58; 34,1015625; 33,3828125; 37,34375; 37,3671875; 37,6171875; 37,390625; 37,5078125; 33,3671875
195; 2023/10/11; 15:21:08; 34,109375; 33,3828125; 37,3359375; 37,3828125; 37,6328125; 37,390625; 37,515625; 33,359375
196; 2023/10/11; 15:21:18; 34,1015625; 33,390625; 37,3515625; 37,34375; 37,6171875; 37,3671875; 37,5; 33,3984375
197; 2023/10/11; 15:21:28; 34,1171875; 33,3828125; 37,3515625; 37,359375; 37,6171875; 37,3828125; 37,5; 33,3671875
198; 2023/10/11; 15:21:38; 34,1015625; 33,4140625; 37,3515625; 37,3671875; 37,640625; 37,3828125; 37,5078125; 33,375
199; 2023/10/11; 15:21:48; 34,109375; 33,3984375; 37,34375; 37,359375; 37,6171875; 37,3984375; 37,5078125; 33,359375
200; 2023/10/11; 15:21:58; 34,1015625; 33,390625; 37,3515625; 37,3828125; 37,609375; 37,375; 37,5; 33,3671875
