Line;Date;Time;PT0 (degC);PT1 (degC);PT2 (degC);PT3 (degC);PT4 (degC);PT5 (degC);PT6 (degC);PT7 (degC)
46;2023/10/11;14:56:18;469;466;466;475;466;465;465;0
47;2023/10/11;14:56:28;467;465;464;474;466;464;463;0
48;2023/10/11;14:56:38;468;466;465;474;465;464;465;0
49;2023/10/11;14:56:48;467;466;465;474;465;463;463;0
50;2023/10/11;14:56:58;468;466;465;475;466;465;464;0
51;2023/10/11;14:57:08;469;466;465;475;466;463;465;0
52;2023/10/11;14:57:18;469;466;464;475;466;466;465;0
53;2023/10/11;14:57:28;469;466;465;475;466;465;465;0
54;2023/10/11;14:57:38;468;467;465;475;466;464;465;0
55;2023/10/11;14:57:48;467;465;464;474;465;464;464;0
56;2023/10/11;14:57:58;469;466;465;475;465;464;465;0
57;2023/10/11;14:58:08;468;466;465;475;466;465;466;0
58;2023/10/11;14:58:18;467;466;464;475;464;464;464;0
59;2023/10/11;14:58:28;468;466;465;474;466;464;465;0
60;2023/10/11;14:58:38;468;466;464;474;464;463;464;0
61;2023/10/11;14:58:48;467;465;464;474;465;464;465;0
62;2023/10/11;14:58:58;468;465;466;476;466;464;465;0
63;2023/10/11;14:59:08;469;466;465;475;466;465;465;0
64;2023/10/11;14:59:18;468;466;465;475;466;464;464;0
65;2023/10/11;14:59:28;467;466;464;474;465;463;464;0
66;2023/10/11;14:59:38;468;465;464;475;465;464;464;0
67;2023/10/11;14:59:48;468;466;464;473;464;463;464;0
68;2023/10/11;14:59:58;468;465;464;473;464;464;464;0
69;2023/10/11;15:00:08;467;465;465;474;464;463;463;0
70;2023/10/11;15:00:18;468;466;465;475;466;465;465;0
71;2023/10/11;15:00:28;467;465;465;475;465;463;463;0
72;2023/10/11;15:00:38;467;465;464;474;463;463;464;0
73;2023/10/11;15:00:48;468;466;465;475;465;464;464;0
74;2023/10/11;15:00:58;468;466;464;475;466;464;464;0
75;2023/10/11;15:01:08;468;466;465;475;465;464;465;0
76;2023/10/11;15:01:18;467;465;465;475;466;465;464;0
77;2023/10/11;15:01:28;468;466;465;475;464;464;465;0
78;2023/10/11;15:01:38;467;466;464;475;464;463;464;0
79;2023/10/11;15:01:48;467;465;463;474;464;463;463;0
80;2023/10/11;15:01:58;468;466;464;473;465;463;464;0
81;2023/10/11;15:02:08;467;465;464;474;464;462;463;0
82;2023/10/11;15:02:18;469;466;465;474;466;465;464;0
83;2023/10/11;15:02:28;469;465;463;473;465;463;464;0
84;2023/10/11;15:02:38;469;466;465;475;465;464;465;0
85;2023/10/11;15:02:48;468;466;466;475;464;464;464;0
86;2023/10/11;15:02:58;467;466;464;474;464;463;464;0
87;2023/10/11;15:03:08;467;465;464;473;464;463;465;0
88;2023/10/11;15:03:18;467;465;465;473;463;464;463;0
89;2023/10/11;15:03:28;468;465;464;473;463;463;463;0
90;2023/10/11;15:03:38;469;466;464;474;464;465;465;0
91;2023/10/11;15:03:48;468;466;465;475;465;464;464;0
92;2023/10/11;15:03:58;467;465;464;475;465;465;464;0
93;2023/10/11;15:04:08;468;466;465;475;465;465;465;0
94;2023/10/11;15:04:18;469;466;465;475;465;464;466;0
95;2023/10/11;15:04:28;469;466;464;474;465;464;465;0
96;2023/10/11;15:04:38;467;466;464;474;464;464;465;0
97;2023/10/11;15:04:48;466;465;464;473;463;463;463;0
98;2023/10/11;15:04:58;467;465;464;474;464;463;463;0
99;2023/10/11;15:05:08;467;466;464;474;463;463;464;0
100;2023/10/11;15:05:18;467;464;463;474;464;463;463;0
101;2023/10/11;15:05:28;468;466;465;475;464;465;465;0
102;2023/10/11;15:05:38;468;465;463;473;464;464;463;0
103;2023/10/11;15:05:48;468;466;465;474;464;464;464;0
104;2023/10/11;15:05:58;467;465;464;473;464;464;464;0
105;2023/10/11;15:06:08;469;466;465;474;465;464;465;0
106;2023/10/11;15:06:18;469;466;465;474;465;463;464;0
107;2023/10/11;15:06:28;467;464;464;473;464;463;464;0
108;2023/10/11;15:06:38;468;466;465;475;465;464;466;0
109;2023/10/11;15:06:48;468;466;466;474;464;464;465;0
110;2023/10/11;15:06:58;468;465;464;473;464;464;464;0
111;2023/10/11;15:07:08;466;466;464;473;464;463;463;0
112;2023/10/11;15:07:18;468;466;464;475;464;464;465;0
113;2023/10/11;15:07:28;468;466;465;474;463;464;464;0
114;2023/10/11;15:07:38;467;465;465;474;464;463;464;0
115;2023/10/11;15:07:48;467;465;464;474;462;463;463;0
116;2023/10/11;15:07:58;468;466;465;475;465;465;464;0
117;2023/10/11;15:08:08;467;466;465;475;465;464;464;0
118;2023/10/11;15:08:18;467;466;464;473;464;463;463;0
119;2023/10/11;15:08:28;467;466;464;473;465;463;465;0
120;2023/10/11;15:08:38;468;466;465;474;464;464;465;0
121;2023/10/11;15:08:48;467;464;465;473;462;463;463;0
122;2023/10/11;15:08:58;467;466;465;474;463;463;464;0
123;2023/10/11;15:09:08;468;465;465;474;464;463;465;0
124;2023/10/11;15:09:18;467;466;465;475;464;464;465;0
125;2023/10/11;15:09:28;468;465;465;475;465;463;465;0
126;2023/10/11;15:09:38;469;465;465;474;465;464;464;0
127;2023/10/11;15:09:48;466;464;463;473;463;463;464;0
128;2023/10/11;15:09:58;467;466;465;474;464;464;464;0
129;2023/10/11;15:10:08;468;466;464;473;463;463;464;0
130;2023/10/11;15:10:18;467;465;464;474;465;464;465;0
131;2023/10/11;15:10:28;467;465;464;474;464;463;464;0
132;2023/10/11;15:10:38;467;466;464;474;463;463;464;0
133;2023/10/11;15:10:48;468;465;465;474;464;464;464;0
134;2023/10/11;15:10:58;469;466;465;476;465;465;466;0
135;2023/10/11;15:11:08;466;465;465;473;463;462;464;0
136;2023/10/11;15:11:18;466;464;465;473;463;462;463;0
137;2023/10/11;15:11:28;467;465;463;473;464;463;463;0
138;2023/10/11;15:11:38;466;465;464;471;464;462;463;0
139;2023/10/11;15:11:48;467;466;464;471;463;463;463;0
140;2023/10/11;15:11:58;467;465;463;473;462;464;464;0
141;2023/10/11;15:12:08;468;466;466;474;465;463;464;0
142;2023/10/11;15:12:18;468;466;465;475;465;463;464;0
143;2023/10/11;15:12:28;468;466;464;475;465;463;464;0
144;2023/10/11;15:12:38;467;464;464;473;465;463;464;0
145;2023/10/11;15:12:48;466;464;463;473;463;463;462;0
146;2023/10/11;15:12:58;467;465;464;473;464;463;462;0
147;2023/10/11;15:13:08;467;466;464;475;466;464;464;0
148;2023/10/11;15:13:18;467;466;464;474;464;464;464;0
149;2023/10/11;15:13:28;468;466;465;474;464;464;464;0
150;2023/10/11;15:13:38;467;465;464;471;463;462;464;0
151;2023/10/11;15:13:48;468;466;464;473;464;464;464;0
152;2023/10/11;15:13:58;467;465;463;474;463;463;463;0
153;2023/10/11;15:14:08;468;466;465;474;465;463;464;0
154;2023/10/11;15:14:18;467;465;465;474;464;463;464;0
155;2023/10/11;15:14:28;466;464;464;473;463;462;463;0
156;2023/10/11;15:14:38;467;466;464;473;465;463;463;0
157;2023/10/11;15:14:48;468;466;464;474;465;464;464;0
158;2023/10/11;15:14:58;467;464;464;473;463;463;463;0
159;2023/10/11;15:15:08;468;466;464;475;463;463;463;0
160;2023/10/11;15:15:18;468;466;465;474;464;464;465;0
161;2023/10/11;15:15:28;467;466;465;473;464;464;464;0
162;2023/10/11;15:15:38;467;465;465;474;464;463;465;0
163;2023/10/11;15:15:48;467;465;463;473;463;463;463;0
164;2023/10/11;15:15:58;467;465;465;474;464;464;464;0
165;2023/10/11;15:16:08;466;465;463;473;463;462;463;0
166;2023/10/11;15:16:18;468;466;464;474;464;463;464;0
167;2023/10/11;15:16:28;466;465;463;473;464;462;464;0
168;2023/10/11;15:16:38;466;465;463;473;463;462;462;0
169;2023/10/11;15:16:48;467;465;464;473;464;464;464;0
170;2023/10/11;15:16:58;467;466;465;474;463;464;464;0
171;2023/10/11;15:17:08;468;465;464;473;463;463;464;0
172;2023/10/11;15:17:18;468;466;464;474;464;463;464;0
173;2023/10/11;15:17:28;469;466;466;475;465;465;466;0
174;2023/10/11;15:17:38;468;465;464;474;464;464;465;0
175;2023/10/11;15:17:48;467;466;465;475;464;463;464;0
176;2023/10/11;15:17:58;466;464;464;473;464;462;464;0
177;2023/10/11;15:18:08;466;464;463;473;463;463;463;0
178;2023/10/11;15:18:18;468;466;464;473;465;464;464;0
179;2023/10/11;15:18:28;468;466;465;474;464;463;465;0
180;2023/10/11;15:18:38;468;466;465;473;464;464;464;0
181;2023/10/11;15:18:48;467;465;463;471;463;463;463;0
182;2023/10/11;15:18:58;466;465;464;473;463;462;462;0
183;2023/10/11;15:19:08;467;465;465;474;465;464;464;0
184;2023/10/11;15:19:18;466;465;464;473;464;463;463;0
185;2023/10/11;15:19:28;467;466;465;475;465;464;464;0
186;2023/10/11;15:19:38;466;464;463;471;463;463;463;0
187;2023/10/11;15:19:48;466;465;464;471;463;463;463;0
188;2023/10/11;15:19:58;468;466;464;473;465;464;464;0
189;2023/10/11;15:20:08;466;464;464;471;464;462;462;0
190;2023/10/11;15:20:18;467;466;464;474;464;464;465;0
191;2023/10/11;15:20:28;466;465;463;473;463;462;463;0
192;2023/10/11;15:20:38;467;464;464;471;463;462;462;0
193;2023/10/11;15:20:48;467;466;465;474;464;464;464;0
194;2023/10/11;15:20:58;468;466;464;474;464;465;464;0
195;2023/10/11;15:21:08;467;466;464;473;463;464;464;0
196;2023/10/11;15:21:18;467;465;465;474;464;464;465;0
197;2023/10/11;15:21:28;467;464;463;473;463;463;463;0
198;2023/10/11;15:21:38;466;464;464;473;464;462;463;0
199;2023/10/11;15:21:48;466;465;463;471;462;463;463;0
200;2023/10/11;15:21:58;467;466;464;473;463;463;464;0
201;2023/10/11;15:22:08;467;464;465;474;463;462;464;0
202;2023/10/11;15:22:18;466;465;464;471;463;463;463;0
203;2023/10/11;15:22:28;467;466;465;474;464;464;464;0
204;2023/10/11;15:22:38;467;465;464;474;464;463;464;0
205;2023/10/11;15:22:48;466;465;463;473;463;463;463;0
206;2023/10/11;15:22:58;467;466;465;474;464;463;463;0
207;2023/10/11;15:23:08;468;465;464;473;465;464;464;0
208;2023/10/11;15:23:18;466;465;463;473;463;462;463;0
209;2023/10/11;15:23:28;467;465;464;474;464;462;463;0
210;2023/10/11;15:23:38;468;466;463;473;464;462;464;0
211;2023/10/11;15:23:48;467;465;462;473;463;463;462;0
212;2023/10/11;15:23:58;466;464;463;471;463;463;462;0
213;2023/10/11;15:24:08;467;466;465;473;464;463;464;0
214;2023/10/11;15:24:18;466;464;462;473;463;463;463;0
215;2023/10/11;15:24:28;468;465;464;474;464;464;464;0
216;2023/10/11;15:24:38;467;465;463;474;464;463;464;0
217;2023/10/11;15:24:48;467;465;464;471;463;463;463;0
218;2023/10/11;15:24:58;467;465;464;473;464;463;463;0
219;2023/10/11;15:25:08;468;466;464;473;464;463;463;0
220;2023/10/11;15:25:18;468;465;464;474;464;464;464;0
221;2023/10/11;15:25:28;466;465;463;470;463;462;463;0
222;2023/10/11;15:25:38;466;465;462;471;462;463;463;0
223;2023/10/11;15:25:48;467;465;464;473;465;463;464;0
224;2023/10/11;15:25:58;467;464;464;474;464;463;464;0
225;2023/10/11;15:26:08;466;464;463;473;463;462;463;0
226;2023/10/11;15:26:18;467;465;463;473;463;462;462;0
227;2023/10/11;15:26:28;467;466;464;473;464;463;464;0
228;2023/10/11;15:26:38;467;465;465;474;464;463;463;0
229;2023/10/11;15:26:48;467;465;464;474;464;463;464;0
230;2023/10/11;15:26:58;467;465;464;474;464;464;464;0
231;2023/10/11;15:27:08;468;465;464;474;464;463;464;0
232;2023/10/11;15:27:18;466;465;464;473;464;464;463;0
233;2023/10/11;15:27:28;467;465;464;474;463;463;464;0
234;2023/10/11;15:27:38;467;465;463;473;463;465;463;0
235;2023/10/11;15:27:48;466;464;463;473;463;463;463;0
236;2023/10/11;15:27:58;467;464;463;470;463;463;463;0
237;2023/10/11;15:28:08;466;463;463;471;463;463;463;0
238;2023/10/11;15:28:18;467;465;465;473;463;464;463;0
239;2023/10/11;15:28:28;466;465;463;471;462;463;464;0
240;2023/10/11;15:28:38;466;465;462;471;462;463;463;0
241;2023/10/11;15:28:48;467;464;464;474;463;462;464;0
242;2023/10/11;15:28:58;467;465;464;474;464;463;463;0
243;2023/10/11;15:29:08;466;465;463;471;463;463;463;0
244;2023/10/11;15:29:18;467;465;464;473;464;464;462;0
245;2023/10/11;15:29:28;467;465;464;473;463;464;464;0
246;2023/10/11;15:29:38;467;465;464;471;463;463;464;0
247;2023/10/11;15:29:48;466;464;463;471;462;462;462;0
248;2023/10/11;15:29:58;468;465;463;473;463;464;464;0
249;2023/10/11;15:30:08;466;464;464;473;464;464;464;0
250;2023/10/11;15:30:18;467;466;464;473;463;463;463;0
251;2023/10/11;15:30:28;467;466;464;473;464;462;464;0
252;2023/10/11;15:30:38;468;465;464;471;464;464;463;0
253;2023/10/11;15:30:48;466;465;464;473;463;464;464;0
254;2023/10/11;15:30:58;466;465;463;471;463;462;463;0
255;2023/10/11;15:31:08;467;465;464;473;464;463;464;0
256;2023/10/11;15:31:18;466;464;462;471;463;462;462;0
257;2023/10/11;15:31:28;467;465;462;473;464;464;463;0
258;2023/10/11;15:31:38;466;465;463;473;463;463;464;0
259;2023/10/11;15:31:48;467;465;464;473;463;463;463;0
260;2023/10/11;15:31:58;467;465;464;473;464;464;463;0
261;2023/10/11;15:32:08;467;464;463;471;462;462;463;0
262;2023/10/11;15:32:18;467;465;464;473;464;463;465;0
263;2023/10/11;15:32:28;468;464;464;474;464;464;464;0
264;2023/10/11;15:32:38;466;464;462;471;463;463;463;0
265;2023/10/11;15:32:48;467;465;464;473;465;462;464;0
266;2023/10/11;15:32:58;466;464;463;471;462;462;462;0
267;2023/10/11;15:33:08;467;465;463;473;463;463;463;0
268;2023/10/11;15:33:18;466;464;463;473;463;463;463;0
269;2023/10/11;15:33:28;467;465;464;471;464;464;463;0
270;2023/10/11;15:33:38;467;465;464;473;464;463;463;0
271;2023/10/11;15:33:48;467;465;464;473;464;463;464;0
272;2023/10/11;15:33:58;467;465;465;473;465;464;464;0
273;2023/10/11;15:34:08;466;465;463;471;462;461;462;0
274;2023/10/11;15:34:18;467;464;463;470;462;463;463;0
275;2023/10/11;15:34:28;466;464;462;471;463;462;462;0
276;2023/10/11;15:34:38;467;465;464;473;464;463;464;0
277;2023/10/11;15:34:48;466;466;463;473;464;463;464;0
278;2023/10/11;15:34:58;468;465;463;473;464;464;463;0
279;2023/10/11;15:35:08;467;464;463;471;464;463;464;0
280;2023/10/11;15:35:18;467;465;463;473;463;464;463;0
281;2023/10/11;15:35:28;466;464;463;473;463;462;463;0
282;2023/10/11;15:35:38;466;464;463;471;463;462;463;0
283;2023/10/11;15:35:48;466;464;462;471;463;461;462;0
284;2023/10/11;15:35:58;467;466;464;471;464;463;464;0
285;2023/10/11;15:36:08;467;466;465;473;464;463;464;0
286;2023/10/11;15:36:18;467;466;464;473;464;463;463;0
287;2023/10/11;15:36:28;467;465;463;473;465;463;463;0
