Line; Date; Time; I INA SPECTRO (mA); I INA OSCAR (mA); I INA MOTORS (mA); I INA BATT (mA); I INA DC_BUS (mA); I INA Q7 (mA); I INA 5V (mA); I INA 3V3 (mA)
1036; 2023/10/11; 02:52:43; 0; 62; 0; 0; 2463; 44; 22; 6
1037; 2023/10/11; 02:52:53; 0; 63; 0; 0; 2622; 45; 22; 7
1038; 2023/10/11; 02:53:03; 1048575; 63; 0; 0; 2572; 48; 22; 7
1039; 2023/10/11; 02:53:13; 0; 62; 0; 0; 2704; 46; 22; 7
1040; 2023/10/11; 02:53:23; 0; 62; 0; 0; 2691; 45; 22; 7
1041; 2023/10/11; 02:53:33; 0; 62; 0; 0; 2659; 48; 22; 7
1042; 2023/10/11; 02:53:43; 0; 62; 0; 0; 2641; 47; 22; 7
1043; 2023/10/11; 02:53:53; 1048575; 62; 0; 0; 2434; 43; 22; 6
1044; 2023/10/11; 02:54:03; 1048575; 62; 0; 0; 2585; 47; 22; 7
1045; 2023/10/11; 02:54:13; 0; 62; 0; 0; 2600; 49; 22; 7
1046; 2023/10/11; 02:54:23; 1048575; 62; 0; 0; 2592; 45; 22; 7
1047; 2023/10/11; 02:54:33; 0; 62; 0; 0; 2589; 48; 22; 7
1048; 2023/10/11; 02:54:43; 0; 62; 0; 0; 2623; 48; 22; 7
1049; 2023/10/11; 02:54:53; 0; 62; 0; 0; 2710; 45; 22; 7
1050; 2023/10/11; 02:55:03; 0; 62; 0; 0; 2522; 41; 22; 6
1051; 2023/10/11; 02:55:13; 0; 62; 0; 0; 2684; 48; 22; 7
1052; 2023/10/11; 02:55:23; 1048575; 62; 0; 0; 2678; 45; 22; 7
1053; 2023/10/11; 02:55:33; 0; 62; 0; 0; 2678; 48; 22; 7
1054; 2023/10/11; 02:55:43; 0; 62; 0; 0; 2539; 47; 22; 7
1055; 2023/10/11; 02:55:53; 1048575; 62; 0; 0; 2540; 46; 22; 7
1056; 2023/10/11; 02:56:03; 0; 62; 0; 0; 2559; 47; 22; 7
1057; 2023/10/11; 02:56:13; 1; 62; 0; 0; 2419; 44; 22; 6
1058; 2023/10/11; 02:56:23; 1048575; 62; 0; 0; 2592; 46; 22; 7
1059; 2023/10/11; 02:56:33; 1048575; 52; 0; 0; 2551; 45; 22; 7
1060; 2023/10/11; 02:56:43; 1048575; 52; 0; 0; 2630; 48; 22; 7
1061; 2023/10/11; 02:56:53; 1048575; 52; 0; 0; 2631; 46; 22; 7
1062; 2023/10/11; 02:57:03; 0; 62; 0; 0; 2688; 45; 22; 7
1063; 2023/10/11; 02:57:13; 1048575; 62; 0; 0; 2653; 48; 22; 7
1064; 2023/10/11; 02:57:23; 1; 63; 0; 0; 2370; 44; 22; 6
1065; 2023/10/11; 02:57:33; 1048575; 62; 0; 0; 2542; 45; 22; 7
1066; 2023/10/11; 02:57:43; 0; 62; 0; 0; 2560; 48; 22; 7
1067; 2023/10/11; 02:57:53; 0; 62; 0; 0; 2543; 46; 22; 7
1068; 2023/10/11; 02:58:03; 0; 62; 0; 0; 2580; 46; 22; 7
1069; 2023/10/11; 02:58:13; 1048575; 62; 0; 0; 2640; 48; 22; 7
1070; 2023/10/11; 02:58:23; 0; 63; 0; 0; 2726; 47; 22; 7
1071; 2023/10/11; 02:58:33; 1048574; 62; 0; 0; 2572; 42; 22; 6
1072; 2023/10/11; 02:58:43; 0; 62; 0; 0; 2756; 49; 22; 7
1073; 2023/10/11; 02:58:53; 0; 62; 0; 0; 2755; 46; 22; 7
1074; 2023/10/11; 02:59:03; 0; 62; 0; 0; 2557; 45; 22; 7
1075; 2023/10/11; 02:59:13; 1048575; 62; 0; 0; 2539; 48; 22; 7
1076; 2023/10/11; 02:59:23; 1048575; 62; 0; 0; 2543; 47; 22; 7
1077; 2023/10/11; 02:59:33; 1048575; 62; 0; 0; 2517; 44; 22; 7
1078; 2023/10/11; 02:59:43; 0; 62; 0; 0; 2442; 43; 22; 6
1079; 2023/10/11; 02:59:53; 1048574; 62; 0; 0; 2561; 46; 22; 7
1080; 2023/10/11; 03:00:03; 1048575; 62; 0; 0; 2661; 46; 22; 7
1081; 2023/10/11; 03:00:13; 0; 62; 0; 0; 2708; 47; 22; 7
1082; 2023/10/11; 03:00:23; 0; 62; 0; 0; 2710; 47; 22; 7
1083; 2023/10/11; 03:00:33; 0; 62; 0; 0; 2706; 45; 22; 7
1084; 2023/10/11; 03:00:43; 0; 62; 0; 0; 2665; 47; 22; 7
1085; 2023/10/11; 03:00:53; 0; 62; 0; 0; 2366; 45; 22; 6
1086; 2023/10/11; 03:01:03; 1048575; 62; 0; 0; 2666; 47; 22; 7
1087; 2023/10/11; 03:01:13; 0; 62; 0; 0; 2529; 47; 22; 7
1088; 2023/10/11; 03:01:23; 1048575; 52; 0; 0; 2497; 48; 22; 7
1089; 2023/10/11; 03:01:33; 1048575; 52; 0; 0; 2497; 45; 22; 7
1090; 2023/10/11; 03:01:43; 1048575; 54; 0; 0; 2520; 48; 22; 7
1091; 2023/10/11; 03:01:53; 0; 62; 0; 0; 2622; 48; 22; 7
1092; 2023/10/11; 03:02:03; 0; 63; 0; 0; 2528; 42; 22; 6
1093; 2023/10/11; 03:02:13; 1048575; 63; 0; 0; 2695; 46; 22; 7
1094; 2023/10/11; 03:02:23; 1048575; 63; 0; 0; 2678; 48; 22; 7
1095; 2023/10/11; 03:02:33; 0; 63; 0; 0; 2686; 46; 22; 7
1096; 2023/10/11; 03:02:43; 0; 63; 0; 0; 2539; 45; 22; 7
1097; 2023/10/11; 03:02:53; 0; 62; 0; 0; 2527; 50; 22; 7
1098; 2023/10/11; 03:03:03; 1048575; 63; 0; 0; 2539; 47; 22; 7
1099; 2023/10/11; 03:03:13; 1048575; 63; 0; 0; 2372; 41; 22; 6
1100; 2023/10/11; 03:03:23; 1048575; 62; 0; 0; 2530; 48; 22; 7
1101; 2023/10/11; 03:03:33; 1048575; 62; 0; 0; 2569; 46; 22; 7
1102; 2023/10/11; 03:03:43; 0; 62; 0; 0; 2613; 45; 22; 7
1103; 2023/10/11; 03:03:53; 0; 62; 0; 0; 2713; 48; 22; 7
1104; 2023/10/11; 03:04:03; 1048575; 62; 0; 0; 2705; 47; 22; 7
1105; 2023/10/11; 03:04:13; 1048575; 62; 0; 0; 2692; 45; 22; 7
1106; 2023/10/11; 03:04:23; 0; 62; 0; 0; 2366; 43; 22; 6
1107; 2023/10/11; 03:04:33; 1048575; 62; 0; 0; 2520; 47; 22; 7
1108; 2023/10/11; 03:04:43; 1048575; 62; 0; 0; 2716; 48; 22; 7
1109; 2023/10/11; 03:04:53; 1048575; 62; 0; 0; 2520; 47; 22; 7
1110; 2023/10/11; 03:05:03; 0; 62; 0; 0; 2521; 48; 22; 7
1111; 2023/10/11; 03:05:13; 0; 62; 0; 0; 2530; 45; 22; 7
1112; 2023/10/11; 03:05:23; 0; 62; 0; 0; 2594; 47; 22; 7
1113; 2023/10/11; 03:05:33; 0; 62; 0; 0; 2522; 44; 22; 6
1114; 2023/10/11; 03:05:43; 0; 62; 0; 0; 2685; 47; 22; 7
1115; 2023/10/11; 03:05:53; 0; 62; 0; 0; 2678; 44; 22; 7
1116; 2023/10/11; 03:06:03; 0; 52; 0; 0; 2489; 48; 22; 7
1117; 2023/10/11; 03:06:13; 0; 52; 0; 0; 2490; 47; 22; 7
1118; 2023/10/11; 03:06:23; 0; 52; 0; 0; 2527; 45; 22; 7
1119; 2023/10/11; 03:06:33; 1048575; 63; 0; 0; 2574; 48; 22; 7
1120; 2023/10/11; 03:06:43; 1048575; 62; 0; 0; 2509; 45; 22; 6
1121; 2023/10/11; 03:06:53; 1048575; 63; 0; 0; 2683; 47; 22; 7
1122; 2023/10/11; 03:07:03; 0; 62; 0; 0; 2696; 45; 22; 7
1123; 2023/10/11; 03:07:13; 0; 63; 0; 0; 2787; 50; 22; 7
1124; 2023/10/11; 03:07:23; 1048575; 63; 0; 0; 2762; 46; 22; 7
1125; 2023/10/11; 03:07:33; 1048575; 62; 0; 0; 2731; 44; 22; 7
1126; 2023/10/11; 03:07:43; 0; 62; 0; 0; 2690; 48; 22; 7
1127; 2023/10/11; 03:07:53; 1048575; 62; 0; 0; 2366; 45; 22; 6
1128; 2023/10/11; 03:08:03; 0; 62; 0; 0; 2541; 45; 22; 7
1129; 2023/10/11; 03:08:13; 0; 62; 0; 0; 2516; 47; 22; 7
1130; 2023/10/11; 03:08:23; 0; 62; 0; 0; 2541; 48; 22; 7
1131; 2023/10/11; 03:08:33; 0; 62; 0; 0; 2537; 45; 22; 7
1132; 2023/10/11; 03:08:43; 0; 62; 0; 0; 2601; 47; 22; 7
1133; 2023/10/11; 03:08:53; 0; 62; 0; 0; 2602; 48; 22; 7
1134; 2023/10/11; 03:09:03; 0; 62; 0; 0; 2554; 43; 22; 6
1135; 2023/10/11; 03:09:13; 1048575; 62; 0; 0; 2597; 48; 22; 7
1136; 2023/10/11; 03:09:23; 1048575; 62; 0; 0; 2701; 48; 22; 7
1137; 2023/10/11; 03:09:33; 0; 62; 0; 0; 2695; 46; 22; 7
1138; 2023/10/11; 03:09:43; 1048575; 62; 0; 0; 2694; 47; 22; 7
1139; 2023/10/11; 03:09:53; 0; 62; 0; 0; 2672; 48; 22; 7
1140; 2023/10/11; 03:10:03; 0; 62; 0; 0; 2543; 46; 22; 7
1141; 2023/10/11; 03:10:13; 1; 62; 0; 0; 2368; 41; 22; 6
1142; 2023/10/11; 03:10:23; 1048575; 62; 0; 0; 2541; 47; 22; 7
1143; 2023/10/11; 03:10:33; 0; 62; 0; 0; 2519; 48; 22; 7
1144; 2023/10/11; 03:10:43; 1048575; 52; 0; 0; 2496; 45; 22; 7
1145; 2023/10/11; 03:10:53; 1048574; 52; 0; 0; 2582; 47; 22; 7
1146; 2023/10/11; 03:11:03; 0; 52; 0; 0; 2652; 48; 22; 7
1147; 2023/10/11; 03:11:13; 0; 63; 0; 0; 2757; 47; 22; 7
1148; 2023/10/11; 03:11:23; 0; 63; 0; 0; 2558; 42; 22; 6
1149; 2023/10/11; 03:11:33; 0; 62; 0; 0; 2763; 50; 22; 7
1150; 2023/10/11; 03:11:43; 0; 63; 0; 0; 2738; 47; 22; 7
1151; 2023/10/11; 03:11:53; 0; 63; 0; 0; 2729; 45; 22; 7
1152; 2023/10/11; 03:12:03; 0; 62; 0; 0; 2541; 47; 22; 7
1153; 2023/10/11; 03:12:13; 0; 62; 0; 0; 2520; 49; 22; 7
1154; 2023/10/11; 03:12:23; 0; 62; 0; 0; 2536; 45; 22; 7
1155; 2023/10/11; 03:12:33; 1048575; 62; 0; 0; 2448; 41; 22; 6
1156; 2023/10/11; 03:12:43; 1048575; 62; 0; 0; 2591; 48; 22; 7
1157; 2023/10/11; 03:12:53; 0; 62; 0; 0; 2612; 45; 22; 7
1158; 2023/10/11; 03:13:03; 1048575; 62; 0; 0; 2707; 45; 22; 7
1159; 2023/10/11; 03:13:13; 1048574; 62; 0; 0; 2702; 48; 22; 7
1160; 2023/10/11; 03:13:23; 0; 63; 0; 0; 2689; 46; 22; 7
1161; 2023/10/11; 03:13:33; 0; 62; 0; 0; 2672; 45; 22; 7
1162; 2023/10/11; 03:13:43; 1048575; 62; 0; 0; 2366; 44; 22; 6
1163; 2023/10/11; 03:13:53; 0; 62; 0; 0; 2573; 47; 22; 7
1164; 2023/10/11; 03:14:03; 1048575; 63; 0; 0; 2526; 45; 22; 7
1165; 2023/10/11; 03:14:13; 1048575; 62; 0; 0; 2563; 47; 22; 7
1166; 2023/10/11; 03:14:23; 0; 62; 0; 0; 2519; 46; 22; 7
1167; 2023/10/11; 03:14:33; 0; 62; 0; 0; 2610; 44; 22; 7
1168; 2023/10/11; 03:14:43; 1048575; 62; 0; 0; 2639; 47; 22; 7
1169; 2023/10/11; 03:14:53; 1048575; 62; 0; 0; 2516; 44; 22; 6
1170; 2023/10/11; 03:15:03; 0; 62; 0; 0; 2691; 46; 22; 7
1171; 2023/10/11; 03:15:13; 0; 62; 0; 0; 2688; 46; 22; 7
1172; 2023/10/11; 03:15:23; 1048575; 62; 0; 0; 2607; 48; 22; 7
1173; 2023/10/11; 03:15:33; 1048575; 52; 0; 0; 2537; 49; 22; 7
1174; 2023/10/11; 03:15:43; 1048575; 52; 0; 0; 2506; 45; 22; 7
1175; 2023/10/11; 03:15:53; 0; 56; 0; 0; 2488; 48; 22; 7
1176; 2023/10/11; 03:16:03; 0; 62; 0; 0; 2449; 45; 22; 6
1177; 2023/10/11; 03:16:13; 0; 63; 0; 0; 2656; 46; 22; 7
1178; 2023/10/11; 03:16:23; 1048575; 63; 0; 0; 2650; 44; 22; 7
1179; 2023/10/11; 03:16:33; 1048575; 63; 0; 0; 2683; 48; 22; 7
1180; 2023/10/11; 03:16:43; 1048575; 63; 0; 0; 2687; 45; 22; 7
1181; 2023/10/11; 03:16:53; 1048575; 62; 0; 0; 2694; 44; 22; 7
1182; 2023/10/11; 03:17:03; 0; 63; 0; 0; 2683; 48; 22; 7
1183; 2023/10/11; 03:17:13; 1048575; 63; 0; 0; 2374; 44; 22; 6
1184; 2023/10/11; 03:17:23; 1048575; 63; 0; 0; 2539; 45; 22; 7
1185; 2023/10/11; 03:17:33; 0; 63; 0; 0; 2536; 44; 22; 7
1186; 2023/10/11; 03:17:43; 1; 62; 0; 0; 2534; 48; 22; 7
1187; 2023/10/11; 03:17:53; 0; 62; 0; 0; 2584; 46; 22; 7
1188; 2023/10/11; 03:18:03; 1048575; 62; 0; 0; 2613; 45; 22; 7
1189; 2023/10/11; 03:18:13; 1048575; 62; 0; 0; 2624; 48; 22; 7
1190; 2023/10/11; 03:18:23; 0; 62; 0; 0; 2528; 44; 22; 6
1191; 2023/10/11; 03:18:33; 0; 62; 0; 0; 2693; 45; 22; 7
1192; 2023/10/11; 03:18:43; 1048575; 62; 0; 0; 2696; 48; 22; 7
1193; 2023/10/11; 03:18:53; 1048575; 62; 0; 0; 2680; 47; 22; 7
1194; 2023/10/11; 03:19:03; 1048575; 62; 0; 0; 2557; 45; 22; 7
1195; 2023/10/11; 03:19:13; 1048575; 62; 0; 0; 2573; 47; 22; 7
1196; 2023/10/11; 03:19:23; 0; 62; 0; 0; 2604; 49; 22; 7
1197; 2023/10/11; 03:19:33; 0; 62; 0; 0; 2436; 44; 22; 6
1198; 2023/10/11; 03:19:43; 0; 62; 0; 0; 2638; 47; 22; 7
1199; 2023/10/11; 03:19:53; 1048575; 62; 0; 0; 2695; 49; 22; 7
1200; 2023/10/11; 03:20:03; 1048575; 62; 0; 0; 2695; 48; 22; 7
1201; 2023/10/11; 03:20:13; 0; 52; 0; 0; 2698; 45; 22; 7
1202; 2023/10/11; 03:20:23; 1048575; 52; 0; 0; 2669; 49; 22; 7
1203; 2023/10/11; 03:20:33; 0; 52; 0; 0; 2632; 48; 22; 7
1204; 2023/10/11; 03:20:43; 0; 63; 0; 0; 2373; 42; 22; 6
1205; 2023/10/11; 03:20:53; 1048575; 62; 0; 0; 2542; 45; 22; 7
1206; 2023/10/11; 03:21:03; 1048575; 63; 0; 0; 2536; 48; 22; 7
1207; 2023/10/11; 03:21:13; 0; 62; 0; 0; 2521; 45; 22; 7
1208; 2023/10/11; 03:21:23; 1048575; 63; 0; 0; 2593; 44; 22; 7
1209; 2023/10/11; 03:21:33; 1048575; 63; 0; 0; 2633; 48; 22; 7
1210; 2023/10/11; 03:21:43; 0; 63; 0; 0; 2662; 47; 22; 7
1211; 2023/10/11; 03:21:53; 0; 62; 0; 0; 2513; 42; 22; 6
1212; 2023/10/11; 03:22:03; 1048575; 62; 0; 0; 2687; 45; 22; 7
1213; 2023/10/11; 03:22:13; 1048575; 63; 0; 0; 2544; 45; 22; 7
1214; 2023/10/11; 03:22:23; 1048575; 63; 0; 0; 2669; 46; 22; 7
1215; 2023/10/11; 03:22:33; 0; 62; 0; 0; 2521; 45; 22; 7
1216; 2023/10/11; 03:22:43; 0; 63; 0; 0; 2542; 48; 22; 7
1217; 2023/10/11; 03:22:53; 1048575; 62; 0; 0; 2540; 46; 22; 7
1218; 2023/10/11; 03:23:03; 0; 62; 0; 0; 2367; 41; 22; 6
1219; 2023/10/11; 03:23:13; 0; 62; 0; 0; 2539; 48; 22; 7
1220; 2023/10/11; 03:23:23; 0; 62; 0; 0; 2526; 47; 22; 7
1221; 2023/10/11; 03:23:33; 1; 62; 0; 0; 2619; 45; 22; 7
1222; 2023/10/11; 03:23:43; 1048575; 62; 0; 0; 2676; 46; 22; 7
1223; 2023/10/11; 03:23:53; 0; 62; 0; 0; 2728; 49; 22; 7
1224; 2023/10/11; 03:24:03; 1; 62; 0; 0; 2671; 46; 22; 7
1225; 2023/10/11; 03:24:13; 0; 62; 0; 0; 2368; 42; 22; 6
1226; 2023/10/11; 03:24:23; 0; 62; 0; 0; 2734; 49; 22; 7
1227; 2023/10/11; 03:24:33; 0; 62; 0; 0; 2523; 48; 22; 7
1228; 2023/10/11; 03:24:43; 1048575; 62; 0; 0; 2522; 45; 22; 7
1229; 2023/10/11; 03:24:53; 0; 62; 0; 0; 2537; 45; 22; 7
1230; 2023/10/11; 03:25:03; 0; 52; 0; 0; 2513; 49; 22; 7
1231; 2023/10/11; 03:25:13; 0; 52; 0; 0; 2489; 45; 22; 7
1232; 2023/10/11; 03:25:23; 0; 52; 0; 0; 2443; 41; 22; 6
1233; 2023/10/11; 03:25:33; 0; 63; 0; 0; 2658; 47; 22; 7
1234; 2023/10/11; 03:25:43; 0; 62; 0; 0; 2623; 47; 22; 7
1235; 2023/10/11; 03:25:53; 0; 62; 0; 0; 2722; 45; 22; 7
1236; 2023/10/11; 03:26:03; 0; 62; 0; 0; 2705; 47; 22; 7
1237; 2023/10/11; 03:26:13; 0; 62; 0; 0; 2695; 48; 22; 7
1238; 2023/10/11; 03:26:23; 0; 62; 0; 0; 2689; 46; 22; 7
1239; 2023/10/11; 03:26:33; 1048575; 62; 0; 0; 2369; 41; 22; 6
1240; 2023/10/11; 03:26:43; 1; 62; 0; 0; 2519; 48; 22; 7
1241; 2023/10/11; 03:26:53; 1048575; 63; 0; 0; 2546; 48; 22; 7
1242; 2023/10/11; 03:27:03; 0; 62; 0; 0; 2537; 45; 22; 7
1243; 2023/10/11; 03:27:13; 1048575; 62; 0; 0; 2557; 47; 22; 7
1244; 2023/10/11; 03:27:23; 0; 62; 0; 0; 2543; 48; 22; 7
1245; 2023/10/11; 03:27:33; 0; 62; 0; 0; 2548; 45; 22; 7
1246; 2023/10/11; 03:27:43; 0; 62; 0; 0; 2403; 42; 22; 6
1247; 2023/10/11; 03:27:53; 0; 62; 0; 0; 2570; 49; 22; 7
1248; 2023/10/11; 03:28:03; 0; 62; 0; 0; 2677; 47; 22; 7
1249; 2023/10/11; 03:28:13; 1048575; 62; 0; 0; 2686; 47; 22; 7
1250; 2023/10/11; 03:28:23; 0; 62; 0; 0; 2749; 49; 22; 7
1251; 2023/10/11; 03:28:33; 0; 62; 0; 0; 2770; 48; 22; 7
1252; 2023/10/11; 03:28:43; 0; 62; 0; 0; 2753; 45; 22; 7
1253; 2023/10/11; 03:28:53; 1048575; 62; 0; 0; 2368; 41; 22; 6
1254; 2023/10/11; 03:29:03; 1048575; 62; 0; 0; 2550; 48; 22; 7
1255; 2023/10/11; 03:29:13; 0; 62; 0; 0; 2553; 46; 22; 7
1256; 2023/10/11; 03:29:23; 0; 62; 0; 0; 2520; 44; 22; 7
1257; 2023/10/11; 03:29:33; 0; 62; 0; 0; 2543; 48; 22; 7
1258; 2023/10/11; 03:29:43; 0; 52; 0; 0; 2513; 47; 22; 7
1259; 2023/10/11; 03:29:53; 1048575; 52; 0; 0; 2499; 45; 22; 7
1260; 2023/10/11; 03:30:03; 1048575; 52; 0; 0; 2412; 41; 22; 6
1261; 2023/10/11; 03:30:13; 1048574; 63; 0; 0; 2556; 49; 22; 7
1262; 2023/10/11; 03:30:23; 1048575; 62; 0; 0; 2618; 46; 22; 7
1263; 2023/10/11; 03:30:33; 0; 63; 0; 0; 2651; 45; 22; 7
1264; 2023/10/11; 03:30:43; 1048575; 63; 0; 0; 2676; 48; 22; 7
1265; 2023/10/11; 03:30:53; 1048575; 62; 0; 0; 2696; 47; 22; 7
1266; 2023/10/11; 03:31:03; 1048575; 63; 0; 0; 2698; 44; 22; 7
1267; 2023/10/11; 03:31:13; 1048575; 63; 0; 0; 2372; 41; 22; 6
1268; 2023/10/11; 03:31:23; 1048575; 62; 0; 0; 2691; 48; 22; 7
1269; 2023/10/11; 03:31:33; 1048575; 62; 0; 0; 2539; 45; 22; 7
1270; 2023/10/11; 03:31:43; 1048575; 62; 0; 0; 2543; 45; 22; 7
1271; 2023/10/11; 03:31:53; 1048575; 62; 0; 0; 2521; 47; 22; 7
1272; 2023/10/11; 03:32:03; 0; 62; 0; 0; 2536; 48; 22; 7
1273; 2023/10/11; 03:32:13; 1048575; 62; 0; 0; 2585; 46; 22; 7
1274; 2023/10/11; 03:32:23; 0; 62; 0; 0; 2485; 43; 22; 6
1275; 2023/10/11; 03:32:33; 1048575; 62; 0; 0; 2754; 49; 22; 7
1276; 2023/10/11; 03:32:43; 0; 62; 0; 0; 2712; 46; 22; 7
1277; 2023/10/11; 03:32:53; 1048575; 62; 0; 0; 2752; 45; 22; 7
1278; 2023/10/11; 03:33:03; 0; 62; 0; 0; 2768; 50; 22; 7
1279; 2023/10/11; 03:33:13; 0; 62; 0; 0; 2557; 48; 22; 7
1280; 2023/10/11; 03:33:23; 1048574; 62; 0; 0; 2521; 45; 22; 7
1281; 2023/10/11; 03:33:33; 1048575; 62; 0; 0; 2368; 41; 22; 6
1282; 2023/10/11; 03:33:43; 0; 62; 0; 0; 2527; 49; 22; 7
1283; 2023/10/11; 03:33:53; 1048575; 62; 0; 0; 2520; 45; 22; 7
1284; 2023/10/11; 03:34:03; 0; 62; 0; 0; 2543; 45; 22; 7
1285; 2023/10/11; 03:34:13; 1048575; 62; 0; 0; 2594; 48; 22; 7
1286; 2023/10/11; 03:34:23; 0; 62; 0; 0; 2653; 46; 22; 7
1287; 2023/10/11; 03:34:33; 1048574; 52; 0; 0; 2662; 45; 22; 7
1288; 2023/10/11; 03:34:43; 1048575; 52; 0; 0; 2446; 42; 22; 6
1289; 2023/10/11; 03:34:53; 0; 52; 0; 0; 2637; 48; 22; 7
1290; 2023/10/11; 03:35:03; 0; 62; 0; 0; 2522; 45; 22; 7
1291; 2023/10/11; 03:35:13; 1048575; 63; 0; 0; 2547; 47; 22; 7
1292; 2023/10/11; 03:35:23; 0; 63; 0; 0; 2550; 48; 22; 7
1293; 2023/10/11; 03:35:33; 1048575; 63; 0; 0; 2529; 45; 22; 7
1294; 2023/10/11; 03:35:43; 1048575; 62; 0; 0; 2570; 45; 22; 7
1295; 2023/10/11; 03:35:53; 1048575; 63; 0; 0; 2424; 45; 22; 6
1296; 2023/10/11; 03:36:03; 0; 62; 0; 0; 2626; 46; 22; 7
1297; 2023/10/11; 03:36:13; 1048575; 62; 0; 0; 2703; 45; 22; 7
1298; 2023/10/11; 03:36:23; 0; 62; 0; 0; 2719; 48; 22; 7
1299; 2023/10/11; 03:36:33; 0; 62; 0; 0; 2688; 47; 22; 7
1300; 2023/10/11; 03:36:43; 1048575; 62; 0; 0; 2693; 47; 22; 7
1301; 2023/10/11; 03:36:53; 1048575; 62; 0; 0; 2660; 49; 22; 7
1302; 2023/10/11; 03:37:03; 1048575; 62; 0; 0; 2372; 46; 22; 6
1303; 2023/10/11; 03:37:13; 0; 62; 0; 0; 2545; 45; 22; 7
1304; 2023/10/11; 03:37:23; 1048575; 62; 0; 0; 2546; 49; 22; 7
1305; 2023/10/11; 03:37:33; 1048575; 62; 0; 0; 2525; 48; 22; 7
1306; 2023/10/11; 03:37:43; 1048575; 62; 0; 0; 2555; 45; 22; 7
1307; 2023/10/11; 03:37:53; 1048575; 62; 0; 0; 2788; 51; 22; 7
1308; 2023/10/11; 03:38:03; 0; 63; 0; 0; 2656; 48; 22; 7
1309; 2023/10/11; 03:38:13; 1048575; 62; 0; 0; 2370; 44; 22; 6
1310; 2023/10/11; 03:38:23; 1048575; 62; 0; 0; 2620; 48; 22; 7
1311; 2023/10/11; 03:38:33; 1048575; 62; 0; 0; 2698; 48; 22; 7
1312; 2023/10/11; 03:38:43; 0; 62; 0; 0; 2698; 45; 22; 7
1313; 2023/10/11; 03:38:53; 1048575; 62; 0; 0; 2542; 45; 22; 7
1314; 2023/10/11; 03:39:03; 1048574; 62; 0; 0; 2561; 45; 22; 7
1315; 2023/10/11; 03:39:13; 1048575; 52; 0; 0; 2501; 47; 22; 7
1316; 2023/10/11; 03:39:23; 1048575; 52; 0; 0; 2325; 42; 22; 6
1317; 2023/10/11; 03:39:33; 0; 52; 0; 0; 2496; 48; 22; 7
1318; 2023/10/11; 03:39:43; 0; 57; 0; 0; 2548; 47; 22; 7
1319; 2023/10/11; 03:39:53; 0; 62; 0; 0; 2569; 45; 22; 7
1320; 2023/10/11; 03:40:03; 0; 63; 0; 0; 2601; 47; 22; 7
1321; 2023/10/11; 03:40:13; 0; 62; 0; 0; 2697; 48; 22; 7
1322; 2023/10/11; 03:40:23; 0; 63; 0; 0; 2699; 47; 22; 7
1323; 2023/10/11; 03:40:33; 1; 62; 0; 0; 2506; 42; 22; 6
1324; 2023/10/11; 03:40:43; 0; 63; 0; 0; 2694; 48; 22; 7
1325; 2023/10/11; 03:40:53; 1048575; 63; 0; 0; 2684; 48; 22; 7
1326; 2023/10/11; 03:41:03; 1048575; 62; 0; 0; 2681; 47; 22; 7
1327; 2023/10/11; 03:41:13; 0; 62; 0; 0; 2560; 48; 22; 7
1328; 2023/10/11; 03:41:23; 1048575; 62; 0; 0; 2545; 50; 22; 7
1329; 2023/10/11; 03:41:33; 1048575; 62; 0; 0; 2551; 45; 22; 7
1330; 2023/10/11; 03:41:43; 0; 62; 0; 0; 2370; 41; 22; 6
1331; 2023/10/11; 03:41:53; 0; 62; 0; 0; 2543; 48; 22; 7
1332; 2023/10/11; 03:42:03; 0; 62; 0; 0; 2591; 47; 22; 7
1333; 2023/10/11; 03:42:13; 1048575; 62; 0; 0; 2592; 45; 22; 7
1334; 2023/10/11; 03:42:23; 0; 62; 0; 0; 2629; 48; 22; 7
1335; 2023/10/11; 03:42:33; 0; 62; 0; 0; 2654; 47; 22; 7
1336; 2023/10/11; 03:42:43; 1048575; 62; 0; 0; 2673; 45; 22; 7
1337; 2023/10/11; 03:42:53; 1048575; 62; 0; 0; 2496; 41; 22; 6
1338; 2023/10/11; 03:43:03; 0; 62; 0; 0; 2691; 48; 22; 7
1339; 2023/10/11; 03:43:13; 0; 62; 0; 0; 2683; 46; 22; 7
1340; 2023/10/11; 03:43:23; 1048575; 62; 0; 0; 2537; 45; 22; 7
1341; 2023/10/11; 03:43:33; 0; 62; 0; 0; 2544; 49; 22; 7
1342; 2023/10/11; 03:43:43; 0; 62; 0; 0; 2526; 47; 22; 7
1343; 2023/10/11; 03:43:53; 1048575; 62; 0; 0; 2561; 45; 22; 7
1344; 2023/10/11; 03:44:03; 1048575; 52; 0; 0; 2429; 44; 22; 6
1345; 2023/10/11; 03:44:13; 1048575; 52; 0; 0; 2534; 47; 22; 7
1346; 2023/10/11; 03:44:23; 1048575; 52; 0; 0; 2579; 46; 22; 7
1347; 2023/10/11; 03:44:33; 1048575; 63; 0; 0; 2668; 47; 22; 7
1348; 2023/10/11; 03:44:43; 1048575; 62; 0; 0; 2681; 48; 22; 7
1349; 2023/10/11; 03:44:53; 0; 63; 0; 0; 2683; 46; 22; 7
1350; 2023/10/11; 03:45:03; 0; 63; 0; 0; 2689; 47; 22; 7
1351; 2023/10/11; 03:45:13; 1048575; 63; 0; 0; 2451; 44; 22; 6
