Line; Date; Time; I INA SPECTRO (mA); I INA OSCAR (mA); I INA MOTORS (mA); I INA BATT (mA); I INA DC_BUS (mA); I INA Q7 (mA); I INA 5V (mA); I INA 3V3 (mA)
57; 2023/10/11; 00:09:33; 1048575; 62; 0; 0; 2534; 48; 22; 7
58; 2023/10/11; 00:09:43; 1048575; 62; 0; 0; 2534; 45; 22; 7
59; 2023/10/11; 00:09:53; 1048575; 62; 0; 0; 2516; 44; 22; 7
60; 2023/10/11; 00:10:03; 0; 62; 0; 0; 2515; 48; 22; 7
61; 2023/10/11; 00:10:13; 1048575; 62; 0; 0; 2528; 44; 22; 7
62; 2023/10/11; 00:10:23; 0; 52; 0; 0; 2472; 45; 22; 7
63; 2023/10/11; 00:10:33; 0; 52; 0; 0; 2342; 43; 22; 6
64; 2023/10/11; 00:10:43; 0; 52; 0; 0; 2504; 46; 22; 7
65; 2023/10/11; 00:10:53; 1048575; 63; 0; 0; 2674; 45; 22; 7
66; 2023/10/11; 00:11:03; 1048575; 63; 0; 0; 2664; 48; 22; 7
67; 2023/10/11; 00:11:13; 1048575; 63; 0; 0; 2700; 48; 22; 7
68; 2023/10/11; 00:11:23; 1048575; 63; 0; 0; 2707; 46; 22; 7
69; 2023/10/11; 00:11:33; 1048575; 63; 0; 0; 2737; 46; 22; 7
70; 2023/10/11; 00:11:43; 1048575; 63; 0; 0; 2365; 46; 22; 6
71; 2023/10/11; 00:11:53; 1048575; 62; 0; 0; 2746; 46; 22; 7
72; 2023/10/11; 00:12:03; 1048575; 62; 0; 0; 2749; 49; 22; 7
73; 2023/10/11; 00:12:13; 1; 62; 0; 0; 2513; 49; 22; 7
74; 2023/10/11; 00:12:23; 0; 62; 0; 0; 2532; 46; 22; 7
75; 2023/10/11; 00:12:33; 1048575; 62; 0; 0; 2532; 45; 22; 7
76; 2023/10/11; 00:12:43; 1048575; 62; 0; 0; 2514; 49; 22; 7
77; 2023/10/11; 00:12:53; 0; 62; 0; 0; 2385; 44; 22; 6
78; 2023/10/11; 00:13:03; 0; 62; 0; 0; 2531; 47; 22; 7
79; 2023/10/11; 00:13:13; 1048575; 62; 0; 0; 2525; 48; 22; 7
80; 2023/10/11; 00:13:23; 1048575; 62; 0; 0; 2583; 46; 22; 7
81; 2023/10/11; 00:13:33; 0; 62; 0; 0; 2610; 45; 22; 7
82; 2023/10/11; 00:13:43; 1; 62; 0; 0; 2612; 48; 22; 7
83; 2023/10/11; 00:13:53; 0; 62; 0; 0; 2626; 45; 22; 7
84; 2023/10/11; 00:14:03; 0; 62; 0; 0; 2522; 41; 22; 6
85; 2023/10/11; 00:14:13; 0; 62; 0; 0; 2695; 48; 22; 7
86; 2023/10/11; 00:14:23; 0; 62; 0; 0; 2690; 45; 22; 7
87; 2023/10/11; 00:14:33; 0; 62; 0; 0; 2705; 47; 22; 7
88; 2023/10/11; 00:14:43; 1048575; 62; 0; 0; 2678; 48; 22; 7
89; 2023/10/11; 00:14:53; 0; 62; 0; 0; 2695; 45; 22; 7
90; 2023/10/11; 00:15:03; 0; 52; 0; 0; 2478; 45; 22; 7
91; 2023/10/11; 00:15:13; 0; 52; 0; 0; 2457; 45; 22; 6
92; 2023/10/11; 00:15:23; 1048575; 52; 0; 0; 2542; 46; 22; 7
93; 2023/10/11; 00:15:33; 0; 63; 0; 0; 2611; 46; 22; 7
94; 2023/10/11; 00:15:43; 1048575; 63; 0; 0; 2598; 47; 22; 7
95; 2023/10/11; 00:15:53; 0; 63; 0; 0; 2629; 49; 22; 7
96; 2023/10/11; 00:16:03; 1048575; 63; 0; 0; 2671; 45; 22; 7
97; 2023/10/11; 00:16:13; 1048575; 62; 0; 0; 2651; 49; 22; 7
98; 2023/10/11; 00:16:23; 0; 62; 0; 0; 2542; 45; 22; 6
99; 2023/10/11; 00:16:33; 1048575; 62; 0; 0; 2681; 45; 22; 7
100; 2023/10/11; 00:16:43; 1048575; 62; 0; 0; 2697; 47; 22; 7
101; 2023/10/11; 00:16:53; 1048575; 62; 0; 0; 2677; 48; 22; 7
102; 2023/10/11; 00:17:03; 0; 62; 0; 0; 2650; 46; 22; 7
103; 2023/10/11; 00:17:13; 0; 62; 0; 0; 2682; 45; 22; 7
104; 2023/10/11; 00:17:23; 0; 62; 0; 0; 2533; 48; 22; 7
105; 2023/10/11; 00:17:33; 0; 62; 0; 0; 2361; 44; 22; 6
106; 2023/10/11; 00:17:43; 0; 62; 0; 0; 2535; 45; 22; 7
107; 2023/10/11; 00:17:53; 0; 62; 0; 0; 2532; 47; 22; 7
108; 2023/10/11; 00:18:03; 1; 62; 0; 0; 2548; 47; 22; 7
109; 2023/10/11; 00:18:13; 1048575; 62; 0; 0; 2542; 45; 22; 7
110; 2023/10/11; 00:18:23; 1048575; 62; 0; 0; 2546; 47; 22; 7
111; 2023/10/11; 00:18:33; 1048575; 62; 0; 0; 2534; 46; 22; 7
112; 2023/10/11; 00:18:43; 0; 63; 0; 0; 2531; 42; 22; 6
113; 2023/10/11; 00:18:53; 0; 62; 0; 0; 2700; 46; 22; 7
114; 2023/10/11; 00:19:03; 0; 62; 0; 0; 2700; 48; 22; 7
115; 2023/10/11; 00:19:13; 1048575; 62; 0; 0; 2676; 46; 22; 7
116; 2023/10/11; 00:19:23; 1048575; 62; 0; 0; 2610; 48; 22; 7
117; 2023/10/11; 00:19:33; 1048575; 62; 0; 0; 2704; 46; 22; 7
118; 2023/10/11; 00:19:43; 1048575; 52; 0; 0; 2570; 46; 22; 7
119; 2023/10/11; 00:19:53; 1048575; 52; 0; 0; 2381; 43; 22; 6
120; 2023/10/11; 00:20:03; 1048575; 52; 0; 0; 2557; 48; 22; 7
121; 2023/10/11; 00:20:13; 1048575; 63; 0; 0; 2620; 47; 22; 7
122; 2023/10/11; 00:20:23; 0; 62; 0; 0; 2560; 45; 22; 7
123; 2023/10/11; 00:20:33; 0; 63; 0; 0; 2566; 49; 22; 7
124; 2023/10/11; 00:20:43; 1048575; 62; 0; 0; 2585; 46; 22; 7
125; 2023/10/11; 00:20:53; 0; 63; 0; 0; 2585; 45; 22; 7
126; 2023/10/11; 00:21:03; 1048575; 62; 0; 0; 2362; 44; 22; 6
127; 2023/10/11; 00:21:13; 0; 62; 0; 0; 2625; 47; 22; 7
128; 2023/10/11; 00:21:23; 0; 62; 0; 0; 2607; 45; 22; 7
129; 2023/10/11; 00:21:33; 0; 62; 0; 0; 2653; 48; 22; 7
130; 2023/10/11; 00:21:43; 0; 62; 0; 0; 2713; 49; 22; 7
131; 2023/10/11; 00:21:53; 0; 62; 0; 0; 2699; 45; 22; 7
132; 2023/10/11; 00:22:03; 0; 62; 0; 0; 2696; 45; 22; 7
133; 2023/10/11; 00:22:13; 0; 62; 0; 0; 2510; 44; 22; 6
134; 2023/10/11; 00:22:23; 0; 62; 0; 0; 2661; 45; 22; 7
135; 2023/10/11; 00:22:33; 0; 62; 0; 0; 2533; 45; 22; 7
136; 2023/10/11; 00:22:43; 1048575; 62; 0; 0; 2663; 45; 22; 7
137; 2023/10/11; 00:22:53; 1048575; 62; 0; 0; 2515; 46; 22; 7
138; 2023/10/11; 00:23:03; 0; 62; 0; 0; 2527; 44; 22; 7
139; 2023/10/11; 00:23:13; 0; 62; 0; 0; 2552; 48; 22; 7
140; 2023/10/11; 00:23:23; 1048575; 62; 0; 0; 2430; 45; 22; 6
141; 2023/10/11; 00:23:33; 1048575; 62; 0; 0; 2581; 45; 22; 7
142; 2023/10/11; 00:23:43; 1048575; 62; 0; 0; 2581; 47; 22; 7
143; 2023/10/11; 00:23:53; 1048575; 62; 0; 0; 2678; 48; 22; 7
144; 2023/10/11; 00:24:03; 0; 62; 0; 0; 2625; 45; 22; 7
145; 2023/10/11; 00:24:13; 0; 52; 0; 0; 2642; 46; 22; 7
146; 2023/10/11; 00:24:23; 0; 52; 0; 0; 2627; 49; 22; 7
147; 2023/10/11; 00:24:33; 0; 52; 0; 0; 2508; 43; 22; 6
148; 2023/10/11; 00:24:43; 1048575; 62; 0; 0; 2708; 44; 22; 7
149; 2023/10/11; 00:24:53; 0; 63; 0; 0; 2541; 50; 22; 7
150; 2023/10/11; 00:25:03; 0; 63; 0; 0; 2539; 46; 22; 7
151; 2023/10/11; 00:25:13; 0; 63; 0; 0; 2518; 44; 22; 7
152; 2023/10/11; 00:25:23; 0; 62; 0; 0; 2515; 47; 22; 7
153; 2023/10/11; 00:25:33; 1048575; 63; 0; 0; 2539; 46; 22; 7
154; 2023/10/11; 00:25:43; 1048575; 62; 0; 0; 2365; 41; 22; 6
155; 2023/10/11; 00:25:53; 0; 62; 0; 0; 2528; 48; 22; 7
156; 2023/10/11; 00:26:03; 0; 62; 0; 0; 2550; 47; 22; 7
157; 2023/10/11; 00:26:13; 1048575; 62; 0; 0; 2602; 45; 22; 7
158; 2023/10/11; 00:26:23; 0; 62; 0; 0; 2641; 47; 22; 7
159; 2023/10/11; 00:26:33; 0; 62; 0; 0; 2672; 48; 22; 7
160; 2023/10/11; 00:26:43; 0; 62; 0; 0; 2682; 46; 22; 7
161; 2023/10/11; 00:26:53; 1048575; 62; 0; 0; 2367; 41; 22; 6
162; 2023/10/11; 00:27:03; 1048575; 62; 0; 0; 2662; 48; 22; 7
163; 2023/10/11; 00:27:13; 1048575; 62; 0; 0; 2671; 46; 22; 7
164; 2023/10/11; 00:27:23; 0; 62; 0; 0; 2531; 45; 22; 7
165; 2023/10/11; 00:27:33; 0; 62; 0; 0; 2533; 48; 22; 7
166; 2023/10/11; 00:27:43; 1048575; 62; 0; 0; 2536; 48; 22; 7
167; 2023/10/11; 00:27:53; 1048575; 62; 0; 0; 2518; 46; 22; 7
168; 2023/10/11; 00:28:03; 0; 62; 0; 0; 2435; 41; 22; 6
169; 2023/10/11; 00:28:13; 1048575; 62; 0; 0; 2612; 48; 22; 7
170; 2023/10/11; 00:28:23; 1048575; 62; 0; 0; 2682; 48; 22; 7
171; 2023/10/11; 00:28:33; 0; 62; 0; 0; 2667; 46; 22; 7
172; 2023/10/11; 00:28:43; 1048575; 62; 0; 0; 2746; 48; 22; 7
173; 2023/10/11; 00:28:53; 0; 52; 0; 0; 2694; 49; 22; 7
174; 2023/10/11; 00:29:03; 1048575; 52; 0; 0; 2693; 45; 22; 7
175; 2023/10/11; 00:29:13; 1048575; 52; 0; 0; 2323; 41; 22; 6
176; 2023/10/11; 00:29:23; 0; 63; 0; 0; 2729; 49; 22; 7
177; 2023/10/11; 00:29:33; 1048575; 63; 0; 0; 2531; 45; 22; 7
178; 2023/10/11; 00:29:43; 0; 63; 0; 0; 2516; 45; 22; 7
179; 2023/10/11; 00:29:53; 1048574; 62; 0; 0; 2537; 48; 22; 7
180; 2023/10/11; 00:30:03; 0; 62; 0; 0; 2543; 46; 22; 7
181; 2023/10/11; 00:30:13; 1048575; 63; 0; 0; 2624; 44; 22; 7
182; 2023/10/11; 00:30:23; 0; 62; 0; 0; 2553; 41; 22; 6
183; 2023/10/11; 00:30:33; 1048575; 62; 0; 0; 2651; 48; 22; 7
184; 2023/10/11; 00:30:43; 0; 62; 0; 0; 2688; 45; 22; 7
185; 2023/10/11; 00:30:53; 1048575; 62; 0; 0; 2694; 47; 22; 7
186; 2023/10/11; 00:31:03; 1048575; 62; 0; 0; 2681; 48; 22; 7
187; 2023/10/11; 00:31:13; 0; 62; 0; 0; 2682; 46; 22; 7
188; 2023/10/11; 00:31:23; 0; 62; 0; 0; 2674; 47; 22; 7
189; 2023/10/11; 00:31:33; 0; 62; 0; 0; 2363; 44; 22; 6
190; 2023/10/11; 00:31:43; 1048575; 62; 0; 0; 2551; 46; 22; 7
191; 2023/10/11; 00:31:53; 1048575; 62; 0; 0; 2538; 45; 22; 7
192; 2023/10/11; 00:32:03; 1048575; 62; 0; 0; 2514; 47; 22; 7
193; 2023/10/11; 00:32:13; 0; 62; 0; 0; 2555; 48; 22; 7
194; 2023/10/11; 00:32:23; 1048575; 62; 0; 0; 2526; 45; 22; 7
195; 2023/10/11; 00:32:33; 0; 62; 0; 0; 2539; 47; 22; 7
196; 2023/10/11; 00:32:43; 0; 62; 0; 0; 2468; 45; 22; 6
197; 2023/10/11; 00:32:53; 0; 62; 0; 0; 2665; 46; 22; 7
198; 2023/10/11; 00:33:03; 1048575; 62; 0; 0; 2762; 46; 22; 7
199; 2023/10/11; 00:33:13; 0; 62; 0; 0; 2754; 49; 22; 7
200; 2023/10/11; 00:33:23; 0; 62; 0; 0; 2733; 47; 22; 7
201; 2023/10/11; 00:33:33; 0; 52; 0; 0; 2672; 45; 22; 7
202; 2023/10/11; 00:33:43; 0; 52; 0; 0; 2658; 49; 22; 7
203; 2023/10/11; 00:33:53; 1048575; 52; 0; 0; 2483; 41; 22; 6
204; 2023/10/11; 00:34:03; 0; 62; 0; 0; 2535; 45; 22; 7
205; 2023/10/11; 00:34:13; 1048575; 63; 0; 0; 2538; 47; 22; 7
206; 2023/10/11; 00:34:23; 1048574; 63; 0; 0; 2537; 48; 22; 7
207; 2023/10/11; 00:34:33; 1048575; 63; 0; 0; 2534; 45; 22; 7
208; 2023/10/11; 00:34:43; 0; 63; 0; 0; 2541; 45; 22; 7
209; 2023/10/11; 00:34:53; 0; 63; 0; 0; 2594; 48; 22; 7
210; 2023/10/11; 00:35:03; 0; 62; 0; 0; 2514; 45; 22; 6
211; 2023/10/11; 00:35:13; 1048575; 62; 0; 0; 2613; 44; 22; 7
212; 2023/10/11; 00:35:23; 0; 63; 0; 0; 2693; 47; 22; 7
213; 2023/10/11; 00:35:33; 1; 62; 0; 0; 2663; 47; 22; 7
214; 2023/10/11; 00:35:43; 0; 62; 0; 0; 2697; 45; 22; 7
215; 2023/10/11; 00:35:53; 0; 62; 0; 0; 2710; 47; 22; 7
216; 2023/10/11; 00:36:03; 0; 62; 0; 0; 2685; 49; 22; 7
217; 2023/10/11; 00:36:13; 0; 62; 0; 0; 2366; 43; 22; 6
218; 2023/10/11; 00:36:23; 1; 62; 0; 0; 2662; 47; 22; 7
219; 2023/10/11; 00:36:33; 0; 62; 0; 0; 2538; 48; 22; 7
220; 2023/10/11; 00:36:43; 1048575; 62; 0; 0; 2571; 46; 22; 7
221; 2023/10/11; 00:36:53; 0; 62; 0; 0; 2588; 46; 22; 7
222; 2023/10/11; 00:37:03; 0; 62; 0; 0; 2580; 48; 22; 7
223; 2023/10/11; 00:37:13; 1048575; 62; 0; 0; 2603; 47; 22; 7
224; 2023/10/11; 00:37:23; 1048575; 62; 0; 0; 2556; 43; 22; 6
225; 2023/10/11; 00:37:33; 0; 62; 0; 0; 2704; 49; 22; 7
226; 2023/10/11; 00:37:43; 1048575; 62; 0; 0; 2697; 48; 22; 7
227; 2023/10/11; 00:37:53; 1048575; 62; 0; 0; 2693; 45; 22; 7
228; 2023/10/11; 00:38:03; 0; 62; 0; 0; 2709; 48; 22; 7
229; 2023/10/11; 00:38:13; 0; 62; 0; 0; 2699; 48; 22; 7
230; 2023/10/11; 00:38:23; 1048575; 52; 0; 0; 2626; 45; 22; 7
231; 2023/10/11; 00:38:33; 1048575; 52; 0; 0; 2322; 41; 22; 6
232; 2023/10/11; 00:38:43; 0; 52; 0; 0; 2495; 48; 22; 7
233; 2023/10/11; 00:38:53; 0; 63; 0; 0; 2526; 45; 22; 7
234; 2023/10/11; 00:39:03; 1048575; 63; 0; 0; 2536; 45; 22; 7
235; 2023/10/11; 00:39:13; 1048575; 63; 0; 0; 2538; 48; 22; 7
236; 2023/10/11; 00:39:23; 1048575; 63; 0; 0; 2543; 45; 22; 7
237; 2023/10/11; 00:39:33; 1048575; 62; 0; 0; 2540; 44; 22; 7
238; 2023/10/11; 00:39:43; 0; 62; 0; 0; 2446; 44; 22; 6
239; 2023/10/11; 00:39:53; 1048575; 62; 0; 0; 2597; 46; 22; 7
240; 2023/10/11; 00:40:03; 1048575; 62; 0; 0; 2601; 45; 22; 7
241; 2023/10/11; 00:40:13; 1; 62; 0; 0; 2640; 48; 22; 7
242; 2023/10/11; 00:40:23; 1048575; 62; 0; 0; 2707; 47; 22; 7
243; 2023/10/11; 00:40:33; 1048575; 62; 0; 0; 2701; 45; 22; 7
244; 2023/10/11; 00:40:43; 0; 62; 0; 0; 2716; 48; 22; 7
245; 2023/10/11; 00:40:53; 0; 62; 0; 0; 2515; 43; 22; 6
246; 2023/10/11; 00:41:03; 1048574; 62; 0; 0; 2653; 45; 22; 7
247; 2023/10/11; 00:41:13; 0; 62; 0; 0; 2600; 48; 22; 7
248; 2023/10/11; 00:41:23; 1048575; 62; 0; 0; 2660; 47; 22; 7
249; 2023/10/11; 00:41:33; 0; 62; 0; 0; 2585; 46; 22; 7
250; 2023/10/11; 00:41:43; 0; 62; 0; 0; 2578; 48; 22; 7
251; 2023/10/11; 00:41:53; 1048575; 62; 0; 0; 2524; 50; 22; 7
252; 2023/10/11; 00:42:03; 1048575; 63; 0; 0; 2421; 43; 22; 6
253; 2023/10/11; 00:42:13; 1048575; 62; 0; 0; 2561; 45; 22; 7
254; 2023/10/11; 00:42:23; 1048575; 62; 0; 0; 2584; 48; 22; 7
255; 2023/10/11; 00:42:33; 0; 62; 0; 0; 2589; 45; 22; 7
256; 2023/10/11; 00:42:43; 1048575; 62; 0; 0; 2519; 48; 22; 7
257; 2023/10/11; 00:42:53; 0; 62; 0; 0; 2668; 48; 22; 7
258; 2023/10/11; 00:43:03; 1048575; 52; 0; 0; 2630; 47; 22; 7
259; 2023/10/11; 00:43:13; 1048575; 52; 0; 0; 2401; 44; 22; 6
260; 2023/10/11; 00:43:23; 1048575; 52; 0; 0; 2643; 48; 22; 7
261; 2023/10/11; 00:43:33; 0; 52; 0; 0; 2658; 47; 22; 7
262; 2023/10/11; 00:43:43; 0; 63; 0; 0; 2537; 46; 22; 7
263; 2023/10/11; 00:43:53; 0; 63; 0; 0; 2543; 45; 22; 7
264; 2023/10/11; 00:44:03; 0; 63; 0; 0; 2532; 49; 22; 7
265; 2023/10/11; 00:44:13; 1048575; 63; 0; 0; 2544; 44; 22; 7
266; 2023/10/11; 00:44:23; 1048575; 63; 0; 0; 2371; 44; 22; 6
267; 2023/10/11; 00:44:33; 0; 62; 0; 0; 2535; 49; 22; 7
268; 2023/10/11; 00:44:43; 0; 62; 0; 0; 2534; 46; 22; 7
269; 2023/10/11; 00:44:53; 0; 62; 0; 0; 2562; 45; 22; 7
270; 2023/10/11; 00:45:03; 0; 62; 0; 0; 2618; 48; 22; 7
271; 2023/10/11; 00:45:13; 1048575; 62; 0; 0; 2610; 46; 22; 7
272; 2023/10/11; 00:45:23; 1048575; 62; 0; 0; 2636; 45; 22; 7
273; 2023/10/11; 00:45:33; 1048575; 62; 0; 0; 2528; 44; 22; 6
274; 2023/10/11; 00:45:43; 0; 62; 0; 0; 2724; 48; 22; 7
275; 2023/10/11; 00:45:53; 1048575; 62; 0; 0; 2768; 46; 22; 7
276; 2023/10/11; 00:46:03; 1048575; 62; 0; 0; 2771; 48; 22; 7
277; 2023/10/11; 00:46:13; 0; 62; 0; 0; 2750; 50; 22; 7
278; 2023/10/11; 00:46:23; 1048575; 62; 0; 0; 2755; 46; 22; 7
279; 2023/10/11; 00:46:33; 1048575; 63; 0; 0; 2744; 48; 22; 7
280; 2023/10/11; 00:46:43; 0; 63; 0; 0; 2526; 42; 22; 6
281; 2023/10/11; 00:46:53; 1048575; 62; 0; 0; 2682; 46; 22; 7
282; 2023/10/11; 00:47:03; 0; 62; 0; 0; 2540; 45; 22; 7
283; 2023/10/11; 00:47:13; 0; 62; 0; 0; 2538; 49; 22; 7
284; 2023/10/11; 00:47:23; 1048575; 62; 0; 0; 2540; 46; 22; 7
285; 2023/10/11; 00:47:33; 1048575; 62; 0; 0; 2520; 45; 22; 7
286; 2023/10/11; 00:47:43; 0; 62; 0; 0; 2558; 48; 22; 7
287; 2023/10/11; 00:47:53; 0; 52; 0; 0; 2413; 45; 22; 6
288; 2023/10/11; 00:48:03; 0; 52; 0; 0; 2569; 45; 22; 7
289; 2023/10/11; 00:48:13; 1048575; 52; 0; 0; 2587; 47; 22; 7
290; 2023/10/11; 00:48:23; 1; 63; 0; 0; 2661; 48; 22; 7
291; 2023/10/11; 00:48:33; 1048575; 63; 0; 0; 2675; 45; 22; 7
292; 2023/10/11; 00:48:43; 1048575; 63; 0; 0; 2696; 48; 22; 7
293; 2023/10/11; 00:48:53; 0; 63; 0; 0; 2700; 47; 22; 7
294; 2023/10/11; 00:49:03; 0; 62; 0; 0; 2371; 42; 22; 6
295; 2023/10/11; 00:49:13; 1048575; 62; 0; 0; 2665; 47; 22; 7
296; 2023/10/11; 00:49:23; 0; 62; 0; 0; 2519; 48; 22; 7
297; 2023/10/11; 00:49:33; 1048575; 62; 0; 0; 2542; 45; 22; 7
298; 2023/10/11; 00:49:43; 1048575; 62; 0; 0; 2593; 48; 22; 7
299; 2023/10/11; 00:49:53; 0; 62; 0; 0; 2629; 48; 22; 7
300; 2023/10/11; 00:50:03; 0; 62; 0; 0; 2603; 46; 22; 7
301; 2023/10/11; 00:50:13; 1048575; 62; 0; 0; 2367; 45; 22; 6
302; 2023/10/11; 00:50:23; 0; 62; 0; 0; 2689; 50; 22; 7
303; 2023/10/11; 00:50:33; 1048575; 62; 0; 0; 2673; 46; 22; 7
304; 2023/10/11; 00:50:43; 1048575; 62; 0; 0; 2642; 48; 22; 7
305; 2023/10/11; 00:50:53; 0; 62; 0; 0; 2713; 48; 22; 7
306; 2023/10/11; 00:51:03; 1048575; 62; 0; 0; 2693; 46; 22; 7
307; 2023/10/11; 00:51:13; 0; 62; 0; 0; 2681; 45; 22; 7
308; 2023/10/11; 00:51:23; 1048575; 62; 0; 0; 2507; 44; 22; 6
309; 2023/10/11; 00:51:33; 1048575; 62; 0; 0; 2670; 46; 22; 7
310; 2023/10/11; 00:51:43; 1048575; 62; 0; 0; 2663; 45; 22; 7
311; 2023/10/11; 00:51:53; 1048575; 62; 0; 0; 2539; 48; 22; 7
312; 2023/10/11; 00:52:03; 0; 62; 0; 0; 2538; 46; 22; 7
313; 2023/10/11; 00:52:13; 1048575; 62; 0; 0; 2539; 45; 22; 7
314; 2023/10/11; 00:52:23; 0; 62; 0; 0; 2540; 48; 22; 7
315; 2023/10/11; 00:52:33; 0; 62; 0; 0; 2370; 45; 22; 6
316; 2023/10/11; 00:52:43; 0; 52; 0; 0; 2494; 45; 22; 7
317; 2023/10/11; 00:52:53; 1048575; 52; 0; 0; 2498; 47; 22; 7
318; 2023/10/11; 00:53:03; 1048575; 52; 0; 0; 2518; 48; 22; 7
319; 2023/10/11; 00:53:13; 1048575; 63; 0; 0; 2587; 46; 22; 7
