Line;Date;Time;PT0 (degC);PT1 (degC);PT2 (degC);PT3 (degC);PT4 (degC);PT5 (degC);PT6 (degC);PT7 (degC)
0;2023/10/11;15:56:14;465;463;462;470;463;462;461;0
1;2023/10/11;15:56:24;466;465;463;471;468;464;462;0
2;2023/10/11;15:56:34;466;462;462;470;463;461;463;0
