Line;Date;Time;POT1;POT2;POT3;POT4;POT5;POT6;POTref;PT1;PT2;PT3;PTref;I INA SPECTRO (mA);I INA OSCAR (mA);I INA MOTORS (mA);I INA BATT (mA);I INA DC_BUS (mA);I INA Q7 (mA);I INA 5V (mA);I INA 3V3 (mA);PD0 (V);PD1 (V);PD2 (V);PD3 (V);PD4 (V);PD5 (degC);PT0 (degC);PT1 (degC);PT2 (degC);PT3 (degC);PT4 (degC);PT5 (degC);PT6 (degC);PT7 (degC);T INA SPECTRO (degC);T INA OSCAR (degC);T INA MOTORS (degC);T INA BATT (degC);T INA DC_BUS (degC);T INA Q7 (degC);T INA 5V (degC);T INA 3V3 (degC)
61;2023/10/11;10:20:03;1514;2322;1650;2465;2634;2966;1997;1535;1536;1528;1181;0;62;0;0;2917;55;65;6;4017;12;11;11;11;12;465;462;461;468;459;460;461;0;33,453125;32,7890625;36,4140625;36,4765625;36,7265625;36,5078125;36,59375;32,7421875
62;2023/10/11;10:30:13;1515;2321;1650;2466;2634;2966;1997;1539;1559;1528;1182;28757;63;12960;0;15952;54;22;6;4017;12;11;11;11;12;474;465;518;488;470;477;466;0;43,21875;43,40625;43,03125;43,140625;43,515625;43,234375;43,328125;42,0703125
63;2023/10/11;10:40:23;1516;2323;1649;2466;2634;2967;1997;1547;1568;1532;1182;0;62;12537;0;5043;47;22;7;4017;12;11;11;11;12;490;479;518;509;485;488;480;0;38,796875;38,1640625;42,0625;42,1796875;42,4609375;42,1953125;42,3359375;38,0
64;2023/10/11;10:50:33;1515;2323;1649;2465;2634;2966;1997;1551;1562;1535;1182;0;62;12599;0;5056;49;22;7;4017;12;11;11;11;12;491;485;494;504;497;488;483;0;37,0;36,3125;40,4453125;40,4765625;40,7578125;40,5;40,671875;36,1875
65;2023/10/11;11:00:43;1514;2323;1649;2465;2633;2965;1998;1553;1559;1540;1181;1048575;62;0;0;2580;47;22;7;4017;12;11;11;11;12;490;486;488;499;492;485;484;0;35,9609375;35,15625;39,1875;39,28125;39,4921875;39,2578125;39,390625;35,171875
66;2023/10/11;11:10:53;1514;2322;1650;2465;2633;2965;1997;1552;1558;1541;1182;1048575;62;0;0;2548;45;22;6;4017;12;11;11;11;12;488;485;484;495;485;484;482;0;35,453125;34,71875;38,71875;38,7265625;38,9921875;38,71875;38,859375;34,6875
67;2023/10/11;11:21:03;1515;2322;1649;2465;2633;2965;1997;1551;1556;1541;1182;1048575;52;0;0;2560;49;22;7;4017;12;11;11;11;12;486;483;482;495;482;481;481;0;35,28125;34,59375;38,5390625;38,546875;38,8046875;38,5625;38,703125;34,5546875
68;2023/10/11;11:31:13;1515;2321;1649;2465;2632;2965;1997;1549;1554;1541;1182;1048574;52;0;0;2674;47;22;7;4017;12;11;11;11;12;484;481;481;491;479;480;480;0;35,1796875;34,484375;38,40625;38,453125;38,703125;38,453125;38,5859375;34,453125
69;2023/10/11;11:41:23;1515;2321;1649;2465;2633;2964;1997;1549;1554;1540;1182;1048575;62;0;0;2559;47;22;7;4017;12;11;11;11;12;483;481;479;490;476;479;478;0;35,0546875;34,3828125;38,3203125;38,34375;38,6015625;38,3515625;38,5;34,3515625
70;2023/10/11;11:51:33;1515;2322;1649;2465;2633;2965;1997;1548;1552;1539;1182;0;63;0;0;2748;49;22;7;4017;12;11;11;11;12;483;479;478;488;475;478;477;0;34,9921875;34,3046875;38,203125;38,265625;38,5234375;38,28125;38,40625;34,265625
71;2023/10/11;12:01:43;1514;2322;1650;2464;2633;2964;1997;1547;1551;1538;1182;0;63;0;0;2579;48;22;7;4017;12;11;11;11;12;480;478;476;486;474;475;476;0;34,890625;34,2265625;38,1015625;38,1796875;38,4296875;38,1796875;38,328125;34,171875
72;2023/10/11;12:11:53;1515;2323;1648;2465;2633;2965;1997;1546;1550;1538;1181;1048575;62;0;0;2563;49;22;7;4017;12;11;11;11;12;481;478;476;486;474;476;476;0;34,8359375;34,125;38,0234375;38,078125;38,3671875;38,0859375;38,2109375;34,0859375
73;2023/10/11;12:22:03;1514;2321;1648;2465;2633;2964;1997;1546;1549;1537;1182;0;63;0;0;2522;41;22;6;4017;12;11;11;11;12;479;477;475;484;474;474;474;0;34,7890625;34,0703125;37,984375;38,0;38,3046875;38,03125;38,140625;34,0234375
74;2023/10/11;12:32:13;1515;2321;1649;2465;2633;2964;1997;1545;1548;1537;1182;1048575;62;0;0;2689;48;22;7;4017;12;11;11;11;12;479;476;475;485;475;474;475;0;34,765625;34,0390625;37,9609375;37,984375;38,25;37,984375;38,140625;33,9765625
75;2023/10/11;12:42:23;1515;2322;1649;2465;2634;2964;1997;1545;1549;1536;1182;1048575;62;0;0;2709;48;22;7;4017;12;11;11;11;12;479;475;474;484;474;473;475;0;34,734375;33,9765625;37,9140625;37,9453125;38,2109375;37,953125;38,0859375;33,9453125
76;2023/10/11;12:52:33;1515;2322;1649;2465;2633;2965;1997;1545;1548;1537;1182;0;62;0;0;2614;49;22;7;4017;12;11;11;11;12;478;476;474;484;473;471;474;0;34,6953125;33,96875;37,890625;37,9375;38,1875;37,9375;38,078125;33,921875
77;2023/10/11;13:02:43;1515;2322;1649;2465;2632;2964;1997;1545;1546;1535;1182;1048574;52;0;0;2549;48;22;7;4017;12;11;11;11;12;476;473;471;481;470;470;470;0;34,65625;33,8984375;37,8671875;37,9140625;38,1484375;37,8828125;38,03125;33,8671875
78;2023/10/11;13:12:53;1515;2322;1650;2465;2633;2964;1997;1543;1546;1535;1182;1048575;62;0;0;2555;45;22;7;4017;12;11;11;11;12;476;471;471;481;469;468;468;0;34,6171875;33,890625;37,8125;37,828125;38,078125;37,8203125;37,9609375;33,84375
79;2023/10/11;13:23:03;1514;2322;1650;2465;2633;2964;1997;1541;1545;1533;1181;1048575;62;0;0;2533;47;22;7;4017;12;11;11;11;12;474;471;469;480;468;468;469;0;34,5546875;33,828125;37,75;37,7734375;38,0078125;37,7890625;37,9140625;33,7578125
80;2023/10/11;13:33:13;1515;2322;1649;2465;2633;2964;1997;1541;1545;1534;1181;0;63;0;0;2565;43;22;6;4017;12;11;11;11;12;475;471;470;480;468;467;469;0;34,5;33,734375;37,6640625;37,7421875;37,9609375;37,7109375;37,8671875;33,7109375
81;2023/10/11;13:43:23;1515;2322;1649;2465;2633;2963;1997;1542;1544;1534;1181;1048575;62;0;0;2675;47;22;7;4017;12;11;11;11;12;475;470;468;479;468;468;469;0;34,4609375;33,734375;37,6640625;37,6796875;37,9296875;37,6796875;37,7734375;33,671875
82;2023/10/11;13:53:33;1514;2322;1649;2465;2633;2964;1997;1540;1544;1533;1182;0;62;0;0;2585;47;22;7;4017;12;11;11;11;12;471;468;467;478;467;466;467;0;34,421875;33,6640625;37,625;37,6328125;37,90625;37,6328125;37,765625;33,6328125
83;2023/10/11;14:03:43;1515;2321;1649;2465;2633;2963;1997;1540;1543;1533;1181;1048575;62;0;0;2770;45;22;7;4017;12;11;11;11;12;470;468;467;476;467;466;466;0;34,390625;33,6328125;37,6171875;37,6015625;37,875;37,625;37,7421875;33,6015625
84;2023/10/11;14:13:53;1515;2322;1649;2464;2632;2964;1997;1541;1544;1532;1181;0;62;0;0;2557;46;22;7;4017;12;11;11;11;12;471;468;466;476;466;466;466;0;34,3828125;33,625;37,546875;37,6171875;37,859375;37,609375;37,734375;33,609375
85;2023/10/11;14:24:03;1515;2322;1649;2465;2633;2963;1997;1540;1542;1531;1181;0;52;0;0;2703;50;22;7;4017;12;11;11;11;12;470;467;466;476;466;466;466;0;34,359375;33,59375;37,5625;37,5703125;37,828125;37,5625;37,7109375;33,59375
86;2023/10/11;14:34:13;1515;2322;1650;2465;2633;2964;1997;1540;1542;1531;1181;0;62;0;0;2665;46;22;7;4017;12;11;11;11;12;470;467;466;477;466;466;466;0;34,3203125;33,5703125;37,4921875;37,53125;37,7890625;37,546875;37,6875;33,53125
87;2023/10/11;14:44:23;1514;2322;1650;2464;2633;2963;1997;1539;1541;1530;1181;0;62;0;0;2433;41;22;6;4017;12;11;11;11;12;468;466;466;474;464;464;465;0;34,25;33,515625;37,4453125;37,5078125;37,734375;37,5;37,6328125;33,4765625
