Line; Date; Time; PT0 (degC); PT1 (degC); PT2 (degC); PT3 (degC); PT4 (degC); PT5 (degC); PT6 (degC); PT7 (degC)
0; 2023/10/11; 15:45:42; 28.57142857142857; 28.327228327228326; 28.327228327228326; 28.815628815628813; 28.327228327228326; 28.205128205128204; 28.266178266178265; 0.0
1; 2023/10/11; 15:45:52; 28.388278388278387; 28.327228327228326; 28.205128205128204; 28.754578754578752; 28.388278388278387; 28.144078144078144; 28.266178266178265; 0.0
2; 2023/10/11; 15:46:02; 28.51037851037851; 28.327228327228326; 28.266178266178265; 28.754578754578752; 28.266178266178265; 28.205128205128204; 28.266178266178265; 0.0
3; 2023/10/11; 15:46:12; 28.57142857142857; 28.388278388278387; 28.327228327228326; 28.876678876678874; 27.8998778998779; 27.716727716727718; 28.266178266178265; 0.0
4; 2023/10/11; 15:46:22; 28.51037851037851; 28.327228327228326; 28.205128205128204; 28.815628815628813; 28.327228327228326; 28.205128205128204; 28.205128205128204; 0.0
5; 2023/10/11; 15:46:32; 28.449328449328448; 28.327228327228326; 28.205128205128204; 28.815628815628813; 28.266178266178265; 28.205128205128204; 28.144078144078144; 0.0
6; 2023/10/11; 15:46:42; 28.51037851037851; 28.205128205128204; 28.266178266178265; 28.754578754578752; 28.327228327228326; 28.205128205128204; 28.205128205128204; 0.0
7; 2023/10/11; 15:46:52; 28.57142857142857; 28.388278388278387; 28.266178266178265; 28.876678876678874; 28.388278388278387; 28.144078144078144; 28.266178266178265; 0.0
8; 2023/10/11; 15:47:02; 28.449328449328448; 28.327228327228326; 28.205128205128204; 28.815628815628813; 28.327228327228326; 28.205128205128204; 28.266178266178265; 0.0
9; 2023/10/11; 15:47:12; 28.51037851037851; 28.388278388278387; 28.388278388278387; 28.876678876678874; 28.388278388278387; 28.327228327228326; 28.205128205128204; 0.0
10; 2023/10/11; 15:47:22; 28.51037851037851; 28.388278388278387; 28.327228327228326; 28.876678876678874; 28.388278388278387; 28.266178266178265; 28.266178266178265; 0.0
11; 2023/10/11; 15:47:32; 28.449328449328448; 28.327228327228326; 28.266178266178265; 28.754578754578752; 28.266178266178265; 28.144078144078144; 28.205128205128204; 0.0
12; 2023/10/11; 15:47:42; 28.388278388278387; 28.327228327228326; 28.266178266178265; 28.754578754578752; 28.327228327228326; 28.144078144078144; 28.144078144078144; 0.0
13; 2023/10/11; 15:47:52; 28.51037851037851; 28.449328449328448; 28.266178266178265; 28.815628815628813; 28.388278388278387; 28.266178266178265; 28.266178266178265; 0.0
14; 2023/10/11; 15:48:02; 28.449328449328448; 28.388278388278387; 28.266178266178265; 28.876678876678874; 28.388278388278387; 28.205128205128204; 28.266178266178265; 0.0
15; 2023/10/11; 15:48:12; 28.57142857142857; 28.388278388278387; 28.327228327228326; 28.876678876678874; 28.388278388278387; 28.205128205128204; 28.266178266178265; 0.0
16; 2023/10/11; 15:48:22; 28.449328449328448; 28.266178266178265; 28.205128205128204; 28.754578754578752; 28.388278388278387; 28.205128205128204; 28.205128205128204; 0.0
17; 2023/10/11; 15:48:32; 28.57142857142857; 28.327228327228326; 28.327228327228326; 28.815628815628813; 28.388278388278387; 28.266178266178265; 28.205128205128204; 0.0
18; 2023/10/11; 15:48:42; 28.388278388278387; 28.266178266178265; 28.205128205128204; 28.754578754578752; 28.449328449328448; 28.205128205128204; 28.205128205128204; 0.0
19; 2023/10/11; 15:48:52; 28.51037851037851; 28.388278388278387; 28.205128205128204; 28.815628815628813; 28.449328449328448; 28.205128205128204; 28.327228327228326; 0.0
20; 2023/10/11; 15:49:02; 28.388278388278387; 28.327228327228326; 28.205128205128204; 28.69352869352869; 28.449328449328448; 28.205128205128204; 28.144078144078144; 0.0
21; 2023/10/11; 15:49:12; 28.449328449328448; 28.327228327228326; 28.205128205128204; 28.754578754578752; 28.388278388278387; 28.144078144078144; 28.144078144078144; 0.0
22; 2023/10/11; 15:49:22; 28.57142857142857; 28.388278388278387; 28.327228327228326; 28.815628815628813; 28.57142857142857; 28.327228327228326; 28.327228327228326; 0.0
23; 2023/10/11; 15:49:32; 28.51037851037851; 28.388278388278387; 28.327228327228326; 28.815628815628813; 28.51037851037851; 28.205128205128204; 28.266178266178265; 0.0
24; 2023/10/11; 15:49:42; 28.449328449328448; 28.388278388278387; 28.327228327228326; 28.815628815628813; 28.388278388278387; 28.205128205128204; 28.266178266178265; 0.0
25; 2023/10/11; 15:49:52; 28.51037851037851; 28.327228327228326; 28.266178266178265; 28.815628815628813; 28.51037851037851; 28.205128205128204; 28.205128205128204; 0.0
26; 2023/10/11; 15:50:02; 28.51037851037851; 28.388278388278387; 28.266178266178265; 28.815628815628813; 28.51037851037851; 28.205128205128204; 28.266178266178265; 0.0
27; 2023/10/11; 15:50:12; 28.51037851037851; 28.266178266178265; 28.205128205128204; 28.815628815628813; 28.388278388278387; 28.144078144078144; 28.144078144078144; 0.0
28; 2023/10/11; 15:50:22; 28.51037851037851; 28.388278388278387; 28.205128205128204; 28.815628815628813; 28.449328449328448; 28.205128205128204; 28.266178266178265; 0.0
29; 2023/10/11; 15:50:32; 28.51037851037851; 28.327228327228326; 28.266178266178265; 28.815628815628813; 28.449328449328448; 28.205128205128204; 28.266178266178265; 0.0
30; 2023/10/11; 15:50:42; 28.449328449328448; 28.266178266178265; 28.327228327228326; 28.815628815628813; 28.449328449328448; 28.205128205128204; 28.205128205128204; 0.0
31; 2023/10/11; 15:50:52; 28.449328449328448; 28.327228327228326; 28.266178266178265; 28.754578754578752; 28.388278388278387; 28.205128205128204; 28.205128205128204; 0.0
