Line,Date,Time,POT1 ,POT2 ,POT3 ,POT4 ,POT5 ,POT6 ,POTref ,PT1 ,PT2 ,PT3 ,PTref,I INA SPECTRO (mA),I INA OSCAR (mA),I INA MOTORS (mA),I INA BATT (mA),I INA DC_BUS (mA),I INA Q7 (mA),I INA 5V (mA),I INA 3V3 (mA),PD0 (V),PD1 (V),PD2 (V),PD3 (V),PD4 (V),PD5 (degC),PT0 (degC),PT1 (degC),PT2 (degC),PT3 (degC),PT4 (degC),PT5 (degC),PT6 (degC),PT7 (degC),T INA SPECTRO (degC),T INA OSCAR (degC),T INA MOTORS (degC),T INA BATT (degC),T INA DC_BUS (degC),T INA Q7 (degC),T INA 5V (degC),T INA 3V3 (degC)
53,2023/10/11,08:58:43,1515;2323;1649;2465;2632;2966;1997:1534;1535;1526;1182,,,,,,,,,,,1048575,62,0,0,2557,45,22,7,4.90478515625,0.015869140625,0.0146484375,0.015869140625,0.0146484375,0.015869140625,28.266178266178265,28.021978021978025,27.96092796092796,28.51037851037851,27.8998778998779,27.8998778998779,28.021978021978025,0.0,"33,8203125","33,1484375","37,046875","37,09375","37,34375","37,1015625","37,2265625","33,09375"
54,2023/10/11,09:08:53,1515;2322;1650;2464;2633;2965;1997:1535;1535;1527;1182,,,,,,,,,,,1048575,62,0,0,2552,48,22,7,4.90478515625,0.015869140625,0.0146484375,0.015869140625,0.0146484375,0.015869140625,28.32722832722833,28.083028083028083,28.021978021978025,28.63247863247863,28.021978021978025,28.021978021978025,28.205128205128204,0.0,"33,8359375","33,1484375","37,046875","37,1015625","37,34375","37,1015625","37,234375","33,1015625"
55,2023/10/11,09:19:03,1516;2322;1650;2465;2634;2967;1997:1535;1536;1527;1181,,,,,,,,,,,1048575,62,0,0,2717,45,22,7,4.906005859375,0.015869140625,0.0146484375,0.0146484375,0.015869140625,0.0146484375,28.32722832722833,28.083028083028083,28.021978021978025,28.57142857142857,27.96092796092796,28.021978021978025,28.021978021978025,0.0,"33,8515625","33,15625","37,078125","37,1171875","37,359375","37,125","37,2578125","33,1171875"
56,2023/10/11,09:29:13,1515;2323;1650;2465;2634;2966;1997:1535;1536;1528;1181,,,,,,,,,,,0,62,0,0,2368,41,22,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.388278388278387,28.205128205128204,28.083028083028083,28.63247863247863,28.144078144078144,28.021978021978025,28.144078144078144,0.0,"33,671875","33,0078125","36,6640625","36,7421875","37,0078125","36,7421875","36,8515625","32,9765625"
57,2023/10/11,09:39:23,1515;2322;1649;2465;2632;2966;1997:1536;1537;1528;1182,,,,,,,,,,,0,52,0,0,2546,42,22,6,0.0146484375,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.449328449328448,28.205128205128204,28.083028083028083,28.63247863247863,28.266178266178265,28.083028083028083,28.144078144078144,0.0,"33,5","32,875","36,484375","36,546875","36,78125","36,53125","36,671875","32,8203125"
58,2023/10/11,09:49:33,1516;2322;1649;2464;2634;2965;1997:1535;1536;1528;1182,,,,,,,,,,,0,62,0,0,2369,45,22,6,0.015869140625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.388278388278387,28.144078144078144,28.083028083028083,28.57142857142857,28.083028083028083,28.083028083028083,28.083028083028083,0.0,"33,4765625","32,8515625","36,4375","36,5","36,7265625","36,5","36,625","32,7890625"
59,2023/10/11,09:59:43,1515;2322;1649;2465;2633;2966;1997:1535;1537;1527;1182,,,,,,,,,,,1048575,63,0,0,2560,43,22,6,0.0146484375,0.015869140625,0.0146484375,0.0146484375,0.015869140625,0.015869140625,28.388278388278387,28.083028083028083,28.144078144078144,28.63247863247863,28.083028083028083,28.083028083028083,28.083028083028083,0.0,"33,4765625","32,8359375","36,4609375","36,4921875","36,75","36,515625","36,609375","32,765625"
60,2023/10/11,10:09:53,1515;2321;1649;2464;2633;2966;1997:1535;1536;1528;1181,,,,,,,,,,,0,62,0,0,2371,42,22,6,0.015869140625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.32722832722833,28.144078144078144,28.021978021978025,28.57142857142857,28.021978021978025,28.083028083028083,28.083028083028083,0.0,"33,46875","32,828125","36,4296875","36,484375","36,7265625","36,4921875","36,6328125","32,765625"
61,2023/10/11,10:20:03,1514;2322;1650;2465;2634;2966;1997:1535;1536;1528;1181,,,,,,,,,,,0,62,0,0,2917,55,65,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.388278388278387,28.205128205128204,28.144078144078144,28.63247863247863,28.021978021978025,28.083028083028083,28.144078144078144,0.0,"33,453125","32,7890625","36,4140625","36,4765625","36,7265625","36,5078125","36,59375","32,7421875"
62,2023/10/11,10:30:13,1515;2321;1650;2466;2634;2966;1997:1539;1559;1528;1182,,,,,,,,,,,28757,63,12960,0,15952,54,22,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.93772893772894,28.388278388278387,31.684981684981683,29.792429792429797,28.754578754578752,29.120879120879124,28.51037851037851,0.0,"43,21875","43,40625","43,03125","43,140625","43,515625","43,234375","43,328125","42,0703125"
63,2023/10/11,10:40:23,1516;2323;1649;2466;2634;2967;1997:1547;1568;1532;1182,,,,,,,,,,,0,62,12537,0,5043,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.914529914529915,29.24297924297925,31.684981684981683,31.074481074481078,29.60927960927961,29.792429792429797,29.304029304029307,0.0,"38,796875","38,1640625","42,0625","42,1796875","42,4609375","42,1953125","42,3359375","38,0"
64,2023/10/11,10:50:33,1515;2323;1649;2465;2634;2966;1997:1551;1562;1535;1182,,,,,,,,,,,0,62,12599,0,5056,49,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.975579975579976,29.60927960927961,30.15873015873016,30.76923076923077,30.34188034188034,29.792429792429797,29.48717948717949,0.0,"37,0","36,3125","40,4453125","40,4765625","40,7578125","40,5","40,671875","36,1875"
65,2023/10/11,11:00:43,1514;2323;1649;2465;2633;2965;1998:1553;1559;1540;1181,,,,,,,,,,,1048575,62,0,0,2580,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.914529914529915,29.73137973137973,29.792429792429797,30.463980463980462,30.03663003663004,29.60927960927961,29.54822954822955,0.0,"35,9609375","35,15625","39,1875","39,28125","39,4921875","39,2578125","39,390625","35,171875"
66,2023/10/11,11:10:53,1514;2322;1650;2465;2633;2965;1997:1552;1558;1541;1182,,,,,,,,,,,1048575,62,0,0,2548,45,22,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.85347985347985,29.60927960927961,29.54822954822955,30.21978021978022,29.60927960927961,29.54822954822955,29.426129426129428,0.0,"35,453125","34,71875","38,71875","38,7265625","38,9921875","38,71875","38,859375","34,6875"
67,2023/10/11,11:21:03,1515;2322;1649;2465;2633;2965;1997:1551;1556;1541;1182,,,,,,,,,,,1048575,52,0,0,2560,49,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.67032967032967,29.48717948717949,29.426129426129428,30.21978021978022,29.426129426129428,29.365079365079367,29.365079365079367,0.0,"35,28125","34,59375","38,5390625","38,546875","38,8046875","38,5625","38,703125","34,5546875"
68,2023/10/11,11:31:13,1515;2321;1649;2465;2632;2965;1997:1549;1554;1541;1182,,,,,,,,,,,1048574,52,0,0,2674,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.54822954822955,29.365079365079367,29.365079365079367,29.975579975579976,29.24297924297925,29.304029304029307,29.304029304029307,0.0,"35,1796875","34,484375","38,40625","38,453125","38,703125","38,453125","38,5859375","34,453125"
69,2023/10/11,11:41:23,1515;2321;1649;2465;2633;2964;1997:1549;1554;1540;1182,,,,,,,,,,,1048575,62,0,0,2559,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.48717948717949,29.365079365079367,29.24297924297925,29.914529914529915,29.059829059829063,29.24297924297925,29.181929181929185,0.0,"35,0546875","34,3828125","38,3203125","38,34375","38,6015625","38,3515625","38,5","34,3515625"
70,2023/10/11,11:51:33,1515;2322;1649;2465;2633;2965;1997:1548;1552;1539;1182,,,,,,,,,,,0,63,0,0,2748,49,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.48717948717949,29.24297924297925,29.181929181929185,29.85347985347985,28.998778998779,29.181929181929185,29.120879120879124,0.0,"34,9921875","34,3046875","38,203125","38,265625","38,5234375","38,28125","38,40625","34,265625"
71,2023/10/11,12:01:43,1514;2322;1650;2464;2633;2964;1997:1547;1551;1538;1182,,,,,,,,,,,0,63,0,0,2579,48,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.304029304029307,29.181929181929185,29.059829059829063,29.73137973137973,28.93772893772894,28.998778998779,29.059829059829063,0.0,"34,890625","34,2265625","38,1015625","38,1796875","38,4296875","38,1796875","38,328125","34,171875"
72,2023/10/11,12:11:53,1515;2323;1648;2465;2633;2965;1997:1546;1550;1538;1181,,,,,,,,,,,1048575,62,0,0,2563,49,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.365079365079367,29.181929181929185,29.059829059829063,29.73137973137973,28.93772893772894,29.059829059829063,29.059829059829063,0.0,"34,8359375","34,125","38,0234375","38,078125","38,3671875","38,0859375","38,2109375","34,0859375"
73,2023/10/11,12:22:03,1514;2321;1648;2465;2633;2964;1997:1546;1549;1537;1182,,,,,,,,,,,0,63,0,0,2522,41,22,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.24297924297925,29.120879120879124,28.998778998779,29.54822954822955,28.93772893772894,28.93772893772894,28.93772893772894,0.0,"34,7890625","34,0703125","37,984375","38,0","38,3046875","38,03125","38,140625","34,0234375"
74,2023/10/11,12:32:13,1515;2321;1649;2465;2633;2964;1997:1545;1548;1537;1182,,,,,,,,,,,1048575,62,0,0,2689,48,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.24297924297925,29.059829059829063,28.998778998779,29.60927960927961,28.998778998779,28.93772893772894,28.998778998779,0.0,"34,765625","34,0390625","37,9609375","37,984375","38,25","37,984375","38,140625","33,9765625"
75,2023/10/11,12:42:23,1515;2322;1649;2465;2634;2964;1997:1545;1549;1536;1182,,,,,,,,,,,1048575,62,0,0,2709,48,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.24297924297925,28.998778998779,28.93772893772894,29.54822954822955,28.93772893772894,28.876678876678877,28.998778998779,0.0,"34,734375","33,9765625","37,9140625","37,9453125","38,2109375","37,953125","38,0859375","33,9453125"
76,2023/10/11,12:52:33,1515;2322;1649;2465;2633;2965;1997:1545;1548;1537;1182,,,,,,,,,,,0,62,0,0,2614,49,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.181929181929185,29.059829059829063,28.93772893772894,29.54822954822955,28.876678876678877,28.815628815628813,28.93772893772894,0.0,"34,6953125","33,96875","37,890625","37,9375","38,1875","37,9375","38,078125","33,921875"
77,2023/10/11,13:02:43,1515;2322;1649;2465;2632;2964;1997:1545;1546;1535;1182,,,,,,,,,,,1048574,52,0,0,2549,48,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.059829059829063,28.876678876678877,28.815628815628813,29.365079365079367,28.754578754578752,28.754578754578752,28.754578754578752,0.0,"34,65625","33,8984375","37,8671875","37,9140625","38,1484375","37,8828125","38,03125","33,8671875"
78,2023/10/11,13:12:53,1515;2322;1650;2465;2633;2964;1997:1543;1546;1535;1182,,,,,,,,,,,1048575,62,0,0,2555,45,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,29.059829059829063,28.815628815628813,28.815628815628813,29.365079365079367,28.69352869352869,28.63247863247863,28.63247863247863,0.0,"34,6171875","33,890625","37,8125","37,828125","38,078125","37,8203125","37,9609375","33,84375"
79,2023/10/11,13:23:03,1514;2322;1650;2465;2633;2964;1997:1541;1545;1533;1181,,,,,,,,,,,1048575,62,0,0,2533,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.93772893772894,28.815628815628813,28.69352869352869,29.304029304029307,28.63247863247863,28.63247863247863,28.69352869352869,0.0,"34,5546875","33,828125","37,75","37,7734375","38,0078125","37,7890625","37,9140625","33,7578125"
80,2023/10/11,13:33:13,1515;2322;1649;2465;2633;2964;1997:1541;1545;1534;1181,,,,,,,,,,,0,63,0,0,2565,43,22,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.998778998779,28.815628815628813,28.754578754578752,29.304029304029307,28.63247863247863,28.57142857142857,28.69352869352869,0.0,"34,5","33,734375","37,6640625","37,7421875","37,9609375","37,7109375","37,8671875","33,7109375"
81,2023/10/11,13:43:23,1515;2322;1649;2465;2633;2963;1997:1542;1544;1534;1181,,,,,,,,,,,1048575,62,0,0,2675,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.998778998779,28.754578754578752,28.63247863247863,29.24297924297925,28.63247863247863,28.63247863247863,28.69352869352869,0.0,"34,4609375","33,734375","37,6640625","37,6796875","37,9296875","37,6796875","37,7734375","33,671875"
82,2023/10/11,13:53:33,1514;2322;1649;2465;2633;2964;1997:1540;1544;1533;1182,,,,,,,,,,,0,62,0,0,2585,47,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.815628815628813,28.63247863247863,28.57142857142857,29.181929181929185,28.57142857142857,28.51037851037851,28.57142857142857,0.0,"34,421875","33,6640625","37,625","37,6328125","37,90625","37,6328125","37,765625","33,6328125"
83,2023/10/11,14:03:43,1515;2321;1649;2465;2633;2963;1997:1540;1543;1533;1181,,,,,,,,,,,1048575,62,0,0,2770,45,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.754578754578752,28.63247863247863,28.57142857142857,29.059829059829063,28.57142857142857,28.51037851037851,28.51037851037851,0.0,"34,390625","33,6328125","37,6171875","37,6015625","37,875","37,625","37,7421875","33,6015625"
84,2023/10/11,14:13:53,1515;2322;1649;2464;2632;2964;1997:1541;1544;1532;1181,,,,,,,,,,,0,62,0,0,2557,46,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.815628815628813,28.63247863247863,28.51037851037851,29.059829059829063,28.449328449328448,28.51037851037851,28.51037851037851,0.0,"34,3828125","33,625","37,546875","37,6171875","37,859375","37,609375","37,734375","33,609375"
85,2023/10/11,14:24:03,1515;2322;1649;2465;2633;2963;1997:1540;1542;1531;1181,,,,,,,,,,,0,52,0,0,2703,50,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.754578754578752,28.57142857142857,28.449328449328448,29.059829059829063,28.449328449328448,28.449328449328448,28.449328449328448,0.0,"34,359375","33,59375","37,5625","37,5703125","37,828125","37,5625","37,7109375","33,59375"
86,2023/10/11,14:34:13,1515;2322;1650;2465;2633;2964;1997:1540;1542;1531;1181,,,,,,,,,,,0,62,0,0,2665,46,22,7,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.754578754578752,28.57142857142857,28.51037851037851,29.120879120879124,28.449328449328448,28.449328449328448,28.51037851037851,0.0,"34,3203125","33,5703125","37,4921875","37,53125","37,7890625","37,546875","37,6875","33,53125"
87,2023/10/11,14:44:23,1514;2322;1650;2464;2633;2963;1997:1539;1541;1530;1181,,,,,,,,,,,0,62,0,0,2433,41,22,6,4.90478515625,0.015869140625,0.0146484375,0.0146484375,0.0146484375,0.015869140625,28.63247863247863,28.449328449328448,28.449328449328448,28.93772893772894,28.32722832722833,28.32722832722833,28.388278388278387,0.0,"34,25","33,515625","37,4453125","37,5078125","37,734375","37,5","37,6328125","33,4765625"
