Line;Date;Time;PD0 (V);PD1 (V);PD2 (V);PD3 (V);PD4 (V);PD5 (degC)
0;2023/10/11;15:56:14;4017;12;11;11;11;12
1;2023/10/11;15:56:24;4017;12;11;11;11;12
2;2023/10/11;15:56:34;4017;12;11;11;11;12
