Line;Date;Time;PT0 (degC);PT1 (degC);PT2 (degC);PT3 (degC);PT4 (degC);PT5 (degC);PT6 (degC);PT7 (degC)
0;2023/10/11;14:48:38;28.754578754578752;28.51037851037851;28.449328449328448;29.059829059829063;28.388278388278387;28.388278388278387;28.449328449328448;0.0
1;2023/10/11;14:48:48;28.69352869352869;28.57142857142857;28.51037851037851;29.059829059829063;28.388278388278387;28.388278388278387;28.449328449328448;0.0
2;2023/10/11;14:48:58;28.63247863247863;28.449328449328448;28.388278388278387;28.998778998779;28.32722832722833;28.32722832722833;28.388278388278387;0.0
3;2023/10/11;14:49:08;28.63247863247863;28.51037851037851;28.388278388278387;28.93772893772894;28.144078144078144;28.32722832722833;28.32722832722833;0.0
4;2023/10/11;14:49:18;28.63247863247863;28.449328449328448;28.449328449328448;28.998778998779;28.083028083028083;28.32722832722833;28.388278388278387;0.0
5;2023/10/11;14:49:28;28.69352869352869;28.51037851037851;28.51037851037851;29.059829059829063;28.388278388278387;28.388278388278387;28.449328449328448;0.0
6;2023/10/11;14:49:38;28.69352869352869;28.51037851037851;28.449328449328448;28.998778998779;28.449328449328448;28.51037851037851;28.388278388278387;0.0
7;2023/10/11;14:49:48;28.69352869352869;28.51037851037851;28.449328449328448;28.998778998779;28.388278388278387;28.449328449328448;28.449328449328448;0.0
8;2023/10/11;14:49:58;28.63247863247863;28.57142857142857;28.449328449328448;28.998778998779;28.388278388278387;28.32722832722833;28.449328449328448;0.0
9;2023/10/11;14:50:08;28.63247863247863;28.449328449328448;28.388278388278387;28.998778998779;28.32722832722833;28.32722832722833;28.388278388278387;0.0
10;2023/10/11;14:50:18;28.63247863247863;28.449328449328448;28.388278388278387;28.93772893772894;28.32722832722833;28.32722832722833;28.388278388278387;0.0
11;2023/10/11;14:50:28;28.69352869352869;28.51037851037851;28.51037851037851;29.059829059829063;28.449328449328448;28.388278388278387;28.449328449328448;0.0
12;2023/10/11;14:50:38;28.63247863247863;28.388278388278387;28.32722832722833;28.998778998779;28.32722832722833;28.388278388278387;28.388278388278387;0.0
13;2023/10/11;14:50:48;28.69352869352869;28.51037851037851;28.449328449328448;28.998778998779;28.449328449328448;28.32722832722833;28.449328449328448;0.0
14;2023/10/11;14:50:58;28.69352869352869;28.449328449328448;28.388278388278387;29.059829059829063;28.449328449328448;28.388278388278387;28.449328449328448;0.0
15;2023/10/11;14:51:08;28.63247863247863;28.51037851037851;28.449328449328448;28.998778998779;28.51037851037851;28.388278388278387;28.388278388278387;0.0
16;2023/10/11;14:51:18;28.63247863247863;28.449328449328448;28.32722832722833;28.93772893772894;28.388278388278387;28.266178266178265;28.32722832722833;0.0
17;2023/10/11;14:51:28;28.63247863247863;28.449328449328448;28.32722832722833;28.998778998779;28.449328449328448;28.32722832722833;28.266178266178265;0.0
18;2023/10/11;14:51:38;28.69352869352869;28.51037851037851;28.449328449328448;29.059829059829063;28.51037851037851;28.388278388278387;28.449328449328448;0.0
19;2023/10/11;14:51:48;28.69352869352869;28.51037851037851;28.388278388278387;28.998778998779;28.51037851037851;28.388278388278387;28.32722832722833;0.0
20;2023/10/11;14:51:58;28.63247863247863;28.449328449328448;28.388278388278387;28.93772893772894;28.449328449328448;28.388278388278387;28.266178266178265;0.0
21;2023/10/11;14:52:08;28.63247863247863;28.51037851037851;28.388278388278387;29.059829059829063;28.51037851037851;28.32722832722833;28.388278388278387;0.0
22;2023/10/11;14:52:18;28.69352869352869;28.51037851037851;28.449328449328448;29.059829059829063;28.51037851037851;28.32722832722833;28.32722832722833;0.0
23;2023/10/11;14:52:28;28.57142857142857;28.449328449328448;28.388278388278387;28.998778998779;28.449328449328448;28.266178266178265;28.32722832722833;0.0
24;2023/10/11;14:52:38;28.63247863247863;28.449328449328448;28.449328449328448;28.93772893772894;28.388278388278387;28.266178266178265;28.388278388278387;0.0
25;2023/10/11;14:52:48;28.63247863247863;28.51037851037851;28.449328449328448;28.998778998779;28.51037851037851;28.32722832722833;28.388278388278387;0.0
26;2023/10/11;14:52:58;28.57142857142857;28.449328449328448;28.388278388278387;28.93772893772894;28.51037851037851;28.32722832722833;28.32722832722833;0.0
27;2023/10/11;14:53:08;28.63247863247863;28.449328449328448;28.449328449328448;28.998778998779;28.51037851037851;28.388278388278387;28.388278388278387;0.0
28;2023/10/11;14:53:18;28.63247863247863;28.449328449328448;28.32722832722833;28.876678876678877;28.51037851037851;28.32722832722833;28.32722832722833;0.0
29;2023/10/11;14:53:28;28.63247863247863;28.51037851037851;28.449328449328448;28.998778998779;28.51037851037851;28.388278388278387;28.32722832722833;0.0
30;2023/10/11;14:53:38;28.57142857142857;28.449328449328448;28.32722832722833;28.998778998779;28.449328449328448;28.32722832722833;28.266178266178265;0.0
31;2023/10/11;14:53:48;28.69352869352869;28.449328449328448;28.449328449328448;29.059829059829063;28.51037851037851;28.388278388278387;28.388278388278387;0.0
32;2023/10/11;14:53:58;28.69352869352869;28.449328449328448;28.51037851037851;28.998778998779;28.51037851037851;28.32722832722833;28.388278388278387;0.0
33;2023/10/11;14:54:08;28.69352869352869;28.388278388278387;28.388278388278387;28.998778998779;28.51037851037851;28.388278388278387;28.388278388278387;0.0
