Line;Date;Time;T INA SPECTRO (degC);T INA OSCAR (degC);T INA MOTORS (degC);T INA BATT (degC);T INA DC_BUS (degC);T INA Q7 (degC);T INA 5V (degC);T INA 3V3 (degC)
38;2023/10/11;00:06:23;32,0546875;31,328125;35,2734375;35,2578125;35,5390625;35,28125;35,3984375;31,3046875
39;2023/10/11;00:06:33;32,0625;31,34375;35,2265625;35,28125;35,5546875;35,2734375;35,3984375;31,28125
40;2023/10/11;00:06:43;32,0625;31,3515625;35,2421875;35,2734375;35,5390625;35,2734375;35,4296875;31,2734375
41;2023/10/11;00:06:53;32,0625;31,3359375;35,2421875;35,2734375;35,5546875;35,265625;35,421875;31,296875
42;2023/10/11;00:07:03;32,0625;31,3203125;35,2421875;35,28125;35,546875;35,2734375;35,421875;31,3046875
43;2023/10/11;00:07:13;32,0625;31,34375;35,265625;35,2734375;35,5390625;35,2734375;35,40625;31,2890625
44;2023/10/11;00:07:23;32,0703125;31,328125;35,2265625;35,2734375;35,5390625;35,28125;35,421875;31,296875
45;2023/10/11;00:07:33;32,0625;31,3125;35,2421875;35,28125;35,546875;35,2890625;35,421875;31,296875
46;2023/10/11;00:07:43;32,0703125;31,328125;35,2578125;35,296875;35,546875;35,265625;35,421875;31,3203125
47;2023/10/11;00:07:53;32,078125;31,3359375;35,2265625;35,3046875;35,5546875;35,2734375;35,4296875;31,2890625
48;2023/10/11;00:08:03;32,0703125;31,3203125;35,25;35,28125;35,546875;35,2890625;35,421875;31,2890625
49;2023/10/11;00:08:13;32,0703125;31,3203125;35,2421875;35,265625;35,5625;35,2734375;35,40625;31,328125
50;2023/10/11;00:08:23;32,0703125;31,3359375;35,25;35,28125;35,53125;35,28125;35,40625;31,2890625
51;2023/10/11;00:08:33;32,0703125;31,328125;35,2265625;35,2734375;35,546875;35,28125;35,3984375;31,296875
52;2023/10/11;00:08:43;32,0703125;31,328125;35,2578125;35,28125;35,5390625;35,28125;35,390625;31,328125
53;2023/10/11;00:08:53;32,0703125;31,328125;35,25;35,2890625;35,546875;35,28125;35,3984375;31,296875
54;2023/10/11;00:09:03;32,0703125;31,359375;35,25;35,28125;35,5546875;35,28125;35,4375;31,2890625
55;2023/10/11;00:09:13;32,0703125;31,3359375;35,2421875;35,265625;35,5390625;35,28125;35,4375;31,3125
56;2023/10/11;00:09:23;32,0703125;31,328125;35,2421875;35,296875;35,5390625;35,2890625;35,4140625;31,296875
57;2023/10/11;00:09:33;32,078125;31,3359375;35,25;35,2890625;35,5625;35,28125;35,421875;31,296875
58;2023/10/11;00:09:43;32,0703125;31,328125;35,25;35,2734375;35,5625;35,28125;35,421875;31,296875
59;2023/10/11;00:09:53;32,0703125;31,328125;35,2578125;35,2734375;35,5625;35,28125;35,4140625;31,3125
60;2023/10/11;00:10:03;32,078125;31,3515625;35,25;35,28125;35,546875;35,2890625;35,421875;31,296875
61;2023/10/11;00:10:13;32,0703125;31,3515625;35,28125;35,28125;35,5546875;35,296875;35,421875;31,296875
62;2023/10/11;00:10:23;32,078125;31,3671875;35,2578125;35,3046875;35,5703125;35,28125;35,4296875;31,328125
63;2023/10/11;00:10:33;32,078125;31,3515625;35,25;35,2890625;35,5546875;35,28125;35,421875;31,3046875
64;2023/10/11;00:10:43;32,078125;31,3203125;35,25;35,2734375;35,5625;35,296875;35,4140625;31,296875
65;2023/10/11;00:10:53;32,0703125;31,3359375;35,2421875;35,28125;35,5625;35,296875;35,421875;31,2890625
66;2023/10/11;00:11:03;32,0859375;31,3515625;35,25;35,2890625;35,5703125;35,2890625;35,4296875;31,3203125
67;2023/10/11;00:11:13;32,078125;31,3671875;35,2421875;35,2734375;35,5546875;35,296875;35,453125;31,3046875
68;2023/10/11;00:11:23;32,078125;31,375;35,2421875;35,3046875;35,5625;35,296875;35,4453125;31,3359375
69;2023/10/11;00:11:33;32,0859375;31,3359375;35,25;35,2890625;35,5546875;35,28125;35,4296875;31,3125
70;2023/10/11;00:11:43;32,0859375;31,3359375;35,28125;35,3046875;35,578125;35,296875;35,4296875;31,328125
71;2023/10/11;00:11:53;32,078125;31,328125;35,2890625;35,3203125;35,5546875;35,3046875;35,4375;31,328125
72;2023/10/11;00:12:03;32,078125;31,34375;35,265625;35,28125;35,578125;35,3046875;35,4375;31,3203125
73;2023/10/11;00:12:13;32,078125;31,375;35,25;35,3046875;35,5703125;35,2890625;35,4140625;31,3359375
74;2023/10/11;00:12:23;32,078125;31,3359375;35,25;35,3046875;35,5703125;35,28125;35,4296875;31,3125
75;2023/10/11;00:12:33;32,078125;31,3515625;35,2734375;35,296875;35,5625;35,3046875;35,4375;31,296875
76;2023/10/11;00:12:43;32,0859375;31,3671875;35,2421875;35,3125;35,578125;35,296875;35,4609375;31,328125
77;2023/10/11;00:12:53;32,0859375;31,3515625;35,265625;35,2890625;35,5703125;35,296875;35,453125;31,3203125
78;2023/10/11;00:13:03;32,0859375;31,34375;35,25;35,296875;35,5703125;35,3046875;35,4453125;31,3125
79;2023/10/11;00:13:13;32,0859375;31,34375;35,265625;35,2890625;35,5703125;35,3203125;35,4296875;31,3125
80;2023/10/11;00:13:23;32,0859375;31,359375;35,2578125;35,3125;35,5625;35,296875;35,421875;31,3359375
81;2023/10/11;00:13:33;32,0859375;31,3671875;35,25;35,296875;35,578125;35,3046875;35,421875;31,3125
82;2023/10/11;00:13:43;32,09375;31,34375;35,2578125;35,3046875;35,578125;35,2890625;35,4296875;31,3203125
83;2023/10/11;00:13:53;32,0859375;31,375;35,2578125;35,2890625;35,578125;35,2890625;35,453125;31,3359375
84;2023/10/11;00:14:03;32,0859375;31,3828125;35,25;35,3125;35,5859375;35,3046875;35,4296875;31,3515625
85;2023/10/11;00:14:13;32,09375;31,375;35,2890625;35,2890625;35,578125;35,3125;35,4296875;31,3125
86;2023/10/11;00:14:23;32,0859375;31,3515625;35,265625;35,296875;35,578125;35,3203125;35,4296875;31,3125
87;2023/10/11;00:14:33;32,09375;31,3671875;35,2578125;35,2890625;35,5703125;35,296875;35,4375;31,3359375
88;2023/10/11;00:14:43;32,09375;31,3671875;35,28125;35,3046875;35,578125;35,3046875;35,453125;31,3359375
89;2023/10/11;00:14:53;32,09375;31,359375;35,28125;35,3046875;35,5703125;35,328125;35,4375;31,328125
90;2023/10/11;00:15:03;32,09375;31,34375;35,28125;35,3125;35,578125;35,3046875;35,4296875;31,3203125
91;2023/10/11;00:15:13;32,09375;31,3671875;35,28125;35,3046875;35,578125;35,3046875;35,453125;31,3203125
92;2023/10/11;00:15:23;32,09375;31,3359375;35,296875;35,3125;35,578125;35,3046875;35,4296875;31,3203125
93;2023/10/11;00:15:33;32,09375;31,359375;35,265625;35,328125;35,578125;35,296875;35,4453125;31,3203125
94;2023/10/11;00:15:43;32,1015625;31,34375;35,2578125;35,3046875;35,5703125;35,3203125;35,46875;31,3125
95;2023/10/11;00:15:53;32,09375;31,3515625;35,2734375;35,296875;35,578125;35,3046875;35,46875;31,328125
96;2023/10/11;00:16:03;32,1015625;31,3515625;35,265625;35,3046875;35,578125;35,3125;35,4453125;31,34375
97;2023/10/11;00:16:13;32,09375;31,34375;35,2734375;35,3203125;35,59375;35,3046875;35,46875;31,3125
98;2023/10/11;00:16:23;32,1015625;31,390625;35,2734375;35,328125;35,578125;35,3046875;35,4296875;31,3203125
99;2023/10/11;00:16:33;32,09375;31,359375;35,28125;35,296875;35,59375;35,3125;35,4375;31,3046875
100;2023/10/11;00:16:43;32,09375;31,375;35,2734375;35,3046875;35,5859375;35,3125;35,453125;31,3203125
101;2023/10/11;00:16:53;32,09375;31,375;35,28125;35,2890625;35,5859375;35,296875;35,4296875;31,3203125
102;2023/10/11;00:17:03;32,1015625;31,3671875;35,2734375;35,3125;35,5859375;35,3125;35,453125;31,34375
103;2023/10/11;00:17:13;32,109375;31,3828125;35,28125;35,328125;35,59375;35,328125;35,421875;31,3203125
104;2023/10/11;00:17:23;32,1015625;31,3828125;35,2734375;35,3125;35,5859375;35,328125;35,4453125;31,3359375
105;2023/10/11;00:17:33;32,1015625;31,375;35,2890625;35,3203125;35,5859375;35,3203125;35,4296875;31,328125
106;2023/10/11;00:17:43;32,1015625;31,359375;35,3046875;35,3125;35,5859375;35,328125;35,453125;31,3359375
107;2023/10/11;00:17:53;32,1015625;31,3828125;35,2890625;35,34375;35,5859375;35,328125;35,4609375;31,3203125
108;2023/10/11;00:18:03;32,1015625;31,375;35,2890625;35,3203125;35,6015625;35,34375;35,46875;31,3515625
109;2023/10/11;00:18:13;32,109375;31,3671875;35,28125;35,3125;35,5859375;35,3359375;35,4375;31,359375
110;2023/10/11;00:18:23;32,109375;31,359375;35,3046875;35,328125;35,5859375;35,34375;35,46875;31,34375
111;2023/10/11;00:18:33;32,109375;31,3671875;35,2734375;35,328125;35,609375;35,3359375;35,4609375;31,3515625
112;2023/10/11;00:18:43;32,109375;31,375;35,296875;35,3203125;35,6015625;35,3359375;35,4453125;31,3359375
113;2023/10/11;00:18:53;32,1171875;31,3515625;35,296875;35,3046875;35,6015625;35,3359375;35,46875;31,328125
114;2023/10/11;00:19:03;32,1015625;31,390625;35,2734375;35,3125;35,59375;35,3359375;35,4453125;31,328125
115;2023/10/11;00:19:13;32,109375;31,3984375;35,28125;35,3046875;35,609375;35,3359375;35,46875;31,34375
116;2023/10/11;00:19:23;32,109375;31,390625;35,3125;35,34375;35,609375;35,3359375;35,4453125;31,34375
117;2023/10/11;00:19:33;32,109375;31,3671875;35,2890625;35,3203125;35,6171875;35,328125;35,453125;31,3359375
118;2023/10/11;00:19:43;32,109375;31,390625;35,2890625;35,3125;35,59375;35,328125;35,46875;31,3359375
119;2023/10/11;00:19:53;32,09375;31,375;35,3203125;35,3203125;35,609375;35,3359375;35,453125;31,328125
120;2023/10/11;00:20:03;32,1171875;31,390625;35,28125;35,34375;35,609375;35,3359375;35,4375;31,359375
121;2023/10/11;00:20:13;32,109375;31,375;35,2890625;35,3203125;35,609375;35,328125;35,453125;31,3515625
122;2023/10/11;00:20:23;32,109375;31,3984375;35,296875;35,328125;35,609375;35,3359375;35,453125;31,328125
123;2023/10/11;00:20:33;32,1171875;31,3984375;35,296875;35,3359375;35,625;35,34375;35,4609375;31,34375
124;2023/10/11;00:20:43;32,109375;31,40625;35,2890625;35,328125;35,6171875;35,3359375;35,4921875;31,3515625
125;2023/10/11;00:20:53;32,1171875;31,3984375;35,2890625;35,3359375;35,625;35,3359375;35,4609375;31,3515625
126;2023/10/11;00:21:03;32,1015625;31,3984375;35,296875;35,328125;35,625;35,328125;35,4921875;31,3515625
127;2023/10/11;00:21:13;32,109375;31,3984375;35,2890625;35,3359375;35,609375;35,34375;35,4609375;31,3515625
128;2023/10/11;00:21:23;32,109375;31,3984375;35,296875;35,3203125;35,625;35,34375;35,4609375;31,3203125
129;2023/10/11;00:21:33;32,109375;31,3984375;35,328125;35,328125;35,6171875;35,34375;35,46875;31,3515625
130;2023/10/11;00:21:43;32,1171875;31,40625;35,28125;35,3359375;35,625;35,359375;35,4765625;31,3359375
131;2023/10/11;00:21:53;32,109375;31,40625;35,3125;35,328125;35,625;35,359375;35,4453125;31,359375
132;2023/10/11;00:22:03;32,109375;31,40625;35,3125;35,3359375;35,6328125;35,359375;35,4609375;31,3671875
133;2023/10/11;00:22:13;32,109375;31,3984375;35,3203125;35,34375;35,6328125;35,34375;35,5;31,34375
134;2023/10/11;00:22:23;32,109375;31,40625;35,296875;35,328125;35,6171875;35,359375;35,484375;31,375
135;2023/10/11;00:22:33;32,109375;31,3984375;35,3125;35,34375;35,6171875;35,3671875;35,46875;31,359375
136;2023/10/11;00:22:43;32,1171875;31,3984375;35,2890625;35,359375;35,625;35,3671875;35,4609375;31,3515625
137;2023/10/11;00:22:53;32,1015625;31,4140625;35,3125;35,3359375;35,625;35,3671875;35,4921875;31,34375
138;2023/10/11;00:23:03;32,109375;31,421875;35,3203125;35,3515625;35,6328125;35,375;35,4765625;31,359375
139;2023/10/11;00:23:13;32,125;31,4140625;35,3203125;35,3671875;35,6328125;35,3671875;35,4921875;31,359375
140;2023/10/11;00:23:23;32,1171875;31,40625;35,3046875;35,34375;35,6328125;35,359375;35,4765625;31,3828125
141;2023/10/11;00:23:33;32,125;31,40625;35,296875;35,34375;35,6328125;35,375;35,4921875;31,375
142;2023/10/11;00:23:43;32,1171875;31,40625;35,3203125;35,3359375;35,6328125;35,3515625;35,4921875;31,3515625
143;2023/10/11;00:23:53;32,1328125;31,40625;35,3203125;35,3359375;35,6328125;35,3515625;35,5;31,359375
144;2023/10/11;00:24:03;32,1171875;31,40625;35,3125;35,34375;35,6328125;35,375;35,46875;31,359375
145;2023/10/11;00:24:13;32,1328125;31,421875;35,3046875;35,34375;35,6328125;35,3671875;35,4609375;31,359375
146;2023/10/11;00:24:23;32,1328125;31,421875;35,3203125;35,3359375;35,65625;35,3828125;35,484375;31,3671875
147;2023/10/11;00:24:33;32,140625;31,40625;35,3203125;35,3515625;35,65625;35,375;35,4765625;31,375
148;2023/10/11;00:24:43;32,125;31,4140625;35,296875;35,3515625;35,65625;35,3828125;35,484375;31,3671875
149;2023/10/11;00:24:53;32,1328125;31,4140625;35,34375;35,3671875;35,6484375;35,3671875;35,4765625;31,3984375
150;2023/10/11;00:25:03;32,125;31,40625;35,328125;35,3515625;35,6328125;35,375;35,453125;31,375
151;2023/10/11;00:25:13;32,109375;31,4140625;35,3046875;35,34375;35,6328125;35,375;35,484375;31,375
152;2023/10/11;00:25:23;32,125;31,421875;35,3125;35,3515625;35,65625;35,375;35,5;31,390625
153;2023/10/11;00:25:33;32,1328125;31,4453125;35,3203125;35,3359375;35,6328125;35,375;35,515625;31,3984375
154;2023/10/11;00:25:43;32,140625;31,421875;35,328125;35,359375;35,6484375;35,3828125;35,4921875;31,359375
155;2023/10/11;00:25:53;32,1328125;31,4296875;35,3203125;35,3515625;35,6484375;35,3828125;35,5;31,390625
156;2023/10/11;00:26:03;32,1328125;31,4140625;35,34375;35,3515625;35,65625;35,390625;35,5078125;31,390625
157;2023/10/11;00:26:13;32,125;31,421875;35,3203125;35,359375;35,65625;35,3828125;35,4921875;31,3828125
158;2023/10/11;00:26:23;32,1328125;31,4375;35,3046875;35,34375;35,6640625;35,3828125;35,484375;31,359375
159;2023/10/11;00:26:33;32,140625;31,4375;35,34375;35,3671875;35,6640625;35,390625;35,5;31,3671875
160;2023/10/11;00:26:43;32,171875;31,421875;35,3125;35,359375;35,65625;35,390625;35,5;31,390625
161;2023/10/11;00:26:53;32,1640625;31,421875;35,3203125;35,3671875;35,6640625;35,3671875;35,4921875;31,3828125
162;2023/10/11;00:27:03;32,125;31,421875;35,34375;35,3671875;35,65625;35,375;35,4765625;31,375
163;2023/10/11;00:27:13;32,1328125;31,4296875;35,3203125;35,375;35,6640625;35,390625;35,4765625;31,3828125
164;2023/10/11;00:27:23;32,140625;31,4453125;35,328125;35,3515625;35,6640625;35,3984375;35,5;31,3984375
165;2023/10/11;00:27:33;32,140625;31,4375;35,34375;35,375;35,6640625;35,390625;35,515625;31,3828125
166;2023/10/11;00:27:43;32,1328125;31,421875;35,328125;35,375;35,65625;35,3828125;35,5390625;31,3828125
167;2023/10/11;00:27:53;32,1640625;31,4453125;35,3671875;35,359375;35,671875;35,390625;35,53125;31,40625
168;2023/10/11;00:28:03;32,140625;31,4296875;35,328125;35,359375;35,6640625;35,40625;35,5;31,375
169;2023/10/11;00:28:13;32,125;31,4375;35,3359375;35,3515625;35,671875;35,390625;35,5;31,3984375
170;2023/10/11;00:28:23;32,1640625;31,4375;35,34375;35,375;35,671875;35,390625;35,5234375;31,3828125
171;2023/10/11;00:28:33;32,140625;31,453125;35,3203125;35,359375;35,6640625;35,390625;35,484375;31,390625
172;2023/10/11;00:28:43;32,15625;31,4375;35,34375;35,390625;35,640625;35,390625;35,5078125;31,390625
173;2023/10/11;00:28:53;32,171875;31,453125;35,3359375;35,3515625;35,6640625;35,390625;35,515625;31,4140625
174;2023/10/11;00:29:03;32,140625;31,4453125;35,3359375;35,375;35,6640625;35,390625;35,5390625;31,4140625
175;2023/10/11;00:29:13;32,171875;31,4453125;35,359375;35,359375;35,640625;35,40625;35,5390625;31,3984375
176;2023/10/11;00:29:23;32,171875;31,4375;35,3359375;35,3671875;35,671875;35,40625;35,515625;31,3984375
177;2023/10/11;00:29:33;32,1171875;31,453125;35,3515625;35,359375;35,671875;35,3984375;35,5078125;31,40625
178;2023/10/11;00:29:43;32,1796875;31,4375;35,3359375;35,359375;35,671875;35,40625;35,5234375;31,390625
179;2023/10/11;00:29:53;32,15625;31,453125;35,3515625;35,3671875;35,6796875;35,3984375;35,5234375;31,3984375
180;2023/10/11;00:30:03;32,140625;31,4609375;35,3515625;35,3671875;35,6640625;35,40625;35,5234375;31,3984375
181;2023/10/11;00:30:13;32,15625;31,4609375;35,3515625;35,359375;35,6796875;35,3984375;35,5234375;31,3984375
182;2023/10/11;00:30:23;32,1484375;31,4453125;35,3359375;35,3671875;35,671875;35,40625;35,5390625;31,3984375
183;2023/10/11;00:30:33;32,1640625;31,4453125;35,359375;35,3671875;35,6796875;35,3984375;35,5234375;31,390625
184;2023/10/11;00:30:43;32,15625;31,4609375;35,34375;35,3671875;35,6796875;35,40625;35,4921875;31,40625
185;2023/10/11;00:30:53;32,140625;31,453125;35,3515625;35,375;35,6796875;35,3984375;35,515625;31,40625
186;2023/10/11;00:31:03;32,1640625;31,46875;35,3359375;35,3671875;35,6796875;35,4140625;35,5234375;31,40625
187;2023/10/11;00:31:13;32,1875;31,4609375;35,328125;35,3984375;35,6796875;35,3984375;35,5;31,4296875
188;2023/10/11;00:31:23;32,171875;31,484375;35,34375;35,375;35,6796875;35,40625;35,5234375;31,421875
189;2023/10/11;00:31:33;32,140625;31,4921875;35,34375;35,3828125;35,6796875;35,3984375;35,5234375;31,40625
190;2023/10/11;00:31:43;32,1640625;31,453125;35,3515625;35,3671875;35,6875;35,3984375;35,53125;31,421875
191;2023/10/11;00:31:53;32,171875;31,4609375;35,3359375;35,375;35,6875;35,4140625;35,5234375;31,421875
192;2023/10/11;00:32:03;32,15625;31,46875;35,3515625;35,375;35,6875;35,3984375;35,5234375;31,3984375
193;2023/10/11;00:32:13;32,1796875;31,4921875;35,34375;35,3828125;35,6875;35,40625;35,53125;31,40625
194;2023/10/11;00:32:23;32,1484375;31,484375;35,3359375;35,375;35,6875;35,40625;35,53125;31,4140625
195;2023/10/11;00:32:33;32,15625;31,4921875;35,359375;35,3828125;35,6875;35,40625;35,5546875;31,4140625
196;2023/10/11;00:32:43;32,1640625;31,46875;35,3515625;35,3984375;35,6875;35,40625;35,5546875;31,421875
197;2023/10/11;00:32:53;32,1875;31,4921875;35,359375;35,3984375;35,6796875;35,40625;35,5390625;31,4140625
198;2023/10/11;00:33:03;32,140625;31,46875;35,3515625;35,3984375;35,6875;35,4296875;35,53125;31,421875
199;2023/10/11;00:33:13;32,1640625;31,4765625;35,34375;35,40625;35,6953125;35,4140625;35,5546875;31,4140625
200;2023/10/11;00:33:23;32,1640625;31,5;35,34375;35,40625;35,6875;35,40625;35,53125;31,421875
201;2023/10/11;00:33:33;32,1875;31,4921875;35,375;35,3984375;35,6953125;35,4375;35,53125;31,4140625
202;2023/10/11;00:33:43;32,1640625;31,5;35,34375;35,40625;35,6953125;35,40625;35,546875;31,4140625
203;2023/10/11;00:33:53;32,1640625;31,5078125;35,359375;35,40625;35,6875;35,4375;35,5546875;31,4140625
204;2023/10/11;00:34:03;32,1640625;31,4765625;35,3515625;35,390625;35,6953125;35,421875;35,5390625;31,4140625
205;2023/10/11;00:34:13;32,1875;31,484375;35,359375;35,3828125;35,6953125;35,4375;35,5390625;31,4375
206;2023/10/11;00:34:23;32,1640625;31,5;35,34375;35,4140625;35,6875;35,421875;35,5625;31,40625
207;2023/10/11;00:34:33;32,15625;31,5;35,34375;35,390625;35,703125;35,4375;35,5546875;31,4296875
208;2023/10/11;00:34:43;32,1796875;31,515625;35,3359375;35,421875;35,6953125;35,4140625;35,5546875;31,421875
209;2023/10/11;00:34:53;32,15625;31,4765625;35,359375;35,40625;35,703125;35,4453125;35,546875;31,4296875
210;2023/10/11;00:35:03;32,1953125;31,5078125;35,3671875;35,4140625;35,6875;35,4375;35,546875;31,4296875
211;2023/10/11;00:35:13;32,1796875;31,5078125;35,375;35,421875;35,703125;35,4375;35,5546875;31,4375
212;2023/10/11;00:35:23;32,1953125;31,5078125;35,34375;35,4140625;35,703125;35,4375;35,546875;31,4375
213;2023/10/11;00:35:33;32,2109375;31,4921875;35,375;35,40625;35,6953125;35,4453125;35,5390625;31,4375
214;2023/10/11;00:35:43;32,1640625;31,515625;35,375;35,421875;35,703125;35,4453125;35,5625;31,4296875
215;2023/10/11;00:35:53;32,2109375;31,5078125;35,3671875;35,421875;35,703125;35,4453125;35,546875;31,4375
216;2023/10/11;00:36:03;32,1953125;31,5234375;35,359375;35,421875;35,7109375;35,4375;35,5625;31,4375
217;2023/10/11;00:36:13;32,171875;31,5;35,40625;35,4140625;35,703125;35,4453125;35,5546875;31,453125
218;2023/10/11;00:36:23;32,1796875;31,515625;35,390625;35,4453125;35,703125;35,4453125;35,5625;31,4453125
219;2023/10/11;00:36:33;32,171875;31,5078125;35,3671875;35,421875;35,7109375;35,4453125;35,5546875;31,453125
220;2023/10/11;00:36:43;32,1875;31,515625;35,3671875;35,4296875;35,7109375;35,4375;35,5703125;31,4453125
221;2023/10/11;00:36:53;32,203125;31,515625;35,3984375;35,4296875;35,703125;35,4453125;35,5703125;31,4453125
222;2023/10/11;00:37:03;32,1796875;31,515625;35,3828125;35,4140625;35,7109375;35,453125;35,5703125;31,453125
223;2023/10/11;00:37:13;32,1875;31,5234375;35,3984375;35,4296875;35,7109375;35,453125;35,5703125;31,453125
224;2023/10/11;00:37:23;32,21875;31,5078125;35,3671875;35,421875;35,7109375;35,453125;35,5703125;31,4453125
225;2023/10/11;00:37:33;32,1875;31,5078125;35,375;35,4296875;35,703125;35,4609375;35,578125;31,4375
226;2023/10/11;00:37:43;32,203125;31,515625;35,3671875;35,4375;35,703125;35,453125;35,5703125;31,4453125
227;2023/10/11;00:37:53;32,1640625;31,5234375;35,3984375;35,4375;35,71875;35,4609375;35,578125;31,4609375
228;2023/10/11;00:38:03;32,1796875;31,5234375;35,375;35,4296875;35,7109375;35,453125;35,578125;31,453125
229;2023/10/11;00:38:13;32,1875;31,515625;35,3828125;35,4296875;35,71875;35,453125;35,5703125;31,453125
230;2023/10/11;00:38:23;32,1796875;31,5234375;35,3828125;35,46875;35,71875;35,46875;35,578125;31,46875
231;2023/10/11;00:38:33;32,2109375;31,515625;35,3984375;35,4453125;35,71875;35,453125;35,578125;31,453125
232;2023/10/11;00:38:43;32,2265625;31,53125;35,375;35,4375;35,7109375;35,4609375;35,5859375;31,453125
233;2023/10/11;00:38:53;32,21875;31,5234375;35,3984375;35,4375;35,7265625;35,453125;35,5703125;31,453125
234;2023/10/11;00:39:03;32,1875;31,5234375;35,3828125;35,4453125;35,71875;35,4609375;35,5859375;31,453125
